systemName;region;route;banner;abbrev;city;root;altRouteNames;
ausnswb;AUS-NSW;B23;;;;ausnsw.b023;
ausnswb;AUS-NSW;B51;;;;ausnsw.b051;
ausnswb;AUS-ACT;B52;;;Canberra;ausact.b052;
ausnswb;AUS-NSW;B52;;Que;Queanbeyan;ausnsw.b052que;
ausnswb;AUS-ACT;B52;;Kow;Kowen Forest;ausact.b052kow;
ausnswb;AUS-NSW;B52;;;Bungendore;ausnsw.b052;
ausnswb;AUS-NSW;B53;;;;ausnsw.b053;
ausnswb;AUS-NSW;B55;;;;ausnsw.b055;
ausnswb;AUS-NSW;B56;;;;ausnsw.b056;
ausnswb;AUS-NSW;B57;;;;ausnsw.b057;
ausnswb;AUS-NSW;B58;;;;ausnsw.b058;
ausnswb;AUS-NSW;B59;;;;ausnsw.b059;
ausnswb;AUS-NSW;B60;;;;ausnsw.b060;
ausnswb;AUS-NSW;B62;;;;ausnsw.b062;
ausnswb;AUS-NSW;B63;;;;ausnsw.b063;
ausnswb;AUS-NSW;B64;;;;ausnsw.b064;
ausnswb;AUS-NSW;B65;;;;ausnsw.b065;
ausnswb;AUS-NSW;B68;;;;ausnsw.b068;
ausnswb;AUS-NSW;B69;;;;ausnsw.b069;
ausnswb;AUS-NSW;B70;;;;ausnsw.b070;
ausnswb;AUS-NSW;B71;;;;ausnsw.b071;
ausnswb;AUS-NSW;B72;;;;ausnsw.b072;
ausnswb;AUS-NSW;B73;;;;ausnsw.b073;
ausnswb;AUS-NSW;B74;;;;ausnsw.b074;
ausnswb;AUS-NSW;B75;;;;ausnsw.b075;
ausnswb;AUS-NSW;B76;;;;ausnsw.b076;
ausnswb;AUS-NSW;B78;;;;ausnsw.b078;
ausnswb;AUS-NSW;B79;;;;ausnsw.b079;
ausnswb;AUS-NSW;B81;;;;ausnsw.b081;
ausnswb;AUS-NSW;B82;;;;ausnsw.b082;
ausnswb;AUS-NSW;B83;;;;ausnsw.b083;
ausnswb;AUS-NSW;B84;;;;ausnsw.b084;
ausnswb;AUS-NSW;B85;;;;ausnsw.b085;
ausnswb;AUS-NSW;B87;;;;ausnsw.b087;
ausnswb;AUS-NSW;B88;;;;ausnsw.b088;
ausnswb;AUS-NSW;B89;;;;ausnsw.b089;
ausnswb;AUS-NSW;B91;;;;ausnsw.b091;
ausnswb;AUS-NSW;B94;;;;ausnsw.b094;
ausnswb;AUS-NSW;B95;;;;ausnsw.b095;
