system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
fragesd52;FRA-GES;D1;-52;;;frages.d000152;
fragesd52;FRA-GES;D2;-52;;;frages.d000252;
fragesd52;FRA-GES;D2A;-52;;;frages.d0002a52;
fragesd52;FRA-GES;D2B;-52;;;frages.d0002b52;
fragesd52;FRA-GES;D3;-52;;;frages.d000352;
fragesd52;FRA-GES;D4;-52;;;frages.d000452;
fragesd52;FRA-GES;D5;-52;;;frages.d000552;
fragesd52;FRA-GES;D5A;-52;;;frages.d0005a52;
fragesd52;FRA-GES;D6;-52;;;frages.d000652;
fragesd52;FRA-GES;D7;-52;;;frages.d000752;
fragesd52;FRA-GES;D7A;-52;;;frages.d0007a52;
fragesd52;FRA-GES;D8;-52;;;frages.d000852;
fragesd52;FRA-GES;D8A;-52;;;frages.d0008a52;
fragesd52;FRA-GES;D9;-52;;;frages.d000952;
fragesd52;FRA-GES;D10;-52;;;frages.d001052;
fragesd52;FRA-GES;D10C;-52;;;frages.d0010c52;
fragesd52;FRA-GES;D11;-52;;;frages.d001152;
fragesd52;FRA-GES;D12;-52;;;frages.d001252;
fragesd52;FRA-GES;D13;-52;;;frages.d001352;
fragesd52;FRA-GES;D14;-52;;;frages.d001452;
fragesd52;FRA-GES;D15;-52;;;frages.d001552;
fragesd52;FRA-GES;D16;-52;;;frages.d001652;
fragesd52;FRA-GES;D16A;-52;;;frages.d0016a52;
fragesd52;FRA-GES;D17;-52;;;frages.d001752;
fragesd52;FRA-GES;D19;-52;;;frages.d001952;
fragesd52;FRA-GES;D20;-52;;;frages.d002052;
fragesd52;FRA-GES;D20A;-52;;;frages.d0020a52;
fragesd52;FRA-GES;D21;-52;;;frages.d002152;
fragesd52;FRA-GES;D21A;-52;;;frages.d0021a52;
fragesd52;FRA-GES;D23;-52;;;frages.d002352;
fragesd52;FRA-GES;D24;-52;;;frages.d002452;
fragesd52;FRA-GES;D24A;-52;;;frages.d0024a52;
fragesd52;FRA-GES;D25;-52;;;frages.d002552;
fragesd52;FRA-GES;D26;-52;;;frages.d002652;
fragesd52;FRA-GES;D27;-52;;;frages.d002752;
fragesd52;FRA-GES;D33;-52;;;frages.d003352;
