system;region;route;banner;abbrev;city;fileroot;AltRouteNames
esppv;ESP-PV;A124;;;Laguardia;esppv.a124;
esppv;ESP-PV;A124;;Lab;Labastida;esppv.a124lab;
esppv;ESP-PV;A126;;San;Santikurutze Kanpezu;esppv.a126san;
esppv;ESP-PV;A126;;;Bernedo;esppv.a126;
esppv;ESP-PV;A132;;;;esppv.a132;
esppv;ESP-PV;A623;;;;esppv.a623;
esppv;ESP-PV;A624;;;;esppv.a624;
esppv;ESP-PV;A625;;;;esppv.a625;
esppv;ESP-PV;A627;;;;esppv.a627;
esppv;ESP-PV;BI604;;;;esppv.bi604;
esppv;ESP-PV;BI623;;;;esppv.bi623;
esppv;ESP-PV;BI624;;;;esppv.bi624;
esppv;ESP-PV;BI625;;;Bilbao;esppv.bi625;
esppv;ESP-PV;BI625;;Urd;Urduna;esppv.bi625urd;
esppv;ESP-PV;BI626;;;;esppv.bi626;
esppv;ESP-PV;BI627;;;;esppv.bi627;
esppv;ESP-PV;BI628;;Aba;Abanto-Zierbena;esppv.bi628aba;
esppv;ESP-PV;BI628;;;Sestao;esppv.bi628;
esppv;ESP-PV;BI630;;Amb;Ambasaguas;esppv.bi630amb;
esppv;ESP-PV;BI630;;;Balmaseda;esppv.bi630;
esppv;ESP-PV;BI631x;;;;esppv.bi631x;
esppv;ESP-PV;BI633;;;;esppv.bi633;
esppv;ESP-PV;BI634;;;;esppv.bi634;
esppv;ESP-PV;BI635;;;;esppv.bi635;
esppv;ESP-PV;BI636;x;;;esppv.bi636x;
esppv;ESP-PV;BI637;x;;;esppv.bi637x;
esppv;ESP-PV;BI638;;;;esppv.bi638;
esppv;ESP-PV;BI644;;;;esppv.bi644;
esppv;ESP-PV;BI647;;;;esppv.bi647;
esppv;ESP-PV;GI11;x;;;esppv.gi011x;
esppv;ESP-PV;GI20;x;;;esppv.gi020x;
esppv;ESP-PV;GI40;;;;esppv.gi040;
esppv;ESP-PV;GI41;;;;esppv.gi041;
esppv;ESP-PV;GI627;;;;esppv.gi627;
esppv;ESP-PV;GI631;;;;esppv.gi631;
esppv;ESP-PV;GI632;x;;;esppv.gi632x;
esppv;ESP-PV;GI636;;;;esppv.gi636;
esppv;ESP-PV;GI638;;;;esppv.gi638;
