system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espa;ESP;A1;;;Burgos;esp.a001;
espa;ESP;A1;;Vit;Vitoria-Gasteiz;esp.a001;
espa;ESP;R2;;;;esp.r002;
espa;ESP;A4;;;Sevilla;esp.a004;
espa;ESP;AP4;;;;esp.ap004;
espa;ESP;A4;;Jer;Jerez de la Frontera;esp.a004jer;
espa;ESP;A6;;Mad;Madrid;espmd.a006mad;
espa;ESP;A6;;;Lugo;esp.a006;
espa;ESP;A7;;;Malaga;esp.a007;A7Mal
espa;ESP;A7;;Val;Valencia;esp.a007val;
espa;ESP;A7;;Tar;Tarragona;esp.a007tar;
espa;ESP;A49;;;;esp.a049;
espa;ESP;A66;;Ovi;Oviedo;esp.a066ovi;
espa;ESP;A66;;;Salamanca;esp.a066;
espa;ESP;A381;;;;esp.a381;
espa;ESP;B20;;;;esp.b020;
espa;ESP;B22;;;;esp.b022;
espa;ESP;B22;;Ter;Terminal 1;esp.b022ter;
espa;ESP;B23;;;;esp.b023;
espa;ESP;C31;;Vil;Vilanova i la Geltru;esp.c031vil;
espa;ESP;C31;;Pra;el Prat de Llobregat;esp.c031pra;
espa;ESP;C31;;;Badalona;esp.c031;
espa;ESP;C31;;Pal;Palafrugell;esp.c031pal;
espa;ESP;C32;;;Vilanova i la Geltru;esp.c032;
espa;ESP;C32;;Mat;Matero;esp.c032mat;
espa;ESP;M12;;;;esp.m012;
espa;ESP;M13;;;;esp.m013;
espa;ESP;M14;;;;esp.m014;
espa;ESP;M50;;;;esp.m050;
espa;ESP;Ma19;;;;esp.ma019;
espa;ESP;PA30;;;;esp.pa030;
espa;ESP;PA31;;;;esp.pa031;
espa;ESP;PA32;;;;esp.pa032;
espa;ESP;PA33;;;;esp.pa033;
espa;ESP;PA34;;;;esp.pa034;
espa;ESP;V11;;;;esp.v011;
espa;ESP;V30;;;;esp.v030;
espa;ESP;V31;;;;esp.v031;
