system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espex;ESP-EX;EX100;;;;espex.ex100;
espex;ESP-EX;EX101;;;;espex.ex101;
espex;ESP-EX;EX102;;;;espex.ex102;
espex;ESP-EX;EX103;;;;espex.ex103;
espex;ESP-EX;EX103R;;;;espex.ex103r;
espex;ESP-EX;EX104;;;;espex.ex104;
espex;ESP-EX;EX105;;;Don Benito;espex.ex105;
espex;ESP-EX;EX105;;Alm;Almendralejo;espex.ex105alm;
espex;ESP-EX;EX105A3;;;;espex.ex105a3;
espex;ESP-EX;EX106;;;;espex.ex106;
espex;ESP-EX;EX107;;;;espex.ex107;
espex;ESP-EX;EX108;;Mal;Malpartida de Plasencia;espex.ex108mal;
espex;ESP-EX;EX108;;;Coria;espex.ex108;
espex;ESP-EX;EX109;;;;espex.ex109;
espex;ESP-EX;EX110;;;;espex.ex110;
espex;ESP-EX;EX110;;SVA;San Vincente de Alcantara;espex.ex110sva;
espex;ESP-EX;EX111;;;;espex.ex111;
espex;ESP-EX;EX112;;;;espex.ex112;
espex;ESP-EX;EX114;;;;espex.ex114;
espex;ESP-EX;EX115;;;;espex.ex115;
espex;ESP-EX;EX116;;;;espex.ex116;
espex;ESP-EX;EX117;;;;espex.ex117;
espex;ESP-EX;EX118;;;;espex.ex118;
espex;ESP-EX;EX119;;;;espex.ex119;
