system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
frahdfm59;FRA-HDF;M5;-59;;;frahdf.m000559;
frahdfm59;FRA-HDF;M5A;-59;;;frahdf.m0005a59;
frahdfm59;FRA-HDF;M5B;-59;;;frahdf.m0005b59;
frahdfm59;FRA-HDF;M5C;-59;;;frahdf.m0005c59;
frahdfm59;FRA-HDF;M6;-59;;Mons-en-Barœul;frahdf.m000659;
frahdfm59;FRA-HDF;M6;-59;Lys;Lys-lez-Lannoy;frahdf.m000659lys;
frahdfm59;FRA-HDF;M6D;-59;;;frahdf.m0006d59;
frahdfm59;FRA-HDF;M6DG;-59;;;frahdf.m0006dg59;
frahdfm59;FRA-HDF;M7;-59;Per;Pérenchies;frahdf.m000759per;
frahdfm59;FRA-HDF;M7;-59;;Beaucamps-Ligny;frahdf.m000759;
frahdfm59;FRA-HDF;M7A;-59;;;frahdf.m0007a59;
frahdfm59;FRA-HDF;M7B;-59;;;frahdf.m0007b59;
frahdfm59;FRA-HDF;M8;-59;;;frahdf.m000859;
frahdfm59;FRA-HDF;M9;-59;;Linselles;frahdf.m000959;
frahdfm59;FRA-HDF;M9;-59;Rou;Roubaix;frahdf.m000959rou;
frahdfm59;FRA-HDF;M14;-59;;;frahdf.m001459;
frahdfm59;FRA-HDF;M19;-59;;;frahdf.m001959;
frahdfm59;FRA-HDF;M22;-59;Arm;Armentières;frahdf.m002259arm;
frahdfm59;FRA-HDF;M22;-59;;Herlies;frahdf.m002259;
frahdfm59;FRA-HDF;M22B;-59;;;frahdf.m0022b59;
frahdfm59;FRA-HDF;M22C;-59;;;frahdf.m0022c59;
frahdfm59;FRA-HDF;M22D;-59;;;frahdf.m0022d59;
frahdfm59;FRA-HDF;M36;-59;;;frahdf.m003659;
frahdfm59;FRA-HDF;M36A;-59;;;frahdf.m0036a59;
frahdfm59;FRA-HDF;M39;-59;;Annœullin;frahdf.m003959;
frahdfm59;FRA-HDF;M39;-59;Sec;Seclin;frahdf.m003959sec;
frahdfm59;FRA-HDF;M39A;-59;;;frahdf.m0039a59;
frahdfm59;FRA-HDF;M41;-59;;;frahdf.m004159;
frahdfm59;FRA-HDF;M41A;-59;;;frahdf.m0041a59;
frahdfm59;FRA-HDF;M41B;-59;;;frahdf.m0041b59;
frahdfm59;FRA-HDF;M48;-59;;;frahdf.m004859;
frahdfm59;FRA-HDF;M48A;-59;;;frahdf.m0048a59;
frahdfm59;FRA-HDF;M48B;-59;;;frahdf.m0048b59;
frahdfm59;FRA-HDF;M48C;-59;;;frahdf.m0048c59;
frahdfm59;FRA-HDF;M51;-59;;;frahdf.m005159;
frahdfm59;FRA-HDF;M54;-59;;;frahdf.m005459;
frahdfm59;FRA-HDF;M57;-59;;;frahdf.m005759;
frahdfm59;FRA-HDF;M62;-59;;Beaucamps-Ligny;frahdf.m006259;
frahdfm59;FRA-HDF;M62;-59;Sec;Seclin;frahdf.m006259sec;
frahdfm59;FRA-HDF;M63;-59;Enn;Ennetières-en-Weppes;frahdf.m006359enn;
