System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
gbna8;SCT;A8;;;Edinburgh;sct.a008edi;
gbna8;SCT;A8;;;Glasgow;sct.a008;
gbna8;SCT;A80;;;;sct.a080;
gbna8;SCT;A81;;;;sct.a081;
gbna8;SCT;A82;;;;sct.a082;
gbna8;SCT;A83;;;;sct.a083;
gbna8;SCT;A84;;;;sct.a084;
gbna8;SCT;A85;;;;sct.a085;
gbna8;SCT;A86;;;;sct.a086;
gbna8;SCT;A87;;;;sct.a087;
gbna8;SCT;A88;;;;sct.a088;
gbna8;SCT;A89;;;;sct.a089;
gbna8;SCT;A800;;;;sct.a800;
gbna8;SCT;A801;;;;sct.a801;
gbna8;SCT;A803;;;;sct.a803;
gbna8;SCT;A804;;;;sct.a804;
gbna8;SCT;A806;;;;sct.a806;
gbna8;SCT;A807;;;;sct.a807;
gbna8;SCT;A808;;;;sct.a808;
gbna8;SCT;A809;;;;sct.a809;
gbna8;SCT;A810;;;;sct.a810;
gbna8;SCT;A811;;;;sct.a811;
gbna8;SCT;A812;;;;sct.a812;
gbna8;SCT;A813;;;;sct.a813;
gbna8;SCT;A814;;;;sct.a814;
gbna8;SCT;A815;;;;sct.a815;
gbna8;SCT;A816;;;;sct.a816;
gbna8;SCT;A817;;;;sct.a817;
gbna8;SCT;A818;;;;sct.a818;
gbna8;SCT;A819;;;;sct.a819;
gbna8;SCT;A820;;;;sct.a820;
gbna8;SCT;A821;;;;sct.a821;
gbna8;SCT;A822;;;;sct.a822;
gbna8;SCT;A823;;;;sct.a823;
gbna8;SCT;A824;;;;sct.a824;
gbna8;SCT;A826;;;;sct.a826;
gbna8;SCT;A827;;;;sct.a827;
gbna8;SCT;A828;;;;sct.a828;
gbna8;SCT;A830;;;;sct.a830;
gbna8;SCT;A831;;;;sct.a831;
gbna8;SCT;A832;;;;sct.a832;
gbna8;SCT;A833;;;;sct.a833;
gbna8;SCT;A834;;;;sct.a834;
gbna8;SCT;A835;;;;sct.a835;
gbna8;SCT;A836;;;;sct.a836;
gbna8;SCT;A837;;;;sct.a837;
gbna8;SCT;A838;;;;sct.a838;
gbna8;SCT;A839;;;;sct.a839;
gbna8;SCT;A841;;;;sct.a841;
gbna8;SCT;A844;;;;sct.a844;
gbna8;SCT;A846;;Bow;Bowmore;sct.a846bow;
gbna8;SCT;A846;;;Craighouse;sct.a846;
gbna8;SCT;A847;;;;sct.a847;
gbna8;SCT;A848;;;;sct.a848;
gbna8;SCT;A849;;;;sct.a849;
gbna8;SCT;A850;;;;sct.a850;
gbna8;SCT;A851;;;;sct.a851;
gbna8;SCT;A855;;;;sct.a855;
gbna8;SCT;A857;;;;sct.a857;
gbna8;SCT;A858;;;;sct.a858;
gbna8;SCT;A859;;;;sct.a859;
gbna8;SCT;A861;;;;sct.a861;
gbna8;SCT;A861;;Cor;Corran Ferry;sct.a861cor;
gbna8;SCT;A862;;;;sct.a862;
gbna8;SCT;A863;;;;sct.a863;
gbna8;SCT;A865;;;;sct.a865;
gbna8;SCT;A866;;;;sct.a866;
gbna8;SCT;A867;;;;sct.a867;
gbna8;SCT;A868;;;;sct.a868;
gbna8;SCT;A872;;;;sct.a872;
gbna8;SCT;A873;;;;sct.a873;
gbna8;SCT;A875;;;;sct.a875;
gbna8;SCT;A876;;;;sct.a876;
gbna8;SCT;A877;;;;sct.a877;
gbna8;SCT;A878;;;;sct.a878;
gbna8;SCT;A879;;;;sct.a879;
gbna8;SCT;A880;;;;sct.a880;
gbna8;SCT;A882;;;;sct.a882;
gbna8;SCT;A883;;;;sct.a883;
gbna8;SCT;A884;;;Lochaline;sct.a884;
gbna8;SCT;A884;;Fis;Fishnish Ferry;sct.a884fis;
gbna8;SCT;A885;;;;sct.a885;
gbna8;SCT;A886;;;Strachur;sct.a886;
gbna8;SCT;A886;;Por;Port Bannatyne;sct.a886por;
gbna8;SCT;A887;;;;sct.a887;
gbna8;SCT;A888;;;;sct.a888;
gbna8;SCT;A889;;;;sct.a889;
gbna8;SCT;A890;;;;sct.a890;
gbna8;SCT;A891;;;;sct.a891;
gbna8;SCT;A893;;;;sct.a893;
gbna8;SCT;A894;;;;sct.a894;
gbna8;SCT;A896;;;;sct.a896;
gbna8;SCT;A897;;;;sct.a897;
gbna8;SCT;A898;;;;sct.a898;
gbna8;SCT;A899;;;;sct.a899;
gbna8;SCT;A8003;;;;sct.a8003;
gbna8;SCT;A8004;;;;sct.a8004;
gbna8;SCT;A8010;;;;sct.a8010;
gbna8;SCT;A8011;;;;sct.a8011;
gbna8;SCT;A8014;;;;sct.a8014;
gbna8;SCT;A8015;;;;sct.a8015;
