system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
dnkmr;DNK;MR;;;Margueritruten (Kolding);dnk.mr;
dnkmr;DNK;MR;;Aal;Margueritruten (Aalborg);dnk.mraal;
dnkmr;DNK;MR;;Aro;Margueritruten (Ærø);dnk.mraro;
dnkmr;DNK;MR;;Esb;Margueritruten (Esbjerg);dnk.mresb;
dnkmr;DNK;MR;;Gly;Margueritruten (Glyngøre);dnk.mrgly;
dnkmr;DNK;MR;;Hur;Margueritruten (Hurup Thy);dnk.mrhur;
dnkmr;DNK;MR;;Nyk;Margueritruten (Nykøbing);dnk.mrnyk;
dnkmr;DNK;MR;;Ode;Margueritruten (Odense);dnk.mrode;
dnkmr;DNK;MR;;Sja;Margueritruten (Sjælland);dnk.mrsja;
dnkmr;DNK;MR;;Sve;Margueritruten (Svendborg);dnk.mrsve;
dnkmr;DNK;MR;;Vib;Margueritruten (Viborg);dnk.mrvib;
