system;route;banner;name;roots
dnkmr;MR;;Margueritruten (Kolding);dnk.mr
dnkmr;MR;;Margueritruten (Aalborg);dnk.mraal
dnkmr;MR;;Margueritruten (Ærø);dnk.mraro
dnkmr;MR;;Margueritruten (Esbjerg);dnk.mresb
dnkmr;MR;;Margueritruten (Glyngøre);dnk.mrgly
dnkmr;MR;;Margueritruten (Hurup Thy);dnk.mrhur
dnkmr;MR;;Margueritruten (Nykøbing);dnk.mrnyk
dnkmr;MR;;Margueritruten (Odense);dnk.mrode
dnkmr;MR;;Margueritruten (Sjælland);dnk.mrsja
dnkmr;MR;;Margueritruten (Svendborg);dnk.mrsve
dnkmr;MR;;Margueritruten (Viborg);dnk.mrvib
