system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
frapdld44;FRA-PDL;D1;-44;;;frapdl.d000144;
frapdld44;FRA-PDL;D2;-44;;;frapdl.d000244;
frapdld44;FRA-BRE;D3;-44;;;frabre.d000344;
frapdld44;FRA-PDL;D3;-44;;;frapdl.d000344;
frapdld44;FRA-PDL;D4;-44;;;frapdl.d000444;
frapdld44;FRA-PDL;D5;-44;;;frapdl.d000544;
frapdld44;FRA-PDL;D6;-44;;;frapdl.d000644;
frapdld44;FRA-PDL;D6A;-44;;;frapdl.d0006a44;
frapdld44;FRA-PDL;D7;-44;;;frapdl.d000744;
frapdld44;FRA-PDL;D8;-44;;;frapdl.d000844;
frapdld44;FRA-PDL;D9;-44;;;frapdl.d000944;
frapdld44;FRA-PDL;D10;-44;;;frapdl.d001044;
frapdld44;FRA-PDL;D11;-44;Pon;Pont-Saint-Martin;frapdl.d001144pon;
frapdld44;FRA-PDL;D11;-44;;Le Bignon;frapdl.d001144;
frapdld44;FRA-PDL;D12;-44;;;frapdl.d001244;
frapdld44;FRA-PDL;D13;-44;Pla;La Plaine-sur-Mer;frapdl.d001344pla;
frapdld44;FRA-PDL;D13;-44;;Machecoul;frapdl.d001344;
frapdld44;FRA-PDL;D14;-44;;;frapdl.d001444;
frapdld44;FRA-BRE;D15;-44;;;frabre.d001544;
frapdld44;FRA-PDL;D15;-44;;Guémené-Penfao;frapdl.d001544;
frapdld44;FRA-PDL;D15;-44;Tem;Le Temple-de-Bretagne;frapdl.d001544tem;
frapdld44;FRA-PDL;D16;-44;;;frapdl.d001644;
frapdld44;FRA-PDL;D17;-44;;;frapdl.d001744;
frapdld44;FRA-PDL;D18;-44;;;frapdl.d001844;
frapdld44;FRA-PDL;D18A;-44;;;frapdl.d0018a44;
frapdld44;FRA-PDL;D18B;-44;;Montrelais-West;frapdl.d0018b44;
frapdld44;FRA-PDL;D18B;-44;MoE;Montrelais-East;frapdl.d0018b44moe;
frapdld44;FRA-PDL;D19;-44;;;frapdl.d001944;
frapdld44;FRA-PDL;D20;-44;;;frapdl.d002044;
frapdld44;FRA-PDL;D21;-44;;;frapdl.d002144;
frapdld44;FRA-PDL;D22;-44;;;frapdl.d002244;
frapdld44;FRA-PDL;D23;-44;;;frapdl.d002344;
frapdld44;FRA-PDL;D24;-44;;;frapdl.d002444;
frapdld44;FRA-PDL;D25;-44;Oud;Oudon;frapdl.d002544oud;
frapdld44;FRA-PDL;D25;-44;;La Roche-Blanche;frapdl.d002544;
frapdld44;FRA-PDL;D26;-44;;;frapdl.d002644;
frapdld44;FRA-PDL;D27;-44;;;frapdl.d002744;
frapdld44;FRA-PDL;D28;-44;;;frapdl.d002844;
frapdld44;FRA-PDL;D29;-44;Jan;Jans;frapdl.d002944jan;
frapdld44;FRA-PDL;D29;-44;;Petit-Auverné;frapdl.d002944;
frapdld44;FRA-PDL;D30;-44;;;frapdl.d003044;
frapdld44;FRA-PDL;D31;-44;;Petit-Mars;frapdl.d003144;
frapdld44;FRA-PDL;D31;-44;Cha;La Chapelle-Basse-Mer;frapdl.d003144cha;
frapdld44;FRA-PDL;D32;-44;;Petit-Auverné;frapdl.d003244;
frapdld44;FRA-PDL;D32;-44;Vri;Vritz;frapdl.d003244vri;
frapdld44;FRA-PDL;D33;-44;Tur;La Turballe;frapdl.d003344tur;
frapdld44;FRA-PDL;D33;-44;;Pontchâteau;frapdl.d003344;
frapdld44;FRA-PDL;D33;-44;Jou;Joué-sur-Erdre;frapdl.d003344jou;
frapdld44;FRA-PDL;D33A;-44;;;frapdl.d0033a44;
frapdld44;FRA-PDL;D34;-44;;Saint-Aubin-des-Châteaux;frapdl.d003444;
frapdld44;FRA-PDL;D34;-44;Jui;Juigné-des-Moutiers;frapdl.d003444jui;
frapdld44;FRA-PDL;D35;-44;;;frapdl.d003544;
frapdld44;FRA-PDL;D36;-44;;;frapdl.d003644;
frapdld44;FRA-PDL;D37;-44;;Héric;frapdl.d003744;
frapdld44;FRA-PDL;D37;-44;Lor;Le Loroux-Bottereau;frapdl.d003744lor;
frapdld44;FRA-PDL;D37;-44;Val;Vallet;frapdl.d003744val;
frapdld44;FRA-PDL;D38;-44;;;frapdl.d003844;
frapdld44;FRA-PDL;D39;-44;Lus;Lusanger;frapdl.d003944lus;
frapdld44;FRA-PDL;D39;-44;;Saffré;frapdl.d003944;
frapdld44;FRA-PDL;D40;-44;;;frapdl.d004044;
frapdld44;FRA-BRE;D41;-44;;;frabre.d004144;
frapdld44;FRA-PDL;D41;-44;Fer;Fercé;frapdl.d004144fer;
frapdld44;FRA-PDL;D41;-44;;Grand-Auverné;frapdl.d004144;
frapdld44;FRA-PDL;D42;-44;;Conquereuil;frapdl.d004244;
frapdld44;FRA-PDL;D42;-44;Not;Notre-Dame-des-Landes;frapdl.d004244not;
frapdld44;FRA-PDL;D43;-44;;;frapdl.d004344;
frapdld44;FRA-PDL;D44;-44;;Sion-les-Mines;frapdl.d004444;
frapdld44;FRA-PDL;D44;-44;Mar;Marsac-sur-Don;frapdl.d004444mar;
frapdld44;FRA-PDL;D45;-44;;;frapdl.d004544;
frapdld44;FRA-PDL;D46;-44;;;frapdl.d004644;
frapdld44;FRA-PDL;D47;-44;;;frapdl.d004744;
frapdld44;FRA-PDL;D47A;-44;;;frapdl.d0047a44;
frapdld44;FRA-PDL;D48;-44;;;frapdl.d004844;
frapdld44;FRA-PDL;D49;-44;;Vigneux-de-Bretagne;frapdl.d004944;
frapdld44;FRA-PDL;D49;-44;Suc;Sucé-sur-Erdre;frapdl.d004944suc;
frapdld44;FRA-PDL;D50;-44;;;frapdl.d005044;
frapdld44;FRA-PDL;D51;-44;;;frapdl.d005144;
frapdld44;FRA-PDL;D52;-44;;;frapdl.d005244;
frapdld44;FRA-PDL;D52B;-44;;;frapdl.d0052b44;
frapdld44;FRA-PDL;D53;-44;;;frapdl.d005344;
frapdld44;FRA-PDL;D54;-44;;Touvois;frapdl.d005444;
frapdld44;FRA-PDL;D54;-44;Vie;Vieillevigne;frapdl.d005444vie;
frapdld44;FRA-PDL;D54;-44;Hil;Saint-Hilaire-de-Clisson;frapdl.d005444hil;
frapdld44;FRA-PDL;D54;-44;Sau;Le Sauzay;frapdl.d005444sau;
frapdld44;FRA-PDL;D55;-44;;;frapdl.d005544;
frapdld44;FRA-PDL;D56;-44;;;frapdl.d005644;
frapdld44;FRA-PDL;D57;-44;;;frapdl.d005744;
frapdld44;FRA-PDL;D58;-44;Sic;La Sicaudais;frapdl.d005844sic;
