System;Route;Banner;Name;Roots
espcn;FV1x;;;espcn.fv001x
espcn;FV2x;;;espcn.fv002x
espcn;FV3;;;espcn.fv003
espcn;FV4;;;espcn.fv004
espcn;GC1x;;;espcn.gc001x
espcn;GC2x;;;espcn.gc002x
espcn;GC2;;Tamadaba;espcn.gc002tam
espcn;GC3x;;;espcn.gc003x
espcn;GC4x;;;espcn.gc004x
espcn;GC10;;;espcn.gc010
espcn;GC15;;;espcn.gc015
espcn;GC20;;;espcn.gc020
espcn;GC21;;;espcn.gc021
espcn;GC23x;;;espcn.gc023x
espcn;GC30;;;espcn.gc030
espcn;GC31x;;;espcn.gc031x
espcn;GC41;;;espcn.gc041
espcn;GC42;;;espcn.gc042
espcn;GC43;;;espcn.gc043
espcn;GC60;;;espcn.gc060
espcn;GC65;;;espcn.gc065
espcn;GC70;;;espcn.gc070
espcn;GC75;;;espcn.gc075
espcn;GC80;;;espcn.gc080
espcn;GM1;;;espcn.gm001
espcn;GM2;;;espcn.gm002
espcn;GM3;;;espcn.gm003
espcn;HI1;;;espcn.hi001
espcn;HI2;;;espcn.hi002
espcn;HI3;;;espcn.hi003
espcn;HI4;;;espcn.hi004
espcn;HI5;;;espcn.hi005
espcn;LP1;;;espcn.lp001
espcn;LP2;;;espcn.lp002
espcn;LP3;;;espcn.lp003
espcn;LP4;;;espcn.lp004
espcn;LP5;;;espcn.lp005
espcn;LP20;;;espcn.lp020
espcn;LP21;;;espcn.lp021
espcn;LZ1;;;espcn.lz001
espcn;LZ2;;;espcn.lz002
espcn;LZ3;;;espcn.lz003
espcn;TF1x;;;espcn.tf001x
espcn;TF2x;;;espcn.tf002x
espcn;TF4x;;;espcn.tf004x
espcn;TF5x;;;espcn.tf005x
espcn;TF11;;;espcn.tf011
espcn;TF12;;;espcn.tf012
espcn;TF13;;;espcn.tf013
espcn;TF16;;;espcn.tf016
espcn;TF21;;;espcn.tf021
espcn;TF24;;;espcn.tf024
espcn;TF28;;;espcn.tf028
espcn;TF29;;;espcn.tf029
espcn;TF31;;;espcn.tf031
espcn;TF38;;;espcn.tf038
espcn;TF42;;;espcn.tf042
espcn;TF46;;;espcn.tf046
espcn;TF47;;;espcn.tf047
espcn;TF51;;;espcn.tf051
espcn;TF61;;;espcn.tf061
espcn;TF64;;;espcn.tf064
espcn;TF65;;;espcn.tf065
espcn;TF66;;;espcn.tf066
espcn;TF82;;;espcn.tf082
