systemName;region;route;banner;abbrev;city;root;altRouteNames
idnkan;IDN-KA;NTK;;;Trans Kalimantan (Banjamarsin);idnka.ntk;
idnkan;IDN-KA;NTK;;Sam;Trans Kalimantan (Samarinda);idnka.ntksam;
