System;Route;Banner;City;Root
gbna;A4141;;;eng.a4141
gbna;A4142;;;eng.a4142
gbna;A4143;;;wls.a4143
gbna;A4144;;;eng.a4144
gbna;A4145;;;eng.a4145
gbna;A4146;;;eng.a4146
gbna;A4147;;;eng.a4147
gbna;A4148;;;eng.a4148
gbna;A4150;;;eng.a4150
gbna;A4151;;;eng.a4151
gbna;A4154;;;eng.a4154
gbna;A4155;;;eng.a4155
gbna;A4156;;;eng.a4156
gbna;A4157;;;eng.a4157
gbna;A4158;;;eng.a4158
gbna;A4159;;;wls.a4159
gbna;A4160;;;wls.a4160
gbna;A4161;;;wls.a4161
gbna;A4162;;;eng.a4162
gbna;A4165;;;eng.a4165
gbna;A4168;;;eng.a4168
gbna;A4169;;;eng.a4169
gbna;A4171;;;eng.a4171
gbna;A4172;;;eng.a4172
gbna;A4173;;;eng.a4173
gbna;A4174;;;eng.a4174
gbna;A4175;;;eng.a4175
gbna;A4176;;;eng.a4176
gbna;A4177;;;eng.a4177
gbna;A4178;;;eng.a4178
gbna;A4180;;;eng.a4180
gbna;A4182;;;eng.a4182
gbna;A4183;;;eng.a4183
gbna;A4184;;;eng.a4184
gbna;A4185;;;eng.a4185
gbna;A4180;;;eng.a4189
gbna;A4196;;;eng.a4196
gbna;A4200;;;eng.a4200
gbna;A4201;;;eng.a4201
gbna;A4202;;;eng.a4202
gbna;A4204;;;eng.a4204
gbna;A4205;;;eng.a4205
gbna;A4206;;;eng.a4206
gbna;A4207;;;eng.a4207
gbna;A4208;;;eng.a4208
gbna;A4209;;;eng.a4209
gbna;A4212;;;wls.a4212
gbna;A4214;;;wls.a4214
gbna;A4215;;;wls.a4215
gbna;A4216;;;wls.a4216
gbna;A4217;;;wls.a4217
gbna;A4218;;;wls.a4218
gbna;A4219;;;wls.a4219
gbna;A4221;;;wls.a4221
gbna;A4222;;(Main);wls.a4222
gbna;A4222;;Cowbridge;wls.a4222cow
gbna;A4223;;;wls.a4223
gbna;A4226;;(Main);wls.a4226
gbna;A4226;;Cardiff Airport;wls.a4226car
gbna;A4229;;;wls.a4229
gbna;A4230;;;wls.a4230
gbna;A4231;;;wls.a4231
gbna;A4232;;(West) Cardiff;wls.a4232
gbna;A4232;;(East) Cardiff;wls.a4232eca
gbna;A4233;;;wls.a4233
gbna;A4234;;;wls.a4234
gbna;A4240;;;wls.a4240
gbna;A4241;;(Main);wls.a4241
gbna;A4241;;(Central) Port Talbot;wls.a4241por
gbna;A4242;;;wls.a4242
gbna;A4243;;;wls.a4243
gbna;A4244;;;wls.a4244
gbna;A4251;;;eng.a4251
gbna;A4252;;;eng.a4252
gbna;A4254;;;eng.a4254
gbna;A4256;;;eng.a4256
gbna;A4259;;;eng.a4259
gbna;A4260;;;eng.a4260
gbna;A4280;;;eng.a4280
gbna;A4281;;;wls.a4281
gbna;A4289;;(South) Swindon;eng.a4289
gbna;A4289;;(North) Swindon;eng.a4289nsw
gbna;A4300;;;eng.a4300
gbna;A4303;;;eng.a4303
gbna;A4304;;;eng.a4304
gbna;A4311;;;eng.a4311
gbna;A4312;;;eng.a4312
gbna;A4313;;;eng.a4313
gbna;A4320;;;eng.a4320
gbna;A4361;;;eng.a4361
gbna;A4390;;;eng.a4390
gbna;A4421;;;eng.a4421
gbna;A4440;;;eng.a4440
gbna;A4444;;;eng.a4444
gbna;A4500;;;eng.a4500
gbna;A4501;;;eng.a4501
gbna;A4510;;;eng.a4510
gbna;A4535;;;eng.a4535
gbna;A4536;;;eng.a4536
gbna;A4538;;;eng.a4538
gbna;A4540;;;eng.a4540
gbna;A4600;;;eng.a4600
gbna;A4601;;;eng.a4601
gbna;A4640;;;eng.a4640
gbna;A4810;;;wls.a4810
gbna;A4971;;;wls.a4971
gbna;A5001;;;eng.a5001
gbna;A5004;;;eng.a5004
gbna;A5005;;;eng.a5005
gbna;A5006;;;eng.a5006
gbna;A5007;;;eng.a5007
gbna;A5008;;;eng.a5008
gbna;A5009;;;eng.a5009
gbna;A5010;;;eng.a5010
gbna;A5011;;;eng.a5011
gbna;A5012;;;eng.a5012
gbna;A5013;;;eng.a5013
gbna;A5014;;;eng.a5014
gbna;A5018;;;eng.a5018
gbna;A5019;;;eng.a5019
gbna;A5020;;;eng.a5020
gbna;A5022;;;eng.a5022
gbna;A5025;;;wls.a5025
gbna;A5026;;(Main);wls.a5026
gbna;A5026;;Whelston;wls.a5026whe
gbna;A5027;;;eng.a5027
gbna;A5028;;;eng.a5028
gbna;A5029;;;eng.a5029
gbna;A5030;;;eng.a5030
gbna;A5032;;;eng.a5032
gbna;A5033;;;eng.a5033
gbna;A5034;;;eng.a5034
gbna;A5035;;;eng.a5035
gbna;A5036;;Liverpool;eng.a5036liv
gbna;A5036;;Bootle;eng.a5036
gbna;A5037;;;eng.a5037
gbna;A5038;;;eng.a5038
gbna;A5039;;;eng.a5039
gbna;A5047;;;eng.a5047
gbna;A5048;;;eng.a5048
gbna;A5049;;;eng.a5049
gbna;A5050;;;eng.a5050
gbna;A5054;;;eng.a5054
gbna;A5055;;;eng.a5055
gbna;A5056;;;eng.a5056
gbna;A5057;;;eng.a5057
gbna;A5058;;;eng.a5058
gbna;A5060;;;eng.a5060
gbna;A5061;;;eng.a5061
gbna;A5063;;;eng.a5063
gbna;A5064;;;eng.a5064
gbna;A5065;;;eng.a5065
gbna;A5066;;;eng.a5066
gbna;A5067;;;eng.a5067
gbna;A5071;;;eng.a5071
gbna;A5072;;;eng.a5072
gbna;A5073;;;eng.a5073
gbna;A5074;;;eng.a5074
gbna;A5075;;;eng.a5075
gbna;A5076;;;eng.a5076
gbna;A5078;;;eng.a5078
gbna;A5079;;;eng.a5079
gbna;A5080;;Northampton;eng.a5080nor
gbna;A5080;;Liverpool;eng.a5080
gbna;A5081;;;eng.a5081
gbna;A5082;;;eng.a5082
gbna;A5083;;;eng.a5083
gbna;A5084;;;eng.a5084
gbna;A5085;;;eng.a5085
gbna;A5086;;;eng.a5086
gbna;A5087;;;eng.a5087
gbna;A5088;;;eng.a5088
gbna;A5089;;;eng.a5089
gbna;A5090;;;eng.a5090
gbna;A5091;;;eng.a5091
gbna;A5092;;;eng.a5092
gbna;A5093;;;eng.a5093
gbna;A5094;;;eng.a5094
gbna;A5098;;;eng.a5098
gbna;A5099;;;eng.a5099
gbna;A5100;;;eng.a5100
gbna;A5101;;;eng.a5101
gbna;A5102;;;eng.a5102
gbna;A5103;;;eng.a5103
gbna;A5104;;;wls.a5104,eng.a5104
gbna;A5105;;;eng.a5105
gbna;A5106;;;eng.a5106
gbna;A5108;;;wls.a5108
gbna;A5109;;;eng.a5109
gbna;A5111;;;eng.a5111
gbna;A5112;;;eng.a5112
gbna;A5114;;;wls.a5114
gbna;A5115;;;eng.a5115
gbna;A5116;;;eng.a5116
gbna;A5117;;;eng.a5117
gbna;A5118;;;wls.a5118
gbna;A5119;;;wls.a5119
gbna;A5120;;;eng.a5120
gbna;A5121;;;eng.a5121
gbna;A5123;;;eng.a5123
gbna;A5124;;;eng.a5124
gbna;A5126;;;eng.a5126
gbna;A5127;;;eng.a5127
gbna;A5128;;;eng.a5128
gbna;A5130;;;eng.a5130
gbna;A5132;;;eng.a5132
gbna;A5134;;;eng.a5134
gbna;A5135;;;eng.a5135
gbna;A5137;;;eng.a5137
gbna;A5139;;;eng.a5139
gbna;A5140;;;eng.a5140
gbna;A5141;;;eng.a5141
gbna;A5143;;;eng.a5143
gbna;A5144;;;eng.a5144
gbna;A5144;;;eng.a5145
gbna;A5147;;;eng.a5147
gbna;A5148;;;eng.a5148
gbna;A5149;;;eng.a5149
gbna;A5150;;;eng.a5150
gbna;A5151;;;wls.a5151
gbna;A5152;;Wrexham;wls.a5152
gbna;A5152;;Gaerwen;wls.a5152gae
gbna;A5153;;;wls.a5153
gbna;A5154;;;wls.a5154
gbna;A5156;;;wls.a5156
gbna;A5181;;;eng.a5181
gbna;A5182;;;eng.a5182
gbna;A5183;;;eng.a5183
gbna;A5184;;;eng.a5184
gbna;A5185;;;eng.a5185
gbna;A5186;;;eng.a5186
gbna;A5190;;;eng.a5190
gbna;A5191;;;eng.a5191
gbna;A5192;;;eng.a5192
gbna;A5193;;;eng.a5193
gbna;A5195;;;eng.a5195
gbna;A5199;;;eng.a5199
gbna;A5200;;;eng.a5200
gbna;A5201;;;eng.a5201
gbna;A5202;;;eng.a5202
gbna;A5203;;;eng.a5203
gbna;A5204;;;eng.a5204
gbna;A5205;;;eng.a5205
gbna;A5206;;;eng.a5206
gbna;A5207;;Kirkby;eng.a5207kir
gbna;A5207;;Netherton;eng.a5207
gbna;A5208;;;eng.a5208
gbna;A5209;;;eng.a5209
gbna;A5223;;;eng.a5223
gbna;A5227;;;eng.a5227
gbna;A5228;;;eng.a5228
gbna;A5230;;;eng.a5230
gbna;A5250;;;eng.a5250
gbna;A5267;;;eng.a5267
gbna;A5268;;;eng.a5268
gbna;A5270;;;eng.a5270
gbna;A5271;;Tunstall;eng.a5271
gbna;A5271;;Keswick;eng.a5271kes
gbna;A5272;;;eng.a5272
gbna;A5275;;;eng.a5275
gbna;A5284;;;eng.a5284
gbna;A5300;;;eng.a5300
gbna;A5460;;;eng.a5460
gbna;A5480;;;eng.a5480
gbna;A5509;;;eng.a5509
gbna;A5630;;;eng.a5630
gbna;A5758;;;eng.a5758
gbna;A7066;;;sct.a7066
