System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
irlr;IRL;R700;;;;irl.r700;
irlr;IRL;R701;;;;irl.r701;
irlr;IRL;R702;;;;irl.r702;
irlr;IRL;R703;;;;irl.r703;
irlr;IRL;R704;;;;irl.r704;
irlr;IRL;R705;;;;irl.r705;
irlr;IRL;R706;;;;irl.r706;
irlr;IRL;R707;;;;irl.r707;
irlr;IRL;R708;;;;irl.r708;
irlr;IRL;R709;;;;irl.r709;
irlr;IRL;R710;;;;irl.r710;
irlr;IRL;R711;;;;irl.r711;
irlr;IRL;R712;;;;irl.r712;
irlr;IRL;R713;;;;irl.r713;
irlr;IRL;R724;;;;irl.r724;
irlr;IRL;R725;;;;irl.r725;
irlr;IRL;R726;;;;irl.r726;
irlr;IRL;R727;;;;irl.r727;
irlr;IRL;R729;;;;irl.r729;
irlr;IRL;R730;;;;irl.r730;
irlr;IRL;R731;;;;irl.r731;
irlr;IRL;R732;;;;irl.r732;
irlr;IRL;R733;;;;irl.r733;
irlr;IRL;R734;;;;irl.r734;
irlr;IRL;R735;;;;irl.r735;
irlr;IRL;R736;;;;irl.r736;
irlr;IRL;R737;;;;irl.r737;
irlr;IRL;R738;;;;irl.r738;
irlr;IRL;R739;;;;irl.r739;
irlr;IRL;R740;;;;irl.r740;
irlr;IRL;R741;;;;irl.r741;
irlr;IRL;R742;;;;irl.r742;
irlr;IRL;R743;;;;irl.r743;
irlr;IRL;R744;;;;irl.r744;
irlr;IRL;R745;;;;irl.r745;
irlr;IRL;R746;;;;irl.r746;
irlr;IRL;R747;;;;irl.r747;
irlr;IRL;R748;;;;irl.r748;
irlr;IRL;R749;;;;irl.r749;
irlr;IRL;R750;;;;irl.r750;
irlr;IRL;R751;;;;irl.r751;
irlr;IRL;R752;;;;irl.r752;
irlr;IRL;R753;;;;irl.r753;
irlr;IRL;R754;;;;irl.r754;
irlr;IRL;R755;;;;irl.r755;
irlr;IRL;R756;;;;irl.r756;
irlr;IRL;R757;;;;irl.r757;
irlr;IRL;R758;;;;irl.r758;
irlr;IRL;R759;;;;irl.r759;
irlr;IRL;R760;;;;irl.r760;
irlr;IRL;R761;;;;irl.r761;
irlr;IRL;R762;;;;irl.r762;
irlr;IRL;R763;;;;irl.r763;
irlr;IRL;R764;;;;irl.r764;
irlr;IRL;R765;;;;irl.r765;
irlr;IRL;R766;;;;irl.r766;
irlr;IRL;R767;;;;irl.r767;
irlr;IRL;R768;;;;irl.r768;
irlr;IRL;R769;;;;irl.r769;
irlr;IRL;R770;;;;irl.r770;
irlr;IRL;R772;;;;irl.r772;
irlr;IRL;R773;;;;irl.r773;
irlr;IRL;R774;;;;irl.r774;
