system;region;route;banner;abbrev;city;root;altroutenames
nldn0;NLD;N2;;;Eindhoven;nld.n002;
nldn0;NLD;N2;;Maa;Maastrict;nld.n002maa;
nldn0;NLD;N3;;;;nld.n003;
nldn0;NLD;N7;;Sne;Sneek;nld.n007sne;
nldn0;NLD;N7;;;Groningen;nld.n007;
nldn0;NLD;N8;;;;nld.n008;
nldn0;NLD;N9;;;;nld.n009;
nldn0;NLD;N11;;;;nld.n011;
nldn0;NLD;N14;;;;nld.n014;
nldn0;NLD;N15;;;;nld.n015;
nldn0;NLD;N18;;;;nld.n018;
nldn0;NLD;N31;;Har;Harlingen;nld.n031har;
nldn0;NLD;N31;;;Leeuwarden;nld.n031;
nldn0;NLD;N32;;;;nld.n032;
nldn0;NLD;N33;;;;nld.n033;
nldn0;NLD;N34;;;;nld.n034;
nldn0;NLD;N35;;Ens;Enschede;nld.n035ens;
nldn0;NLD;N35;;;Raalte;nld.n035;
nldn0;NLD;N36;;;;nld.n036;
nldn0;NLD;N44;;;;nld.n044;
nldn0;NLD;N46;;;;nld.n046;
nldn0;NLD;N48;;;;nld.n048;
nldn0;NLD;N50;;;;nld.n050;
nldn0;NLD;N57;;;;nld.n057;
nldn0;NLD;N58;;;;nld.n058;
nldn0;NLD;N59;;;;nld.n059;
nldn0;NLD;N61;;;;nld.n061;
nldn0;NLD;N62;;;;nld.n062;
nldn0;NLD;N65;;;;nld.n065;
nldn0;NLD;N69;;;;nld.n069;
nldn0;NLD;N99;;;;nld.n099;
