System;Route;Banner;Name;Roots
bgrii;II11;;;bgr.ii011
bgrii;II12;;;bgr.ii012
bgrii;II13;;;bgr.ii013
bgrii;II14;;;bgr.ii014
bgrii;II15;;;bgr.ii015
bgrii;II16;;;bgr.ii016
bgrii;II17;;;bgr.ii017
bgrii;II18;;;bgr.ii018
bgrii;II19;;;bgr.ii019
bgrii;II21;;;bgr.ii021
bgrii;II23;;;bgr.ii023
bgrii;II27;;;bgr.ii027
bgrii;II29;;;bgr.ii029
bgrii;II34;;;bgr.ii034
bgrii;II35;;;bgr.ii035
bgrii;II37;;;bgr.ii037
bgrii;II44;;;bgr.ii044
bgrii;II48;;;bgr.ii048
bgrii;II49;;;bgr.ii049
bgrii;II51;;;bgr.ii051
bgrii;II52;;;bgr.ii052
bgrii;II53;;;bgr.ii053
bgrii;II54;;;bgr.ii054
bgrii;II55;;;bgr.ii055
bgrii;II56;;;bgr.ii056
bgrii;II57;;;bgr.ii057
bgrii;II58;;;bgr.ii058
bgrii;II59;;;bgr.ii059
bgrii;II62;;;bgr.ii062
bgrii;II63;;;bgr.ii063
bgrii;II64;;;bgr.ii064
bgrii;II66;;;bgr.ii066
bgrii;II71;;;bgr.ii071
bgrii;II73;;;bgr.ii073
bgrii;II74;;;bgr.ii074
bgrii;II76;;;bgr.ii076
bgrii;II79;;;bgr.ii079
bgrii;II80;;;bgr.ii080
bgrii;II81;;;bgr.ii081
bgrii;II82;;;bgr.ii082
bgrii;II84;;;bgr.ii084
bgrii;II86;;;bgr.ii086
bgrii;II97;;;bgr.ii097
bgrii;II99;;;bgr.ii099
