system;region;route;banner;abbrev;city;fileroot;AltRouteNames
usaky7;KY;KY3500;;;;ky.ky3500;
usaky7;KY;KY3501;;;;ky.ky3501;
usaky7;KY;KY3502;;;;ky.ky3502;
usaky7;KY;KY3503;;;;ky.ky3503;
usaky7;KY;KY3504;;;;ky.ky3504;
usaky7;KY;KY3518;;;;ky.ky3518;
usaky7;KY;KY3519;;;;ky.ky3519;
usaky7;KY;KY3520;;;;ky.ky3520;
usaky7;KY;KY3521;;;;ky.ky3521;
usaky7;KY;KY3523;;;;ky.ky3523;
usaky7;KY;KY3524;;;;ky.ky3524;
usaky7;KY;KY3525;;;;ky.ky3525;
usaky7;KY;KY3526;;;;ky.ky3526;
usaky7;KY;KY3527;;;;ky.ky3527;
usaky7;KY;KY3529;;;;ky.ky3529;
usaky7;KY;KY3539;;;;ky.ky3539;
usaky7;KY;KY3543;;;;ky.ky3543;
usaky7;KY;KY3545;;;;ky.ky3545;
usaky7;KY;KY3548;;;;ky.ky3548;
usaky7;KY;KY3549;;;;ky.ky3549;
usaky7;KY;KY3550;;;;ky.ky3550;
usaky7;KY;KY3571;;;;ky.ky3571;
usaky7;KY;KY3600;;;;ky.ky3600;
usaky7;KY;KY3606;;;;ky.ky3606;
usaky7;KY;KY3608;;;;ky.ky3608;
usaky7;KY;KY3611;;;;ky.ky3611;
usaky7;KY;KY3630;;;;ky.ky3630;
usaky7;KY;KY3677;;;;ky.ky3677;
usaky7;KY;KY3716;;;;ky.ky3716;
usaky7;KY;KY6011;;;;ky.ky6011;
usaky7;KY;KY6016;;;;ky.ky6016;
usaky7;KY;KY6017;;;;ky.ky6017;
usaky7;KY;KY6018;;;;ky.ky6018;
usaky7;KY;KY6022;;;;ky.ky6022;
usaky7;KY;KY6059;;;;ky.ky6059;
usaky7;KY;KY6060;;;;ky.ky6060;
usaky7;KY;KY6074;;;;ky.ky6074;
usaky7;KY;KY6117;;;;ky.ky6117;
usaky7;KY;KY6121;;;;ky.ky6121;
usaky7;KY;KY6122;;;;ky.ky6122;
usaky7;KY;KY6177;;;;ky.ky6177;
usaky7;KY;KY6183;;;;ky.ky6183;
