system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
frapacd83;FRA-PAC;DN7;-83;;;frapac.dn000783;
frapacd83;FRA-PAC;DN8;-83;;;frapac.dn000883;
frapacd83;FRA-PAC;D1;-83;;;frapac.d000183;
frapacd83;FRA-PAC;D2;-83;;;frapac.d000283;
frapacd83;FRA-PAC;D3;-83;;;frapac.d000383;
frapacd83;FRA-PAC;D4;-83;;;frapac.d000483;
frapacd83;FRA-PAC;D4A;-83;;;frapac.d0004a83;
frapacd83;FRA-PAC;D5;-83;;;frapac.d000583;
frapacd83;FRA-PAC;D6;-83;Pou;Pourrières;frapac.d000683pou;
frapacd83;FRA-PAC;D6;-83;;Vérignon;frapac.d000683;
frapacd83;FRA-PAC;D7;-83;;;frapac.d000783;
frapacd83;FRA-PAC;D8;-83;;;frapac.d000883;
frapacd83;FRA-PAC;D9;-83;;;frapac.d000983;
frapacd83;FRA-PAC;D10;-83;;;frapac.d001083;
frapacd83;FRA-PAC;D11;-83;;;frapac.d001183;
frapacd83;FRA-PAC;D12;-83;;;frapac.d001283;
frapacd83;FRA-PAC;D13;-83;;;frapac.d001383;
frapacd83;FRA-PAC;D13A;-83;;;frapac.d0013a83;
frapacd83;FRA-PAC;D14;-83;;;frapac.d001483;
frapacd83;FRA-PAC;D15;-83;;;frapac.d001583;
frapacd83;FRA-PAC;D16;-83;;;frapac.d001683;
frapacd83;FRA-PAC;D17;-83;;;frapac.d001783;
frapacd83;FRA-PAC;D18;-83;;;frapac.d001883;
frapacd83;FRA-PAC;D19;-83;Aig;Aiguines;frapac.d001983aig;
frapacd83;FRA-PAC;D19;-83;;Seillans;frapac.d001983;
frapacd83;FRA-PAC;D21;-83;;;frapac.d002183;
frapacd83;FRA-PAC;D22;-83;;;frapac.d002283;
frapacd83;FRA-PAC;D23;-83;;;frapac.d002383;
frapacd83;FRA-PAC;D24;-83;;;frapac.d002483;
frapacd83;FRA-PAC;D25;-83;;;frapac.d002583;
frapacd83;FRA-PAC;D26;-83;;Le Castellet;frapac.d002683;
frapacd83;FRA-PAC;D26;-83;Sey;La Seyne-sur-Mer;frapac.d002683sey;
frapacd83;FRA-PAC;D27;-83;;;frapac.d002783;
frapacd83;FRA-PAC;D28;-83;;;frapac.d002883;
frapacd83;FRA-PAC;D29;-83;;;frapac.d002983;
frapacd83;FRA-PAC;D30;-83;;;frapac.d003083;
frapacd83;FRA-PAC;D31;-83;;;frapac.d003183;
frapacd83;FRA-PAC;D32;-83;;;frapac.d003283;
frapacd83;FRA-PAC;D33;-83;;;frapac.d003383;
frapacd83;FRA-PAC;D34;-83;;;frapac.d003483;
frapacd83;FRA-PAC;D35;-83;Jul;Saint-Julien;frapac.d003583jul;
frapacd83;FRA-PAC;D35;-83;;Bras;frapac.d003583;
frapacd83;FRA-PAC;D36;-83;;;frapac.d003683;
frapacd83;FRA-PAC;D37;-83;Bar;Bargème;frapac.d003783bar;
