System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
gbna9;SCT;A9;;;;sct.a009;
gbna9;SCT;A90;;Edi;Edinburgh;sct.a090edi;
gbna9;SCT;A90;;;Aberdeen;sct.a090;
gbna9;SCT;A91;;;;sct.a091;
gbna9;SCT;A92;;;;sct.a092;
gbna9;SCT;A93;;;;sct.a093;
gbna9;SCT;A94;;;;sct.a094;
gbna9;SCT;A95;;;;sct.a095;
gbna9;SCT;A96;;;;sct.a096;
gbna9;SCT;A97;;;;sct.a097;
gbna9;SCT;A98;;;;sct.a098;
gbna9;SCT;A99;;;;sct.a099;
gbna9;SCT;A900;;;;sct.a900;
gbna9;SCT;A901;;;;sct.a901;
gbna9;SCT;A902;;;;sct.a902;
gbna9;SCT;A903;;;;sct.a903;
gbna9;SCT;A904;;;;sct.a904;
gbna9;SCT;A905;;;;sct.a905;
gbna9;SCT;A907;;;;sct.a907;
gbna9;SCT;A908;;;;sct.a908;
gbna9;SCT;A909;;;;sct.a909;
gbna9;SCT;A910;;;;sct.a910;
gbna9;SCT;A911;;;;sct.a911;
gbna9;SCT;A912;;;;sct.a912;
gbna9;SCT;A913;;;;sct.a913;
gbna9;SCT;A914;;;;sct.a914;
gbna9;SCT;A915;;;;sct.a915;
gbna9;SCT;A916;;;;sct.a916;
gbna9;SCT;A917;;;;sct.a917;
gbna9;SCT;A918;;;;sct.a918;
gbna9;SCT;A919;;;;sct.a919;
gbna9;SCT;A920;;;;sct.a920;
gbna9;SCT;A921;;;;sct.a921;
gbna9;SCT;A922;;;;sct.a922;
gbna9;SCT;A923;;;;sct.a923;
gbna9;SCT;A924;;;;sct.a924;
gbna9;SCT;A926;;;;sct.a926;
gbna9;SCT;A928;;;;sct.a928;
gbna9;SCT;A929;;;;sct.a929;
gbna9;SCT;A930;;;;sct.a930;
gbna9;SCT;A932;;;;sct.a932;
gbna9;SCT;A933;;;;sct.a933;
gbna9;SCT;A934;;;;sct.a934;
gbna9;SCT;A935;;;;sct.a935;
gbna9;SCT;A937;;;;sct.a937;
gbna9;SCT;A938;;;;sct.a938;
gbna9;SCT;A939;;;;sct.a939;
gbna9;SCT;A940;;;;sct.a940;
gbna9;SCT;A941;;;;sct.a941;
gbna9;SCT;A942;;;;sct.a942;
gbna9;SCT;A944;;;;sct.a944;
gbna9;SCT;A945;;;;sct.a945;
gbna9;SCT;A947;;;;sct.a947;
gbna9;SCT;A948;;;;sct.a948;
gbna9;SCT;A949;;;;sct.a949;
gbna9;SCT;A950;;;;sct.a950;
gbna9;SCT;A952;;;;sct.a952;
gbna9;SCT;A955;;;;sct.a955;
gbna9;SCT;A956;;;;sct.a956;
gbna9;SCT;A957;;;;sct.a957;
gbna9;SCT;A960;;;;sct.a960;
gbna9;SCT;A961;;;;sct.a961;
gbna9;SCT;A962;;;;sct.a962;
gbna9;SCT;A963;;;;sct.a963;
gbna9;SCT;A964;;;;sct.a964;
gbna9;SCT;A965;;;;sct.a965;
gbna9;SCT;A966;;;;sct.a966;
gbna9;SCT;A967;;;;sct.a967;
gbna9;SCT;A968;;;Firth;sct.a968;
gbna9;SCT;A968;;Mid;Mid Yell;sct.a968mid;
gbna9;SCT;A968;;Bal;Ballasound;sct.a968bal;
gbna9;SCT;A969;;;;sct.a969;
gbna9;SCT;A970;;;;sct.a970;
gbna9;SCT;A970;;Sca;Scalloway;sct.a970sca;
gbna9;SCT;A970;;Hil;Hillswick;sct.a970hil;
gbna9;SCT;A971;;;;sct.a971;
gbna9;SCT;A971;;Wal;Walls;sct.a971wal;
gbna9;SCT;A972;;;;sct.a972;
gbna9;SCT;A975;;;;sct.a975;
gbna9;SCT;A977;;;;sct.a977;
gbna9;SCT;A978;;;;sct.a978;
gbna9;SCT;A980;;;;sct.a980;
gbna9;SCT;A981;;;;sct.a981;
gbna9;SCT;A982;;;;sct.a982;
gbna9;SCT;A984;;;;sct.a984;
gbna9;SCT;A985;;;;sct.a985;
gbna9;SCT;A986;;;;sct.a986;
gbna9;SCT;A989;;;;sct.a989;
gbna9;SCT;A990;;;;sct.a990;
gbna9;SCT;A991;;;;sct.a991;
gbna9;SCT;A993;;;;sct.a993;
gbna9;SCT;A994;;;;sct.a994;
gbna9;SCT;A9011;;;;sct.a9011;
gbna9;SCT;A9012;;;;sct.a9012;
gbna9;SCT;A9013;;;;sct.a9013;
