System;Region;Route;Banner;Abbrev;City;Root;AltRouteName
brbabc;BRB;TomAdaHwy;;;Tom Adams Highway;brb.tomadahwy;
brbabc;BRB;ErrBarHwy;;;Errol Barrow Highway;brb.errbarhwy;
brbabc;BRB;GorCumHwy;;;Gordon Cummins Highway;brb.gorcumhwy;
