System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
irlr5;IRL;R500;;;;irl.r500;
irlr5;IRL;R501;;;;irl.r501;
irlr5;IRL;R502;;;;irl.r502;
irlr5;IRL;R503;;;;irl.r503;
irlr5;IRL;R504;;;;irl.r504;
irlr5;IRL;R505;;;;irl.r505;
irlr5;IRL;R506;;;;irl.r506;
irlr5;IRL;R507;;;;irl.r507;
irlr5;IRL;R509;;;;irl.r509;
irlr5;IRL;R510;;;;irl.r510;
irlr5;IRL;R511;;;;irl.r511;
irlr5;IRL;R512;;;;irl.r512;
irlr5;IRL;R513;;;;irl.r513;
irlr5;IRL;R514;;;;irl.r514;
irlr5;IRL;R515;;;;irl.r515;
irlr5;IRL;R516;;;;irl.r516;
irlr5;IRL;R517;;;;irl.r517;
irlr5;IRL;R518;;;;irl.r518;
irlr5;IRL;R519;;;;irl.r519;
irlr5;IRL;R520;;;;irl.r520;
irlr5;IRL;R521;;;;irl.r521;
irlr5;IRL;R522;;;;irl.r522;
irlr5;IRL;R523;;;;irl.r523;
irlr5;IRL;R524;;;;irl.r524;
irlr5;IRL;R525;;;;irl.r525;
irlr5;IRL;R526;;;;irl.r526;
irlr5;IRL;R527;;;;irl.r527;
irlr5;IRL;R548;;;;irl.r548;
irlr5;IRL;R549;;;;irl.r549;
irlr5;IRL;R550;;;;irl.r550;
irlr5;IRL;R551;;;;irl.r551;
irlr5;IRL;R552;;;;irl.r552;
irlr5;IRL;R553;;;;irl.r553;
irlr5;IRL;R554;;;;irl.r554;
irlr5;IRL;R555;;;;irl.r555;
irlr5;IRL;R556;;;;irl.r556;
irlr5;IRL;R557;;;;irl.r557;
irlr5;IRL;R558;;;;irl.r558;
irlr5;IRL;R559;;;;irl.r559;
irlr5;IRL;R560;;;;irl.r560;
irlr5;IRL;R561;;;;irl.r561;
irlr5;IRL;R563;;;;irl.r563;
irlr5;IRL;R564;;;;irl.r564;
irlr5;IRL;R565;;;;irl.r565;
irlr5;IRL;R566;;;;irl.r566;
irlr5;IRL;R567;;;;irl.r567;
irlr5;IRL;R568;;;;irl.r568;
irlr5;IRL;R569;;;;irl.r569;
irlr5;IRL;R570;;;;irl.r570;
irlr5;IRL;R571;;;;irl.r571;
irlr5;IRL;R572;;;;irl.r572;
irlr5;IRL;R573;;;;irl.r573;
irlr5;IRL;R574;;;;irl.r574;
irlr5;IRL;R575;;;;irl.r575;
irlr5;IRL;R576;;;;irl.r576;
irlr5;IRL;R577;;;;irl.r577;
irlr5;IRL;R578;;;;irl.r578;
irlr5;IRL;R579;;;;irl.r579;
irlr5;IRL;R580;;;;irl.r580;
irlr5;IRL;R581;;;;irl.r581;
irlr5;IRL;R582;;;;irl.r582;
irlr5;IRL;R583;;;;irl.r583;
irlr5;IRL;R584;;;;irl.r584;
irlr5;IRL;R585;;;;irl.r585;
irlr5;IRL;R586;;;;irl.r586;
irlr5;IRL;R587;;;;irl.r587;
irlr5;IRL;R588;;;;irl.r588;
irlr5;IRL;R589;;;;irl.r589;
irlr5;IRL;R590;;;;irl.r590;
irlr5;IRL;R591;;;;irl.r591;
irlr5;IRL;R592;;;;irl.r592;
irlr5;IRL;R593;;;;irl.r593;
irlr5;IRL;R594;;;;irl.r594;
irlr5;IRL;R595;;;;irl.r595;
irlr5;IRL;R596;;;;irl.r596;
irlr5;IRL;R597;;;;irl.r597;
irlr5;IRL;R598;;;;irl.r598;
irlr5;IRL;R599;;;;irl.r599;
