system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
norntv;NOR;AndTv;;;Andøya Nasjonal Turistvei;nor.andtv;
norntv;NOR;AtlTv;;;Atlanterhavsvegen Nasjonal Turistvei;nor.atltv;
norntv;NOR;AurTv;;;Aurlandsfjellet Nasjonal Turistvei;nor.aurtv;
norntv;NOR;GSTv;;;Gamle Strynefjellsveien Nasjonal Turistvei;nor.gstv;
norntv;NOR;GauTv;;;Gaularfjellet Nasjonal Turistvei;nor.gautv;
norntv;NOR;GauTv;;Mos;Gaularfjellet Nasjonal Turistvei (Moskog);nor.gautvmos;
norntv;NOR;GTTv;;;Geiranger-Trollstigen Nasjonal Turistvei (Geiranger);nor.gttv;
norntv;NOR;GTTv;;Tro;Geiranger-Trollstigen Nasjonal Turistvei (Trollstigen);nor.gttvtro;
norntv;NOR;HarTv;;;Hardanger Nasjonal Turistvei (Norheimsund);nor.hartv;
norntv;NOR;HarTv;;Jon;Hardanger Nasjonal Turistvei (Jondal);nor.hartvjon;
norntv;NOR;HarTv;;Odd;Hardanger Nasjonal Turistvei (Odda);nor.hartvodd;
norntv;NOR;HarvTv;;;Hardangervidda Nasjonal Turistvei;nor.harvtv;
norntv;NOR;HavTv;;;Havøysund Nasjonal Turistvei;nor.havtv;
norntv;NOR;HelTv;;Hol;Helgelandskysten Nasjonal Turistvei (Holm);nor.heltvhol;
norntv;NOR;HelTv;;Ber;Helgelandskysten Nasjonal Turistvei (Berg);nor.heltvber;
norntv;NOR;HelTv;;Bro;Helgelandskysten Nasjonal Turistvei (Brønnøysund);nor.heltvbro;
norntv;NOR;HelTv;;For;Helgelandskysten Nasjonal Turistvei (Forvik);nor.heltvfor;
norntv;NOR;HelTv;;San;Helgelandskysten Nasjonal Turistvei (Sandnessjøen);nor.heltvsan;
norntv;NOR;HelTv;;Nes;Helgelandskysten Nasjonal Turistvei (Nesna);nor.heltvnes;
norntv;NOR;HelTv;;Ags;Helgelandskysten Nasjonal Turistvei (Ågskaret);nor.heltvags;
norntv;NOR;HelTv;;;Helgelandskysten Nasjonal Turistvei (Glomfjord);nor.heltv;
norntv;NOR;JaeTv;;;Jæren Nasjonal Turistvei;nor.jaetv;
norntv;NOR;LofTv;;;Lofoten Nasjonal Turistvei;nor.loftv;
norntv;NOR;LofTv;;Egg;Lofoten Nasjonal Turistvei (Eggum);nor.loftvegg;
norntv;NOR;LofTv;;Hen;Lofoten Nasjonal Turistvei (Henningsvær);nor.loftvhen;
norntv;NOR;LofTv;;Nus;Lofoten Nasjonal Turistvei (Nusfjord);nor.loftvnus;
norntv;NOR;LofTv;;Uns;Lofoten Nasjonal Turistvei (Unstad);nor.loftvuns;
norntv;NOR;LofTv;;Utt;Lofoten Nasjonal Turistvei (Uttakleiv);nor.loftvutt;
norntv;NOR;LofTv;;Vik;Lofoten Nasjonal Turistvei (Vik);nor.loftvvik;
norntv;NOR;LofTv;;Vit;Lofoten Nasjonal Turistvei (Vikten);nor.loftvvit;
norntv;NOR;RonTv;;;Rondane Nasjonal Turistvei;nor.rontv;
norntv;NOR;RonTv;;Mue;Rondane Nasjonal Turistvei (Muen);nor.rontvmue;
norntv;NOR;RyfTv;;Jor;Ryfylke Nasjonal Turistvei (Jørpeland);nor.ryftvjor;
norntv;NOR;RyfTv;;;Ryfylke Nasjonal Turistvei (Hara);nor.ryftv;
norntv;NOR;RyfTv;;San;Ryfylke Nasjonal Turistvei (Sand);nor.ryftvsan;
norntv;NOR;SenTv;;;Senja Nasjonal Turistvei;nor.sentv;
norntv;NOR;SenTv;;Hus;Senja Nasjonal Turistvei (Husøy);nor.sentvhus;
norntv;NOR;SenTv;;Mef;Senja Nasjonal Turistvei (Mefjordver);nor.sentvmef;
norntv;NOR;SogTv;;;Sognefjellet Nasjonal Turistvei;nor.sogtv;
norntv;NOR;ValTv;;;Valdresflye Nasjonal Turistvei;nor.valtv;
norntv;NOR;VarTv;;;Varanger Nasjonal Turistvei;nor.vartv;
