system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espas;ESP-AS;AS11;;;;espas.as011;
espas;ESP-AS;AS12;;;;espas.as012;
espas;ESP-AS;AS13;;;;espas.as013;
espas;ESP-AS;AS14;;;;espas.as014;
espas;ESP-AS;AS15;;;;espas.as015;
espas;ESP-AS;AS16;;;;espas.as016;
espas;ESP-AS;AS17;;;;espas.as017;
espas;ESP-AS;AS19;;;;espas.as019;
espas;ESP-AS;AS110;;;;espas.as110;
espas;ESP-AS;AS111;;;;espas.as111;
espas;ESP-AS;AS112;;;;espas.as112;
espas;ESP-AS;AS114;;;;espas.as114;
espas;ESP-AS;AS115;;;;espas.as115;
espas;ESP-AS;AS116;;;;espas.as116;
espas;ESP-AS;AS117;;;;espas.as117;
espas;ESP-AS;AS118;;;;espas.as118;
espas;ESP-AS;AS119;;;;espas.as119;
