System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
bgrii;BGR;II11;;;;bgr.ii011;
bgrii;BGR;II12;;;;bgr.ii012;
bgrii;BGR;II13;;;;bgr.ii013;
bgrii;BGR;II14;;;;bgr.ii014;
bgrii;BGR;II15;;;;bgr.ii015;
bgrii;BGR;II16;;;;bgr.ii016;
bgrii;BGR;II17;;;;bgr.ii017;
bgrii;BGR;II18;;;;bgr.ii018;
bgrii;BGR;II19;;;;bgr.ii019;
bgrii;BGR;II21;;;;bgr.ii021;
bgrii;BGR;II23;;;;bgr.ii023;
bgrii;BGR;II27;;;;bgr.ii027;
bgrii;BGR;II29;;;;bgr.ii029;
bgrii;BGR;II34;;;;bgr.ii034;
bgrii;BGR;II35;;;;bgr.ii035;
bgrii;BGR;II37;;;;bgr.ii037;
bgrii;BGR;II44;;;;bgr.ii044;
bgrii;BGR;II48;;;;bgr.ii048;
bgrii;BGR;II49;;;;bgr.ii049;
bgrii;BGR;II51;;;;bgr.ii051;
bgrii;BGR;II52;;;;bgr.ii052;
bgrii;BGR;II53;;;;bgr.ii053;
bgrii;BGR;II54;;;;bgr.ii054;
bgrii;BGR;II55;;;;bgr.ii055;
bgrii;BGR;II56;;;;bgr.ii056;
bgrii;BGR;II57;;;;bgr.ii057;
bgrii;BGR;II58;;;;bgr.ii058;
bgrii;BGR;II59;;;;bgr.ii059;
bgrii;BGR;II62;;;;bgr.ii062;
bgrii;BGR;II63;;;;bgr.ii063;
bgrii;BGR;II64;;;;bgr.ii064;
bgrii;BGR;II66;;;;bgr.ii066;
bgrii;BGR;II71;;;;bgr.ii071;
bgrii;BGR;II73;;;;bgr.ii073;
bgrii;BGR;II74;;;;bgr.ii074;
bgrii;BGR;II76;;;;bgr.ii076;
bgrii;BGR;II79;;;;bgr.ii079;
bgrii;BGR;II80;;;;bgr.ii080;
bgrii;BGR;II81;;;;bgr.ii081;
bgrii;BGR;II82;;;;bgr.ii082;
bgrii;BGR;II84;;;;bgr.ii084;
bgrii;BGR;II86;;;;bgr.ii086;
bgrii;BGR;II97;;;;bgr.ii097;
bgrii;BGR;II99;;;;bgr.ii099;
