system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
chegts;CHE;GTS;;Kus;Grand Tour of Switzerland (Küssnacht);che.gtskus;
chegts;CHE;GTS;;Zur;Grand Tour of Switzerland (Zürich);che.gtszur;
chegts;LIE;GTS;;;Grand Tour of Switzerland;lie.gts;
chegts;CHE;GTS;;;Grand Tour of Switzerland (Main);che.gts;
chegts;CHE;GTS;;Del;Grand Tour of Switzerland (Delémont);che.gtsdel;
chegts;FRA-GES;GTS;;;Grand Tour of Switzerland;frages.gts;
chegts;CHE;GTS;;Bas;Grand Tour of Switzerland (Basel);che.gtsbas;
chegts;CHE;GTS;;Joh;Grand Tour of Switzerland (St. Johann);che.gtsjoh;
chegts;CHE;GTS;;Gen;Grand Tour of Switzerland (Genève);che.gtsgen;
chegts;CHE;GTS;;Lug;Grand Tour of Switzerland (Lugano);che.gtslug;
chegts;CHE;GTS;;Zer;Grand Tour of Switzerland (Zermatt);che.gtszer;
