system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
fragesm6ae;FRA-GES;M31;-6AE;;;frages.m00316ae;
fragesm6ae;FRA-GES;M35;-6AE;;;frages.m00356ae;
fragesm6ae;FRA-GES;M37;-6AE;;;frages.m00376ae;
fragesm6ae;FRA-GES;M41;-6AE;;;frages.m00416ae;
fragesm6ae;FRA-GES;M45;-6AE;;;frages.m00456ae;
fragesm6ae;FRA-GES;M61;-6AE;;;frages.m00616ae;
fragesm6ae;FRA-GES;M63;-6AE;;;frages.m00636ae;
fragesm6ae;FRA-GES;M64;-6AE;;;frages.m00646ae;
fragesm6ae;FRA-GES;M83;-6AE;;;frages.m00836ae;N83Str
fragesm6ae;FRA-GES;M84;-6AE;;;frages.m00846ae;
fragesm6ae;FRA-GES;M93;-6AE;;;frages.m00936ae;
fragesm6ae;FRA-GES;M111;-6AE;;;frages.m01116ae;
fragesm6ae;FRA-GES;M118;-6AE;;;frages.m01186ae;
fragesm6ae;FRA-GES;M120;-6AE;;;frages.m01206ae;
fragesm6ae;FRA-GES;M161;-6AE;;;frages.m01616ae;
fragesm6ae;FRA-GES;M165;-6AE;;;frages.m01656ae;
fragesm6ae;FRA-GES;M174;-6AE;;;frages.m01746ae;
fragesm6ae;FRA-GES;M184;-6AE;;;frages.m01846ae;
fragesm6ae;FRA-GES;M185;-6AE;;;frages.m01856ae;
fragesm6ae;FRA-GES;M194;-6AE;;;frages.m01946ae;
fragesm6ae;FRA-GES;M215;-6AE;;;frages.m02156ae;
fragesm6ae;FRA-GES;M221;-6AE;;;frages.m02216ae;
fragesm6ae;FRA-GES;M222;-6AE;;;frages.m02226ae;
fragesm6ae;FRA-GES;M223;-6AE;;;frages.m02236ae;
fragesm6ae;FRA-GES;M225;-6AE;;;frages.m02256ae;
fragesm6ae;FRA-GES;M226;-6AE;;;frages.m02266ae;
fragesm6ae;FRA-GES;M263;-6AE;;;frages.m02636ae;
fragesm6ae;FRA-GES;M284;-6AE;;;frages.m02846ae;
fragesm6ae;FRA-GES;M301;-6AE;;;frages.m03016ae;
fragesm6ae;FRA-GES;M302;-6AE;;;frages.m03026ae;
fragesm6ae;FRA-GES;M345;-6AE;;;frages.m03456ae;
fragesm6ae;FRA-GES;M351;-6AE;;;frages.m03516ae;
fragesm6ae;FRA-GES;M353;-6AE;;;frages.m03536ae;N353
fragesm6ae;FRA-GES;M384;-6AE;;;frages.m03846ae;
fragesm6ae;FRA-GES;M392;-6AE;;;frages.m03926ae;
fragesm6ae;FRA-GES;M400;-6AE;;;frages.m04006ae;
fragesm6ae;FRA-GES;M445;-6AE;;;frages.m04456ae;
fragesm6ae;FRA-GES;M451;-6AE;;;frages.m04516ae;
fragesm6ae;FRA-GES;M468;-6AE;Hon;Hœnheim;frages.m04686aehon;
fragesm6ae;FRA-GES;M468;-6AE;;Eschau;frages.m04686ae;
fragesm6ae;FRA-GES;M484;-6AE;;;frages.m04846ae;
fragesm6ae;FRA-GES;M545;-6AE;;;frages.m05456ae;
fragesm6ae;FRA-GES;M563;-6AE;;;frages.m05636ae;
fragesm6ae;FRA-GES;M622;-6AE;;;frages.m06226ae;
fragesm6ae;FRA-GES;M663;-6AE;;;frages.m06636ae;
fragesm6ae;FRA-GES;M718;-6AE;;;frages.m07186ae;
fragesm6ae;FRA-GES;M745;-6AE;;;frages.m07456ae;
fragesm6ae;FRA-GES;M863;-6AE;;;frages.m08636ae;
fragesm6ae;FRA-GES;M884;-6AE;;;frages.m08846ae;
fragesm6ae;FRA-GES;M885;-6AE;;;frages.m08856ae;
fragesm6ae;FRA-GES;M963;-6AE;;;frages.m09636ae;
fragesm6ae;FRA-GES;M2350;-6AE;;;frages.m23506ae;
