systemName;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
jpnhhk;JPN;N5;;;;jpn.n005;
jpnhhk;JPN;N5;Byp;Hak;Hakodate New Road (E5Nan);jpn.n005byphak;
jpnhhk;JPN;N5;Byp;Kur;Kuromatsunai New Road (E5AKur);jpn.n005bypkur;
jpnhhk;JPN;N12;;;;jpn.n012;
jpnhhk;JPN;N12;Byp;Asa;Asahikawa Bypass;jpn.n012bypasa;
jpnhhk;JPN;N12;Byp;Tak;Takikawa Bypass;jpn.n012byptak;
jpnhhk;JPN;N40;;;;jpn.n040;
jpnhhk;JPN;N40;Byp;Nay;Nayoro-Bifuka Road (E5Nay);jpn.n040bypnay;
jpnhhk;JPN;N40;Byp;Toy;Toyotomi Bypass (E5Toy);jpn.n040byptoy;
jpnhhk;JPN;N279;;;Hakodate;jpn.n279;
jpnhhk;JPN;N338;;;Hakodate;jpn.n338;
