System;Region;Route;Banner;Abbrev;City;Root;AltRouteName
mora;MOR;A1;;;;mor.a001
mora;MOR;A2;;;;mor.a002
mora;MOR;A3;;;;mor.a003
mora;MOR;A4;;;;mor.a004
mora;MOR;A5;;;;mor.a005
mora;MOR;A6;;;;mor.a006
mora;MOR;A7;;;;mor.a007
mora;MOR;A8;;;;mor.a008
