systemName;region;route;banner;abbrev;city;root;altRouteNames;
ausn;AUS-WA;N1;;;;auswa.n001;
ausn;AUS-NT;N1;;;;ausnt.n001;
ausn;AUS-QLD;N1;;;;ausqld.n001;
ausn;AUS-TAS;N1;;;;austas.n001;
ausn;AUS-TAS;N1;;Lau;Lauriceston;austas.n001lau;
ausn;AUS-QLD;N13;;;;ausqld.n013;
ausn;AUS-QLD;N42;;;;ausqld.n042;
ausn;AUS-QLD;N46;;;;ausqld.n046;
ausn;AUS-NT;N66;;;;ausnt.n066;
ausn;AUS-NT;N80;;;;ausnt.n080;
ausn;AUS-QLD;N83;;;;ausqld.n083;
ausn;AUS-NT;N87;;;;ausnt.n087;
ausn;AUS-WA;N94;;;;auswa.n094;
ausn;AUS-WA;N95;;;;auswa.n095;
ausn;AUS-WA;N96;;;;auswa.n096;
ausn;AUS-NT;N96;;;;ausnt.n096;
