systemName;region;route;banner;abbrev;city;root;altRouteNames;
ausqld;AUS-QLD;QLD2;;;;ausqld.qld002;
ausqld;AUS-NSW;QLD2;;;;ausnsw.qld002;
ausqld;AUS-QLD;QLD3;;;Bundaberg;ausqld.qld003;
ausqld;AUS-QLD;QLD3;;Gol;Gold Coast;ausqld.qld003gol;
ausqld;AUS-QLD;QLD4;;;;ausqld.qld004;
ausqld;AUS-QLD;QLD6;;;;ausqld.qld006;
ausqld;AUS-QLD;QLD7;;;;ausqld.qld007;
ausqld;AUS-QLD;QLD7;;Gol;Gold Coast;ausqld.qld007gol;
ausqld;AUS-QLD;QLD8;;;;ausqld.qld008;
ausqld;AUS-QLD;QLD9;;;;ausqld.qld009;
ausqld;AUS-QLD;QLD10;;Bli;Bli Bli;ausqld.qld010bli;
ausqld;AUS-QLD;QLD10;;;Brisbane;ausqld.qld010;
ausqld;AUS-QLD;QLD10;;Gol;Gold Coast;ausqld.qld010gol;
ausqld;AUS-QLD;QLD11;;;Elphinstone;ausqld.qld011;
ausqld;AUS-QLD;QLD11;;Coo;Coolum Beach;ausqld.qld011coo;
ausqld;AUS-QLD;QLD11;;Bri;Brisbane;ausqld.qld011bri;
ausqld;AUS-QLD;QLD12;;;Diamentina;ausqld.qld012;
ausqld;AUS-QLD;QLD12;;MPe;Mount Perry;ausqld.qld012mpe;
ausqld;AUS-QLD;QLD12;;Eum;Eumundi;ausqld.qld012eum;
ausqld;AUS-QLD;QLD13;;;;ausqld.qld013;
ausqld;AUS-QLD;QLD14;;;Windorah;ausqld.qld014;
ausqld;AUS-QLD;QLD14;;Tow;Townsville;ausqld.qld014tow;
ausqld;AUS-QLD;QLD15;;;Gympie;ausqld.qld015;
ausqld;AUS-QLD;QLD15;;Bri;Brisbane;ausqld.qld015bri;
ausqld;AUS-QLD;QLD16;;;;ausqld.qld016;
ausqld;AUS-QLD;QLD17;;;;ausqld.qld017;
ausqld;AUS-QLD;QLD19;;;;ausqld.qld019;
ausqld;AUS-QLD;QLD20;;;Sherwood;ausqld.qld020;
ausqld;AUS-QLD;QLD20;;Woo;Wooloowin;ausqld.qld020woo;
ausqld;AUS-QLD;QLD20;;Car;Carindale;ausqld.qld020car;
ausqld;AUS-QLD;QLD20;;Gol;Gold Coast;ausqld.qld020gol;
ausqld;AUS-QLD;QLD21;;;;ausqld.qld021;
ausqld;AUS-QLD;QLD22;;;Ferny Grove;ausqld.qld022;
ausqld;AUS-QLD;QLD22;;Car;Carindale;ausqld.qld022car;
ausqld;AUS-QLD;QLD23;;;;ausqld.qld023;
ausqld;AUS-QLD;QLD24;;Mil;Millaa Millaa;ausqld.qld024mil;
ausqld;AUS-QLD;QLD24;;;Brisbane;ausqld.qld024;
ausqld;AUS-QLD;QLD24;;Gol;Gold Coast;ausqld.qld024gol;
ausqld;AUS-QLD;QLD25;;;Malanda;ausqld.qld025;
ausqld;AUS-QLD;QLD25;;Bri;Brisbane;ausqld.qld025bri;
ausqld;AUS-QLD;QLD26;;;;ausqld.qld026;
ausqld;AUS-QLD;QLD27;;;Chillagoe;ausqld.qld027;
ausqld;AUS-QLD;QLD27;;Bri;Brisbane;ausqld.qld027bri;
ausqld;AUS-QLD;QLD28;;;;ausqld.qld028;
ausqld;AUS-QLD;QLD29;;;Isisford;ausqld.qld029;
ausqld;AUS-QLD;QLD29;;Eve;Everton Park;ausqld.qld029eve;
ausqld;AUS-QLD;QLD30;;;;ausqld.qld030;
ausqld;AUS-QLD;QLD31;;;;ausqld.qld031;
ausqld;AUS-QLD;QLD32;;;;ausqld.qld032;
ausqld;AUS-QLD;QLD33;;;;ausqld.qld033;
ausqld;AUS-QLD;QLD34;;;;ausqld.qld034;
ausqld;AUS-QLD;QLD35;;;;ausqld.qld035;
ausqld;AUS-QLD;QLD36;;;;ausqld.qld036;
ausqld;AUS-QLD;QLD37;;;;ausqld.qld037;
ausqld;AUS-QLD;QLD38;;;;ausqld.qld038;
ausqld;AUS-QLD;QLD39;;;;ausqld.qld039;
ausqld;AUS-QLD;QLD40;;;Cooktown;ausqld.qld040;
ausqld;AUS-QLD;QLD40;;Bri;Brisbane;ausqld.qld040bri;
ausqld;AUS-QLD;QLD40;;Gol;Gold Coast;ausqld.qld040gol;
ausqld;AUS-QLD;QLD41;;;;ausqld.qld041;
ausqld;AUS-QLD;QLD41;;Bri;Brisbane;ausqld.qld041bri;
ausqld;AUS-QLD;QLD42;;;;ausqld.qld042;
ausqld;AUS-QLD;QLD43;;;;ausqld.qld043;
ausqld;AUS-QLD;QLD44;;;Craiglie;ausqld.qld044;
ausqld;AUS-QLD;QLD44;;Cap;Capalaba;ausqld.qld044cap;
ausqld;AUS-QLD;QLD45;;;;ausqld.qld045;
ausqld;AUS-QLD;QLD46;;;;ausqld.qld046;
ausqld;AUS-QLD;QLD47;;;;ausqld.qld047;
ausqld;AUS-QLD;QLD48;;;;ausqld.qld048;
ausqld;AUS-QLD;QLD49;;;;ausqld.qld049;
