systemName;region;route;banner;abbrev;city;root;altRouteNames;
ausqld;AUS-QLD;QLD50;;;Logan City;ausqld.qld050;
ausqld;AUS-QLD;QLD50;;Mer;Merrimac;ausqld.qld050mer;
ausqld;AUS-QLD;QLD51;;;;ausqld.qld051;
ausqld;AUS-QLD;QLD52;;;Yungaburra;ausqld.qld052;
ausqld;AUS-QLD;QLD52;;Big;Biggenden;ausqld.qld052big;
ausqld;AUS-QLD;QLD54;;;;ausqld.qld054;
ausqld;AUS-QLD;QLD55;;;;ausqld.qld055;
ausqld;AUS-QLD;QLD56;;;;ausqld.qld056;
ausqld;AUS-QLD;QLD57;;;Hervey Bay;ausqld.qld057;
ausqld;AUS-QLD;QLD57;;Bri;Brisbane;ausqld.qld057bri;
ausqld;AUS-QLD;QLD58;;Gla;Gladstone;ausqld.qld058gla;
ausqld;AUS-QLD;QLD58;;;Brisbane;ausqld.qld058;
ausqld;AUS-QLD;QLD60;;;Gladstone;ausqld.qld060;
ausqld;AUS-QLD;QLD60;;Cab;Caboolture;ausqld.qld060cab;
ausqld;AUS-QLD;QLD61;;;;ausqld.qld061;
ausqld;AUS-QLD;QLD62;;;Hughenden;ausqld.qld062;
ausqld;AUS-QLD;QLD62;;Ips;Ipswich;ausqld.qld062ips;
ausqld;AUS-QLD;QLD63;;;;ausqld.qld063;
ausqld;AUS-QLD;QLD64;;;;ausqld.qld064;
ausqld;AUS-QLD;QLD67;;;;ausqld.qld067;
ausqld;AUS-QLD;QLD68;;;;ausqld.qld068;
ausqld;AUS-QLD;QLD69;;;;ausqld.qld069;
ausqld;AUS-QLD;QLD70;;;;ausqld.qld070;
ausqld;AUS-QLD;QLD70;;Mar;Maroochydore;ausqld.qld070mar;
ausqld;AUS-QLD;QLD71;;;;ausqld.qld071;
ausqld;AUS-QLD;QLD72;;;;ausqld.qld072;
ausqld;AUS-QLD;QLD74;;;;ausqld.qld074;
ausqld;AUS-QLD;QLD75;;;;ausqld.qld075;
ausqld;AUS-QLD;QLD77;;;Collinsville;ausqld.qld077;
ausqld;AUS-QLD;QLD77;;Bri;Brisbane;ausqld.qld077bri;
ausqld;AUS-QLD;QLD80;;;Gatton;ausqld.qld080;
ausqld;AUS-QLD;QLD80;;Bur;Burley Heads;ausqld.qld080bur;
ausqld;AUS-QLD;QLD81;;;;ausqld.qld081;
ausqld;AUS-QLD;QLD82;;;;ausqld.qld082;
ausqld;AUS-QLD;QLD84;;;;ausqld.qld084;
ausqld;AUS-QLD;QLD85;;Goo;Goondiwindi;ausqld.qld085goo;
ausqld;AUS-QLD;QLD85;;;Caboolture;ausqld.qld085;
ausqld;AUS-QLD;QLD86;;;;ausqld.qld086;
ausqld;AUS-QLD;QLD87;;;;ausqld.qld087;
ausqld;AUS-QLD;QLD88;;;;ausqld.qld088;
ausqld;AUS-QLD;QLD89;;;;ausqld.qld089;
ausqld;AUS-QLD;QLD89;Alt;Lak;Lake Coolmunda;ausqld.qld089altlak;
ausqld;AUS-QLD;QLD90;;;;ausqld.qld090;
ausqld;AUS-QLD;QLD91;;;;ausqld.qld091;
ausqld;AUS-QLD;QLD92;;;;ausqld.qld092;
ausqld;AUS-QLD;QLD93;;Tow;Townsville;ausqld.qld093tow;
ausqld;AUS-QLD;QLD93;;;Ipswich;ausqld.qld093;
ausqld;AUS-QLD;QLD94;;;;ausqld.qld094;
ausqld;AUS-QLD;QLD95;;;;ausqld.qld095;
ausqld;AUS-QLD;QLD96;;;;ausqld.qld096;
ausqld;AUS-QLD;QLD97;;;;ausqld.qld097;
ausqld;AUS-QLD;QLD98;;;Currumbin;ausqld.qld098;
ausqld;AUS-NSW;QLD98;;Sch;Schusters Lookout;ausnsw.qld098sch;
ausqld;AUS-QLD;QLD98;;Sch;Schusters Lookout;ausqld.qld098sch;
ausqld;AUS-NSW;QLD98;;;Rainforest Glen;ausnsw.qld098;
ausqld;AUS-QLD;QLD98;;Tom;Tomewin;ausqld.qld098tom;
ausqld;AUS-QLD;QLD99;;;;ausqld.qld099;
