system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
fraa2;FRA;A1;;;;fra.a001;
fraa2;FRA;A2;;;;fra.a002;
fraa2;FRA;A3;;;;fra.a003;
fraa2;FRA;A4;;;;fra.a004;
fraa2;FRA;A6;;;;fra.a006;
fraa2;FRA;A7;;;;fra.a007;
fraa2;FRA;A8;;;;fra.a008;
fraa2;FRA;A10;;;;fra.a010;
fraa2;FRA;A11;;;;fra.a011;
fraa2;FRA;A13;;;;fra.a013;
fraa2;FRA;A14;;;;fra.a014;
fraa2;FRA;A15;;;;fra.a015;
fraa2;FRA;A16;;Den;Saint-Denis;fra.a016den;
fraa2;FRA;A16;;;Amiens;fra.a016;
fraa2;FRA;A20;;;;fra.a020;
fraa2;FRA;A22;;Vil;Villenueve-d'Ascq;fra.a022vil;
fraa2;FRA;A22;;;Tourcoing;fra.a022;
fraa2;FRA;A27;;;;fra.a027;
fraa2;FRA;A29;;;;fra.a029;
fraa2;FRA;A30;;;;fra.a030;
fraa2;FRA;A31;;;;fra.a031;
fraa2;FRA;A33;;;;fra.a033;
fraa2;FRA;A34;;;Sedan;fra.a034;
fraa2;FRA;A34;;Rei;Reims;fra.a034rei;
fraa2;FRA;A34;;Cor;Cormontreuil;fra.a034cor;
fraa2;FRA;A35;;;Strasbourg;fra.a035;
fraa2;FRA;A35;;Col;Colmar;fra.a035col;
fraa2;FRA;A36;;;;fra.a036;
fraa2;FRA;A39;;;;fra.a039;
fraa2;FRA;A40;;;;fra.a040;
fraa2;FRA;A46;;;Rillieux-la-Pape;fra.a046;
fraa2;FRA;A46;;StP;St-Priest;fra.a046stp;
fraa2;FRA;A47;;;;fra.a047;
fraa2;FRA;A48;;;;fra.a048;
fraa2;FRA;A50;;;;fra.a050;
fraa2;FRA;A51;;Bou;Bouc-Bel-Air;fra.a051bou;
fraa2;FRA;A51;;;Manosque;fra.a051;
fraa2;FRA;A51;;;Grenoble;fra.a051gre;
fraa2;FRA;A52;;;;fra.a052;
fraa2;FRA;A55;;;;fra.a055;
fraa2;FRA;A61;;;;fra.a061;
fraa2;FRA;A62;;;;fra.a062;
fraa2;FRA;A66;;;;fra.a066;
fraa2;FRA;A68;;;;fra.a068;
fraa2;FRA;A71;;;;fra.a071;
fraa2;FRA;A75;;;;fra.a075;
fraa2;FRA;A77;;;;fra.a077;
fraa2;FRA;A85;;;;fra.a085;
fraa2;FRA;A89;;;;fra.a089;
fraa2;FRA;A104;;;;fra.a104;
fraa2;FRA;A304;;;;fra.a304;
fraa2;FRA;A330;;;;fra.a330;
fraa2;FRA;A344;;;;fra.a344;
fraa2;FRA;A352;;;;fra.a352;
fraa2;FRA;A432;;;;fra.a432;
fraa2;FRA;A480;;;;fra.a480;
fraa2;FRA;A500;;;;fra.a500;
fraa2;FRA;A501;;;;fra.a501;
fraa2;FRA;A570;;;;fra.a570;
fraa2;FRA;A620;;;;fra.a620;
