system;region;route;banner;abbrev;city;root;AltRouteNames
beln3;BEL;N300;;;;bel.n300;
beln3;BEL;N301;;;;bel.n301;
beln3;BEL;N302;;;;bel.n302;
beln3;BEL;N303;;;;bel.n303;
beln3;BEL;N304;;;;bel.n304;
beln3;BEL;N305;;;;bel.n305;
beln3;BEL;N306;;;;bel.n306;
beln3;BEL;N307;;;;bel.n307;
beln3;BEL;N308;;;;bel.n308;
beln3;BEL;N309;;;;bel.n309;
beln3;BEL;N311;;;;bel.n311;
beln3;BEL;N312;;;;bel.n312;
beln3;BEL;N313;;;;bel.n313;
beln3;BEL;N314;;;;bel.n314;
beln3;BEL;N315;;;;bel.n315;
beln3;BEL;N318;;;;bel.n318;
beln3;BEL;N319;;;;bel.n319;
beln3;BEL;N321;;;;bel.n321;
beln3;BEL;N322;;;;bel.n322;
beln3;BEL;N323;;;;bel.n323;
beln3;BEL;N323a;;;;bel.n323a;
beln3;BEL;N323b;;;;bel.n323b;
beln3;BEL;N325;;;;bel.n325;
beln3;BEL;N326;;;;bel.n326;
beln3;BEL;N327;;;;bel.n327;
beln3;BEL;N327a;;;;bel.n327a;
beln3;BEL;N330;;;;bel.n330;
beln3;BEL;N331;;;;bel.n331;
beln3;BEL;N332;;;;bel.n332;
beln3;BEL;N333;;;;bel.n333;
beln3;BEL;N336;;;;bel.n336;
beln3;BEL;N337;;;;bel.n337;
beln3;BEL;N338;;;;bel.n338;
beln3;BEL;N339;;;;bel.n339;
