system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espnb;ESP-MD;NI;;;Venturada;espmd.n001;
espnb;ESP-MD;NI;;Bui;Buitrago del Lozoya;espmd.n001bui;
espnb;ESP-MD;NI;;Rob;Robregordo;espmd.n001rob;
espnb;ESP-CL;NI;;Boc;Boceguillas;espcl.n001boc;
espnb;ESP-CL;NI;;Ara;Aranda de Duero;espcl.n001ara;
espnb;ESP-CL;NI;;Gum;Gumiel de Izán;espcl.n001gum;
espnb;ESP-CL;NI;;Qui;Quintanilla de la Mata;espcl.n001qui;
espnb;ESP-CL;NI;;Ler;Lerma;espcl.n001ler;
espnb;ESP-CL;NI;;;Briviesca;espcl.n001;
espnb;ESP-PV;NI;;Est;Estavillo;esppv.n001est;
espnb;ESP-CL;NI;;Pue;La Puebla de Arganzón;espcl.n001pue;
espnb;ESP-PV;NI;;Lan;Langraiz-Oka;esppv.n001lan;
espnb;ESP-PV;NI;;;Beasain;esppv.n001;
espnb;ESP-CL;NIa;;;Cerezo de Abajo;espcl.n001a;
espnb;ESP-CM;NII;;;Torremocha del Campo;espcm.n002;
espnb;ESP-CM;NII;;Sau;Saúca;espcm.n002sau;
espnb;ESP-CL;NII;;Est;Esteras de Medinaceli;espcl.n002est;
espnb;ESP-CL;NII;;Arc;Arcos de Jalón;espcl.n002;
espnb;ESP-CL;NII;;Mar;Santa María de Huerta;espcl.n002mar;
espnb;ESP-AR;NII;;Mue;La Muela;espar.n002mue;
espnb;ESP-AR;NII;;Zar;Zaragoza;espar.n002zar;
espnb;ESP-AR;NII;;;Fraga;espar.n002;
espnb;ESP-CT;NII;;;Lleida;espct.n002;
espnb;ESP-CT;NII;;Cer;Cervera;espct.n002cer;
espnb;ESP-CT;NII;;Mat;Mataró;espct.n002mat;
espnb;ESP-CT;NII;;Fig;Figueres;espct.n002fig;
espnb;ESP-AR;NIIa;;Ari;Ariza;espar.n002aari;
espnb;ESP-AR;NIIa;;;Calatayud;espar.n002a;
espnb;ESP-AR;NIIa;;Alm;La Almunia de Doña Godina;espar.n002aalm;
espnb;ESP-CT;NIIa;;Igu;Igualada;espct.n002a;
espnb;ESP-CT;NIIa;;Gir;Girona;espct.n002agir;
espnb;ESP-CT;NIIa;;Fig;Figueres;espct.n002afig;
espnb;ESP-CT;NIIa;;And;San Andrés de la Barca;espct.n002aand;
espnb;ESP-CT;NIIz;;;Montserrat Parc;espct.n002z;
espnb;ESP-MD;NIII;;;Arganda del Rey;espmd.n003;
espnb;ESP-CM;NIII;;Tar;Tarancón;espcm.n003tar;
espnb;ESP-CM;NIII;;Mon;Montalbo;espcm.n003mon;
espnb;ESP-CM;NIII;;Vil;Villares del Saz;espcm.n003vil;
espnb;ESP-CM;NIII;;;Minglanilla;espcm.n003;
espnb;ESP-VC;NIII;;;Requena;espvc.n003;
espnb;ESP-VC;NIII;;Bun;Buñol;espvc.n003bun;
espnb;ESP-VC;NIII;;Chi;Chiva;espvc.n003chi;
espnb;ESP-CM;NIV;;Dos;Dosbarrios;espcm.n004dos;
espnb;ESP-CM;NIV;;Gua;La Guardia;espcm.n004gua;
espnb;ESP-CM;NIV;;Vil;Villarta de San Juan;espcm.n004vil;
espnb;ESP-AN;NIV;;Bai;Bailén;espan.n004bai;
espnb;ESP-AN;NIV;;Cor;Córdoba;espan.n004cor;
espnb;ESP-AN;NIV;;;Las Cabezas de San Juan;espan.n004;
espnb;ESP-AN;NIV;;Jer;Jerez de la Frontera;espan.n004jer;
espnb;ESP-AN;NIV;;Pue;El Puerto de Santa María;espan.n004pue;
espnb;ESP-CM;NIVa;;;Santa Elena;espcm.n004a;
espnb;ESP-AN;NIVa;;Ele;Santa Elena;espan.n004aele;
espnb;ESP-AN;NIVa;;Cap;El Carpio;espan.n004acar;
espnb;ESP-AN;NIVa;;;La Carlota;espan.n004a;
espnb;ESP-EX;NV;;Nav;Navalmoral de la Mata;espex.n005nav;
espnb;ESP-EX;NV;;;Almaraz;espex.n005;
espnb;ESP-EX;NV;;Tru;Trujillo;espex.n005tru;
espnb;ESP-EX;NV;;Mia;Miajadas;espex.n005mia;
espnb;ESP-EX;NV;;Mer;Mérida;espex.n005mer;
espnb;ESP-EX;NV;;Tal;Talavera la Real;espex.n005tal;
espnb;ESP-CM;NVa;;;Valmojado;espcm.n005a;
