System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
eureb;ESP-GA;E1;;;La Coruna;espga.e1;
eureb;ESP-GA;E1;;Fer;Ferrol;espga.e1fer;
eureb;ESP-GA;E1;;Vig;Vigo;espga.e1vig;
eureb;ESP-AN;E1;;;Huelva;espan.e1;
eureb;ESP-PV;E5;;;San Sebastian;esppv.e5;
eureb;ESP-CL;E5;;Peu;La Puebla de Arganzon;espcl.e5peu;
eureb;ESP-PV;E5;;Arm;Arminon;esppv.e5arm;
eureb;ESP-CL;E5;;;;espcl.e5;
eureb;ESP-MD;E5;;;;espmd.e5;
eureb;ESP-CM;E5;;;;espcm.e5;
eureb;ESP-AN;E5;;;;espan.e5;
eureb;ESP-PV;E5;;Bil;Bilbao;esppv.e5bil;
eureb;ESP-PV;E5;;Bea;Beasain;esppv.e5bea;
eureb;ESP-NC;E5;;;Altsasu;espnc.e5;
eureb;ESP-PV;E5;;Aug;Augurain;esppv.e5aug;
eureb;ESP-AR;E7;;;;espar.e7;
eureb;ESP-CT;E9;;;;espct.e9;
eureb;ESP-CT;E15;;;;espct.e15;
eureb;ESP-VC;E15;;;;espvc.e15;
eureb;ESP-MC;E15;;;;espmc.e15;
eureb;ESP-AN;E15;;;;espan.e15;
eureb;ESP-MC;E15;;Car;Catagena;espmc.e15car;
eureb;ESP-AN;E15;;Pul;Pulpi;espan.e15pul;
eureb;ESP-GA;E70;;;;espga.e70;
eureb;ESP-AS;E70;;;;espas.e70;
eureb;ESP-CB;E70;;;;espcb.e70;
eureb;ESP-PV;E70;;;;esppv.e70;
eureb;ESP-CL;E80;;;Burgos;espcl.e80;
eureb;ESP-PV;E80;;Arm;Arminon;esppv.e80arm;
eureb;ESP-CL;E80;;Peu;La Puebla de Arganzon;espcl.e80peu;
eureb;ESP-PV;E80;;;San Sebastian;esppv.e80;
eureb;ESP-CL;E82;;;;espcl.e82;
eureb;ESP-EX;E90;;;;espex.e90;
eureb;ESP-CM;E90;;Tal;Talavera de la Reina;espcm.e90tal;
eureb;ESP-MD;E90;;;;espmd.e90;
eureb;ESP-CM;E90;;;Guadalajara;espcm.e90;
eureb;ESP-CL;E90;;;;espcl.e90;
eureb;ESP-AR;E90;;;;espar.e90;
eureb;ESP-CT;E90;;;;espct.e90;
eureb;ESP-GA;E801;;;;espga.e801;
eureb;ESP-CL;E803;;;;espcl.e803;
eureb;ESP-EX;E803;;;;espex.e803;
eureb;ESP-AN;E803;;;;espan.e803;
eureb;ESP-PV;E804;;;;esppv.e804;
eureb;ESP-CL;E804;;;;espcl.e804;
eureb;ESP-RI;E804;;;Logrono;espri.e804;
eureb;ESP-NC;E804;;Sar;Sartaguda;espnc.e804sar;
eureb;ESP-RI;E804;;Cal;Calahorra;espri.e804cal;
eureb;ESP-NC;E804;;;Tudela;espnc.e804;
eureb;ESP-AR;E804;;;;espar.e804;
eureb;ESP-CM;E901;;;;espcm.e901;
eureb;ESP-MD;E901;;;;espmd.e901;
eureb;ESP-VC;E901;;;;espvc.e901;
eureb;ESP-AN;E902;;;;espan.e902;
eureb;ESP-EX;E903;;;;espex.e903;
eureb;ESP-CM;E903;;;;espcm.e903;
eureb;ESP-VC;E903;;;;espvc.e903;
