System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
canmbp;MB;MB200;;;;mb.mb200;
canmbp;MB;MB201;;;;mb.mb201;
canmbp;MB;MB202;;;;mb.mb202;
canmbp;MB;MB203;;;;mb.mb203;
canmbp;MB;MB204;;;;mb.mb204;
canmbp;MB;MB205;;;;mb.mb205;
canmbp;MB;MB206;;;;mb.mb206;
canmbp;MB;MB207;;;;mb.mb207;
canmbp;MB;MB209;;;;mb.mb209;
canmbp;MB;MB210;;;;mb.mb210;
canmbp;MB;MB211;;;;mb.mb211;
canmbp;MB;MB212;;;;mb.mb212;
canmbp;MB;MB213;;;;mb.mb213;
canmbp;MB;MB214;;;;mb.mb214;
canmbp;MB;MB215;;;;mb.mb215;
canmbp;MB;MB216;;;;mb.mb216;
canmbp;MB;MB217;;;;mb.mb217;
canmbp;MB;MB218;;;;mb.mb218;
canmbp;MB;MB220;;;;mb.mb220;
canmbp;MB;MB221;;;;mb.mb221;
canmbp;MB;MB222;;;;mb.mb222;
canmbp;MB;MB224;;;;mb.mb224;
canmbp;MB;MB225;;;;mb.mb225;
canmbp;MB;MB227;;;;mb.mb227;
canmbp;MB;MB229;;;;mb.mb229;
canmbp;MB;MB230;;;;mb.mb230;
canmbp;MB;MB231;;;;mb.mb231;
canmbp;MB;MB232;;;;mb.mb232;
canmbp;MB;MB233;;;;mb.mb233;
canmbp;MB;MB234;;;;mb.mb234;
canmbp;MB;MB236;;;;mb.mb236;
canmbp;MB;MB237;;;;mb.mb237;
canmbp;MB;MB238;;;;mb.mb238;
canmbp;MB;MB239;;;;mb.mb239;
canmbp;MB;MB240;;;;mb.mb240;
canmbp;MB;MB241;;;;mb.mb241;
canmbp;MB;MB242;;;;mb.mb242;
canmbp;MB;MB242;;Wes;Westbourne;mb.mb242wes;
canmbp;MB;MB243;;;;mb.mb243;
canmbp;MB;MB244;;;;mb.mb244;
canmbp;MB;MB245;;;;mb.mb245;
canmbp;MB;MB246;;;;mb.mb246;
canmbp;MB;MB247;;;;mb.mb247;
