systemName;region;route;banner;abbrev;city;root;altRouteNames;
aussatd;AUS-SA;TD4;;;Barossa Scenic Heritage Drive;aussa.td004;
aussatd;AUS-SA;TD10;;;Gawler Tourist Drive;aussa.td010;
aussatd;AUS-SA;TD17;;;Kapunda Heritage Trail;aussa.td017;
aussatd;AUS-SA;TD18;;;Spring Gully Scenic Drive;aussa.td018;
aussatd;AUS-SA;TD21;;;Dares Hill Tourist Drive;aussa.td021;
aussatd;AUS-SA;TD37;;;Wallaroo Heritage Trail;aussa.td037;
aussatd;AUS-SA;TD38;;;Moonta Heritage Trail;aussa.td038;
aussatd;AUS-SA;TD38;;Ric;Moonta Heritage Trail (Richmans Enginehouse);aussa.td038ric;
aussatd;AUS-SA;TD40;;;Kadina Heritage Trail;aussa.td040;
aussatd;AUS-SA;TD50;;;South Coast Tourist Drive (Goolwa);aussa.td050;
aussatd;AUS-SA;TD50;;Por;South Coast Tourist Drive (Port Elliot);aussa.td050por;
aussatd;AUS-SA;TD51;;;Adelaide Hills Tourist Drive;aussa.td051;
aussatd;AUS-SA;TD52;;;Cape Jervis Tourist Drive;aussa.td052;
aussatd;AUS-SA;TD55;;;Alexandrina Tourist Drive;aussa.td055;
aussatd;AUS-SA;TD56;;;Victor Harbor Tourist Drive;aussa.td056;
aussatd;AUS-SA;TD56;;Blu;Victor Harbor Tourist Drive (The Bluff);aussa.td056blu;
aussatd;AUS-SA;TD56;;Wai;Victor Harbor Tourist Drive (Waitpinga Hill);aussa.td056wai;
aussatd;AUS-SA;TD59;;;Coastal Tourist Drive;aussa.td059;
aussatd;AUS-SA;TD60;;;McLaren Vale Tourist Drive;aussa.td060;
aussatd;AUS-SA;FleWay;;Wel;Fleurieu Way (Wellington Ferry);aussa.flewaywel;
aussatd;AUS-SA;FleWay;;;Fleurieu Way;aussa.fleway;
aussatd;AUS-SA;FleWay;;Cap;Fleurieu Way (Cape Jarvis);aussa.flewaycap;
aussatd;AUS-SA;WinTD;;;Windfarms Tourist Drive;aussa.wintd;
