systemName;region;route;banner;abbrev;city;root
indkl;IND-KL;KL55;;;Bovikkanam;indkl.kl055;
indkl;IND-KA;KL55;;gal;Galmukha, Karnataka;indka.kl055gal;
indkl;IND-KL;KL55;;kot;Kotyadi;indkl.kl055kot;
indkl;IND-KA;KL55;;per;Peraje, Karnataka;indka.kl055per;
indkl;IND-KL;KL55;;per;Peraje (Karnataka);indkl.kl055per;
indkl;IND-KA;KL55;;mur;Muroor, Karnataka;indka.kl055mur;
indkl;IND-KL;KL55;;pan;Panjikkal (Karnataka);indkl.kl055pan;
