system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espab;ESP-MD;A1;;;;espmd.a001;
espab;ESP-CL;A1;;;Burgos;espcl.a001;
espab;ESP-PV;A1;;Arm;Arminon;esppv.a001arm;
espab;ESP-CL;A1;;Peu;La Puebla de Arganzon;espcl.a001peu;
espab;ESP-PV;A1;;;Vitoria-Gasteiz;esppv.a001;
espab;ESP-NC;A1;;;;espnc.a001;
espab;ESP-CL;AP1;;;;espcl.ap001;
espab;ESP-PV;AP1;;Arm;Arminon;esppv.ap001arm;
espab;ESP-PV;AP1;;;Bergara;esppv.ap001;
espab;ESP-MD;A2;;;;espmd.a002;
espab;ESP-CM;A2;;;;espcm.a002;
espab;ESP-CL;A2;;;;espcl.a002;
espab;ESP-AR;A2;;;Zaragoza;espar.a002;
espab;ESP-AR;A2;;Fra;Fraga;espar.a002fra;
espab;ESP-CT;A2;;;Lleida;espct.a002;
espab;ESP-CT;A2;;Gir;Girona;espct.a002gir;
espab;ESP-MD;R2;;;;espmd.r002;
espab;ESP-CM;R2;;;;espcm.r002;
espab;ESP-AR;AP2;;;;espar.ap002;
espab;ESP-CT;AP2;;;;espct.ap002;
espab;ESP-MD;A3;;;;espmd.a003;
espab;ESP-CM;A3;;;;espcm.a003;
espab;ESP-VC;A3;;;;espvc.a003;
espab;ESP-MD;R3;;;;espmd.r003;
espab;ESP-MD;A4;;;Madrid;espmd.a004;
espab;ESP-CM;A4;;Ses;Sesena;espcm.a004ses;
espab;ESP-MD;A4;;Ara;Aranjuez;espmd.a004ara;
espab;ESP-CM;A4;;;Manzanares;espcm.a004;
espab;ESP-AN;A4;;;Sevilla;espan.a004;
espab;ESP-AN;AP4;;;;espan.ap004;
espab;ESP-AN;A4;;Jer;Jerez de la Frontera;espan.a004jer;
espab;ESP-MD;R4;;;Paria;espmd.r004;
espab;ESP-CM;R4;;Ses;Sesena;espcm.r004ses;
espab;ESP-MD;R4;;Ara;Aranjuez;espmd.r004ara;
espab;ESP-CM;R4;;;Ocana;espcm.r004;
espab;ESP-MD;A5;;;;espmd.a005;
espab;ESP-CM;A5;;;;espcm.a005;
espab;ESP-EX;A5;;;;espex.a005;
espab;ESP-MD;R5;;;;espmd.r005;
espab;ESP-MD;A6;;;;espmd.a006;
espab;ESP-MD;AP6;;;;espmd.ap006;
espab;ESP-CL;AP6;;;;espcl.ap006;
espab;ESP-CL;A6;;;;espcl.a006;
espab;ESP-GA;A6;;;;espga.a006;
espab;ESP-AN;A7;;;;espan.a007;
espab;ESP-MC;A7;;;;espmc.a007;
espab;ESP-VC;A7;;Elc;Elche;espvc.a007elc;
espab;ESP-VC;A7;;;Valencia;espvc.a007;
espab;ESP-CT;A7;;;;espct.a007;
espab;ESP-CT;AP7;;;;espct.ap007;
espab;ESP-VC;AP7;;Cas;Castellon la Plana;espvc.ap007cas;
espab;ESP-VC;AP7;;;Alicante;espvc.ap007;
espab;ESP-VC;AP7;;Tor;Torrevieja;espvc.ap007tor;
espab;ESP-MC;AP7;;;Cartagena;espmc.ap007;
espab;ESP-AN;AP7;;Pul;Pulpi;espan.ap007pul;
espab;ESP-AN;AP7;;;Marbella;espan.ap007;
espab;ESP-PV;A8;;;;esppv.a008;
espab;ESP-CB;A8;;;;espcb.a008;
espab;ESP-AS;A8;;;;espas.a008;
espab;ESP-GA;A8;;;;espga.a008;
espab;ESP-PV;AP8;;;;esppv.ap008;
espab;ESP-GA;AP9;;;;espga.ap009;
espab;ESP-GA;AP9;;Fer;Ferrol;espga.ap009fer;
espab;ESP-GA;AP9;;Vig;Vigo;espga.ap009vig;
espab;ESP-NC;A10;;;;espnc.a010;
espab;ESP-CL;A11;;Bur;Burgo de Osma;espcl.a011bur;
espab;ESP-CL;A11;;Ara;Aranda de Duero;espcl.a011ara;
espab;ESP-CL;A11;;Val;Valladolid;espcl.a011val;
espab;ESP-CL;A11;;;Zamora;espcl.a011;
espab;ESP-NC;A12;;;;espnc.a012;
espab;ESP-RI;A12;;Log;Logrono;espri.a012log;
espab;ESP-RI;A12;;;Nájera;espri.a012;
espab;ESP-RI;A13;;;;espri.a013;		
espab;ESP-CT;A14;;;;espct.a014;
espab;ESP-CL;A15;;;Soria;espcl.a015;
espab;ESP-CL;A15;;Agr;Ágreda;espcl.a015agr;
espab;ESP-NC;A15;;;;espnc.a015;
espab;ESP-PV;A15;;;;esppv.a015;
espab;ESP-NC;AP15;;;;espnc.ap015;
espab;ESP-NC;A21;;;;espnc.a021;
espab;ESP-AR;A21;;Tie;Tiermas;espar.a021tie;
espab;ESP-AR;A21;;;Miramont;espar.a021;
espab;ESP-CT;A22;;;;espct.a022;
espab;ESP-AR;A22;;;;espar.a022;
espab;ESP-VC;A23;;;;espvc.a023;
espab;ESP-AR;A23;;;Zaragoza;espar.a023;
espab;ESP-AR;A23;;Sab;Sabinanigo;espar.a023sab;
espab;ESP-AR;A23;;Jac;Jaca;espar.a023jac;
espab;ESP-CT;A26;;;;espct.a026;
espab;ESP-CT;A27;;;;espct.a027;
espab;ESP-CM;A30;;;;espcm.a030;
espab;ESP-MC;A30;;;;espmc.a030;
espab;ESP-CM;A31;;;;espcm.a031;
espab;ESP-VC;A31;;;;espvc.a031;
espab;ESP-AN;A32;;;Linares;espan.a032;
espab;ESP-CM;A32;;;Albacate;espcm.a032;
espab;ESP-VC;A33;;;;espvc.a033;
espab;ESP-MC;A33;;;;espmc.a033;
espab;ESP-CM;A35;;;;espcm.a035;
espab;ESP-VC;A35;;;;espvc.a035;
espab;ESP-CM;AP36;;;;espcm.ap036;
espab;ESP-VC;A38;;;Sueca;espvc.a038;
espab;ESP-VC;A38;;Gan;Gandia;espvc.a038gan;
espab;ESP-CM;A40;;;Tarancón;espcm.a040;
espab;ESP-CM;A40;;Tor;Torrijos;espcm.a040tor;
espab;ESP-MD;AP41;;;;espmd.ap041;
espab;ESP-CM;AP41;;;;espcm.ap041;
espab;ESP-CM;A41;;;;espcm.a041;
espab;ESP-MD;A42;;;;espmd.a042;
espab;ESP-CM;A42;;;;espcm.a042;
espab;ESP-CM;A43;;;;espcm.a043;
espab;ESP-AN;A44;;;;espan.a044;
espab;ESP-AN;A45;;;;espan.a045;
espab;ESP-AN;AP46;;;;espan.ap046;
espab;ESP-AN;A48;;;;espan.a048;
espab;ESP-AN;A49;;;;espan.a049;
espab;ESP-CL;A50;;;;espcl.a050;
espab;ESP-CL;A51;;;;espcl.a051;
espab;ESP-CL;AP51;;;;espcl.ap051;
espab;ESP-CL;A52;;;;espcl.a052;
espab;ESP-GA;A52;;;;espga.a052;
espab;ESP-GA;AP53;;;;espga.ap053;
espab;ESP-GA;A54;;Lug;Lugo;espga.a054lug;
espab;ESP-GA;A54;;;Santiago de Compostela;espga.a054;
espab;ESP-GA;A55;;;;espga.a055;
espab;ESP-EX;A58;;;;espex.a058;
