System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
deub1;DEU;B100;;;;deu.b100;
deub1;DEU;B101;;;;deu.b101;
deub1;DEU;B102;;;;deu.b102;
deub1;DEU;B103;;Ros;Rostock;deu.b103ros;
deub1;DEU;B103;;Gus;Güstrow;deu.b103gus;
deub1;DEU;B103;;;Pritzwalk;deu.b103;
deub1;DEU;B104;;;;deu.b104;
deub1;DEU;B105;;Gre;Grevesmühlen;deu.b105gre;
deub1;DEU;B105;;;Rostock;deu.b105;
deub1;DEU;B106;;;;deu.b106;
deub1;DEU;B107;;;Stendal;deu.b107;
deub1;DEU;B107;;Wur;Wurzen;deu.b107wur;
deub1;DEU;B107a;;;;deu.b107a;
deub1;DEU;B108;;;;deu.b108;
deub1;DEU;B109;;;Pasewalk;deu.b109;
deub1;DEU;B109;;Ber;Berlin;deu.b109ber;
deub1;DEU;B110;;;;deu.b110;
deub1;DEU;B110AST;;;;deu.b110ast;
deub1;DEU;B111;;;;deu.b111;
deub1;DEU;B112;;;;deu.b112;
deub1;DEU;B113;;;;deu.b113;
deub1;DEU;B115;;Bar;Baruth;deu.b115bar;
deub1;DEU;B115;;;Weißwasser;deu.b115;
deub1;DEU;B122;;;;deu.b122;
deub1;DEU;B156;;;;deu.b156;
deub1;DEU;B158;;;;deu.b158;
deub1;DEU;B158a;;;;deu.b158a;
deub1;DEU;B166;;;;deu.b166;
deub1;DEU;B167;;;;deu.b167;
deub1;DEU;B168;;;;deu.b168;
deub1;DEU;B169;;;;deu.b169;
deub1;DEU;B170;;;;deu.b170;
deub1;DEU;B171;;;;deu.b171;
deub1;DEU;B172;;;;deu.b172;
deub1;DEU;B172a;;;;deu.b172a;
deub1;DEU;B173;;Kro;Kronach;deu.b173kro;
deub1;DEU;B173;;;Chemnitz;deu.b173;
deub1;DEU;B173n;;;;deu.b173n;
deub1;DEU;B174;;;;deu.b174;
deub1;DEU;B175;;;;deu.b175;
deub1;DEU;B176;;;Sömmerda;deu.b176;
deub1;DEU;B176;;Bor;Borna;deu.b176bor;
deub1;DEU;B178;;;Löbau;deu.b178;
deub1;DEU;B178;;Zit;Zittau;deu.b178zit;
deub1;DEU;B179;;;;deu.b179;
deub1;DEU;B180;;;;deu.b180;
deub1;DEU;B180n;;;;deu.b180n;
deub1;DEU;B181;;;;deu.b181;
deub1;DEU;B182;;;;deu.b182;
deub1;DEU;B183;;;;deu.b183;
deub1;DEU;B183a;;;;deu.b183a;
deub1;DEU;B184;;;;deu.b184;
deub1;DEU;B185;;;;deu.b185;
deub1;DEU;B186;;;;deu.b186;
deub1;DEU;B286;;Kis;Bad Kissingen;deu.b286kis;
deub1;DEU;B286;;;Schweinfurt;deu.b286;
deub1;DEU;B303;;Sch;Schweinfurt;deu.b303sch;
deub1;DEU;B468;;;;deu.b468;
deub1;DEU;B469;;;;deu.b469;
