system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
deub2;DEU;B2;;Scw;Schwedt;deu.b002scw;
deub2;DEU;B2;;Lei;Leipzig;deu.b002lei;
deub2;DEU;B2;;Por;Porstendorf;deu.b002por;
deub2;DEU;B2;;Scl;Schleiz;deu.b002scl;
deub2;DEU;B2;;Hof;Hof;deu.b002hof;
deub2;DEU;B2;;Bay;Bayreuth;deu.b002bay;
deub2;DEU;B2;;;Augsburg;deu.b002;
deub2;DEU;B2;;Wei;Weilheim;deu.b002wei;
deub2;DEU;B2R;;;;deu.b002r;
deub2;DEU;B96;;Str;Stralsund;deu.b096str;
deub2;DEU;B96;;Neu;Neustrelitz;deu.b096neu;
deub2;DEU;B96;;;Berlin;deu.b096;
deub2;DEU;B96a;;;Berlin;deu.b096a;
deub2;DEU;B96a;;Bau;Bautzen;deu.b096abau;
deub2;DEU;B96b;;;;deu.b096b;
