system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espn;ESP-MD;NI;;;Venturada;espmd.n001;
espn;ESP-MD;NI;;Bui;Buitrago del Lozoya;espmd.n001bui;
espn;ESP-MD;NI;;Rob;Robregordo;espmd.n001rob;
espn;ESP-CL;NI;;Boc;Boceguillas;espcl.n001boc;
espn;ESP-CL;NI;;Ara;Aranda de Duero;espcl.n001ara;
espn;ESP-CL;NI;;Gum;Gumiel de Izán;espcl.n001gum;
espn;ESP-CL;NI;;Qui;Quintanilla de la Mata;espcl.n001qui;
espn;ESP-CL;NI;;Ler;Lerma;espcl.n001ler;
espn;ESP-CL;NI;;;Briviesca;espcl.n001;
espn;ESP-PV;NI;;Est;Estavillo;esppv.n001est;
espn;ESP-CL;NI;;Pue;La Puebla de Arganzón;espcl.n001pue;
espn;ESP-PV;NI;;Lan;Langraiz-Oka;esppv.n001lan;
espn;ESP-PV;NI;;;Beasain;esppv.n001;
espn;ESP-CL;NIa;;;Cerezo de Abajo;espcl.n001a;
espn;ESP-CM;NII;;;Torremocha del Campo;espcm.n002;
espn;ESP-CM;NII;;Sau;Saúca;espcm.n002sau;
espn;ESP-CL;NII;;Est;Esteras de Medinaceli;espcl.n002est;
espn;ESP-CL;NII;;Arc;Arcos de Jalón;espcl.n002;
espn;ESP-CL;NII;;Mar;Santa María de Huerta;espcl.n002mar;
espn;ESP-AR;NII;;Mue;La Muela;espar.n002mue;
espn;ESP-AR;NII;;Zar;Zaragoza;espar.n002zar;
espn;ESP-AR;NII;;;Fraga;espar.n002;
espn;ESP-CT;NII;;;Lleida;espct.n002;
espn;ESP-CT;NII;;Cer;Cervera;espct.n002cer;
espn;ESP-CT;NII;;Mat;Mataró;espct.n002mat;
espn;ESP-CT;NII;;Fig;Figueres;espct.n002fig;
espn;ESP-AR;NIIa;;Ari;Ariza;espar.n002aari;
espn;ESP-AR;NIIa;;;Calatayud;espar.n002a;
espn;ESP-AR;NIIa;;Alm;La Almunia de Doña Godina;espar.n002aalm;
espn;ESP-CT;NIIa;;Igu;Igualada;espct.n002a;
espn;ESP-CT;NIIa;;Gir;Girona;espct.n002agir;
espn;ESP-CT;NIIa;;Fig;Figueres;espct.n002afig;
espn;ESP-CT;NIIa;;And;San Andrés de la Barca;espct.n002aand;
espn;ESP-CT;NIIz;;;Montserrat Parc;espct.n002z;
espn;ESP-MD;NIII;;;Arganda del Rey;espmd.n003;
espn;ESP-CM;NIII;;Tar;Tarancón;espcm.n003tar;
espn;ESP-CM;NIII;;Mon;Montalbo;espcm.n003mon;
espn;ESP-CM;NIII;;Vil;Villares del Saz;espcm.n003vil;
espn;ESP-CM;NIII;;;Minglanilla;espcm.n003;
espn;ESP-VC;NIII;;;Requena;espvc.n003;
espn;ESP-VC;NIII;;Bun;Buñol;espvc.n003bun;
espn;ESP-VC;NIII;;Chi;Chiva;espvc.n003chi;
espn;ESP-CM;NIV;;Dos;Dosbarrios;espcm.n004dos;
espn;ESP-CM;NIV;;Gua;La Guardia;espcm.n004gua;
espn;ESP-CM;NIV;;Vil;Villarta de San Juan;espcm.n004vil;
espn;ESP-AN;NIV;;Bai;Bailén;espan.n004bai;
espn;ESP-AN;NIV;;Cor;Córdoba;espan.n004cor;
espn;ESP-AN;NIV;;;Las Cabezas de San Juan;espan.n004;
espn;ESP-AN;NIV;;Jer;Jerez de la Frontera;espan.n004jer;
espn;ESP-AN;NIV;;Pue;El Puerto de Santa María;espan.n004pue;
espn;ESP-CM;NIVa;;;Santa Elena;espcm.n004a;
espn;ESP-AN;NIVa;;Ele;Santa Elena;espan.n004aele;
espn;ESP-AN;NIVa;;Cap;El Carpio;espan.n004acar;
espn;ESP-AN;NIVa;;;La Carlota;espan.n004a;
espn;ESP-EX;NV;;Nav;Navalmoral de la Mata;espex.n005nav;
espn;ESP-EX;NV;;;Almaraz;espex.n005;
espn;ESP-EX;NV;;Tru;Trujillo;espex.n005tru;
espn;ESP-EX;NV;;Mia;Miajadas;espex.n005mia;
espn;ESP-EX;NV;;Mer;Mérida;espex.n005mer;
espn;ESP-EX;NV;;Tal;Talavera la Real;espex.n005tal;
espn;ESP-CM;NVa;;;Valmojado;espcm.n005a;
espn;ESP-CM;NVa;;Lag;Lagartera;espcm.n005alag;
espn;ESP-MD;NVI;;;Guadarrama;espmd.n006;
espn;ESP-CL;NVI;;Esp;El Espinar;espcl.n006esp;
espn;ESP-CL;NVI;;Rue;Rueda;espcl.n006rue;
espn;ESP-CL;NVI;;Tor;Tordesillas;espcl.n006tor;
espn;ESP-CL;NVI;;;Ponferrada;espcl.n006;
espn;ESP-GA;NVI;;;;espga.n006;
espn;ESP-GA;NVIa;;;Betanzos;espga.n006a;
espn;ESP-PV;N102;;;;esppv.n102;
espn;ESP-PV;N104;;;;esppv.n104;
espn;ESP-EX;N110;;;;espex.n110;
espn;ESP-CL;N110;;;;espcl.n110;
espn;ESP-CL;N110a;;;;espcl.n110a;
espn;ESP-NC;N111;;;Viana;espnc.n111;
espn;ESP-RI;N111;;Log;Logroño;espri.n111log;
espn;ESP-RI;N111;;;(Main);espri.n111;
espn;ESP-CL;N111;;;;espcl.n111;
espn;ESP-RI;N111a;;Log;Logroño;espri.n111alog;
