System;Route;Banner;Name;Roots
esppv;A124;;Laguardia;esppv.a124
esppv;A124;;Labastida;esppv.a124lab
esppv;A126;;Santikurutze Kanpezu;esppv.a126san
esppv;A126;;Bernedo;esppv.a126
esppv;A132;;;esppv.a132
esppv;A623;;;esppv.a623
esppv;A624;;;esppv.a624
esppv;A625;;;esppv.a625
esppv;A627;;;esppv.a627
esppv;BI604;;;esppv.bi604
esppv;BI623;;;esppv.bi623
esppv;BI624;;;esppv.bi624
esppv;BI625;;Bilbao;esppv.bi625
esppv;BI625;;Urduna;esppv.bi625urd
esppv;BI626;;;esppv.bi626
esppv;BI627;;;esppv.bi627
esppv;BI628;;Abanto-Zierbena;esppv.bi628aba
esppv;BI628;;Sestao;esppv.bi628
esppv;BI630;;Ambasaguas;esppv.bi630amb
esppv;BI630;;Balmaseda;esppv.bi630
esppv;BI631x;;;esppv.bi631x
esppv;BI633;;;esppv.bi633
esppv;BI634;;;esppv.bi634
esppv;BI635;;;esppv.bi635
esppv;BI636x;;;esppv.bi636x
esppv;BI637x;;;esppv.bi637x
esppv;BI638;;;esppv.bi638
esppv;BI644;;;esppv.bi644
esppv;BI647;;;esppv.bi647
esppv;GI11x;;;esppv.gi011x
esppv;GI20x;;;esppv.gi020x
esppv;GI40;;;esppv.gi040
esppv;GI41;;;esppv.gi041
esppv;GI627;;;esppv.gi627
esppv;GI631;;;esppv.gi631
esppv;GI632x;;;esppv.gi632x
esppv;GI636;;;esppv.gi636
esppv;GI638;;;esppv.gi638
