System;Route;Banner;Name;Roots
eursfc;L232;;Autobahnzubringer Aachen-Laurensberg;deunw.l232
eursfc;AutZub;;Autobahnzubringer Berlin-Schmargendorf;deube.autzubsch
eursfc;AutZub;;Autobahnzubringer Bremen-Hemelingen;deuhb.autzubhem
eursfc;K854;;Autobahnzubringer Erlensee;deuhe.k854
eursfc;K4;;Autobahnzubringer Köln-Ehrenfeld;deunw.k004
eursfc;L705;;Bochumer Ring;deunw.l705
eursfc;ChoZub;;Chorweiler Zubringer Köln;deunw.chozub
eursfc;L84;;Flughafenzubringer Köln-Bonn Kennedystraße;deunw.l084
eursfc;N4;;Frankenschnellweg Nürnberg;deuby.n004
eursfc;K35;;Hannoversche Straße Erfurt;deuth.k035
eursfc;IndStr;;Industriestraße Köln;deunw.indstrkol
eursfc;IndStrMit;;Industriestraße Mitte Salzgitter;deuni.indstrmit
eursfc;IndStrNord;;Industriestraße Nord Salzgitter;deuni.indstrnord
eursfc;L150;;Kerkrader Straße Köln;deunw.l150
eursfc;MalStr;;Mallinckrodtstraße Dortmund;deunw.malstrdor
eursfc;K8;;Mercatorstraße Köln;deunw.k008
eursfc;MunStr;;Münchener Straße Düsseldorf;deunw.munstrdus
eursfc;NordTan;;Nordtangente Oldenburg;deuni.nordtanold
eursfc;L124;;Östliche Zubringerstraße Köln;deunw.l124
eursfc;L260;;Pariser Ring/Toledo Ring Aachen;deunw.l260
eursfc;RheBru;;Rheinallee/Rheinkniebrücke Düsseldorf;deunw.rhebrudus
eursfc;QueSpaUnna;;Querspange Unna;deunw.quespaunna
eursfc;L1187;;Rotenwaldstraße Stuttgart-Botnang;deubw.l1187
eursfc;L419;;Saarstraße Mainz;deurp.l419
eursfc;L605;;Schnellstraße Karlsruhe - Ettlingen;deubw.l605
eursfc;SudTan;;Südwesttangente Fürth - Nürnberg;deuby.sudtanfur
eursfc;SudTan;;Südtangente Karlsruhe;deubw.sudtankar
eursfc;K3;;Universitätsstraße Bochum;deunw.k003
eursfc;L1180;;Wildparkstraße Stuttgart-Botnang;deubw.l1180
eursfc;FU6;;Zirndorfer Straße, Zirndorf;deuby.fu6
