System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
gbna6;ENG;A6;;;Derby;eng.a006;
gbna6;ENG;A6;;Pre;Preston;eng.a006pre;
gbna6;ENG;A60;;;;eng.a060;
gbna6;ENG;A61;;;;eng.a061;
gbna6;ENG;A61;;She;Sheffield;eng.a061she;
gbna6;ENG;A62;;;;eng.a062;
gbna6;ENG;A62;;Hud;Huddersfield;eng.a062hud;
gbna6;ENG;A63;;;;eng.a063;
gbna6;ENG;A64;;;;eng.a064;
gbna6;ENG;A65;;;;eng.a065;
gbna6;ENG;A66;;;Penrith;eng.a066;
gbna6;ENG;A66;;Tee;Teesside;eng.a066tee;
gbna6;ENG;A67;;;;eng.a067;
gbna6;ENG;A68;;;;eng.a068;
gbna6;SCT;A68;;;;sct.a068;
gbna6;ENG;A69;;;;eng.a069;
gbna6;ENG;A600;;;;eng.a600;
gbna6;ENG;A601;;;;eng.a601;
gbna6;ENG;A602;;;;eng.a602;
gbna6;ENG;A602;;Ste;Stevenage;eng.a602ste;
gbna6;ENG;A603;;;Bedford;eng.a603;
gbna6;ENG;A603;;Cam;Cambridge;eng.a603cam;
gbna6;ENG;A605;;;;eng.a605;
gbna6;ENG;A606;;;;eng.a606;
gbna6;ENG;A607;;;;eng.a607;
gbna6;ENG;A608;;;;eng.a608;
gbna6;ENG;A609;;;;eng.a609;
gbna6;ENG;A610;;;;eng.a610;
gbna6;ENG;A611;;;;eng.a611;
gbna6;ENG;A612;;;;eng.a612;
gbna6;ENG;A614;;;;eng.a614;
gbna6;ENG;A615;;;;eng.a615;
gbna6;ENG;A616;;;;eng.a616;
gbna6;ENG;A617;;;;eng.a617;
gbna6;ENG;A618;;;;eng.a618;
gbna6;ENG;A619;;;;eng.a619;
gbna6;ENG;A620;;;;eng.a620;
gbna6;ENG;A621;;;;eng.a621;
gbna6;ENG;A623;;;;eng.a623;
gbna6;ENG;A624;;;;eng.a624;
gbna6;ENG;A625;;;;eng.a625;
gbna6;ENG;A626;;;;eng.a626;
gbna6;ENG;A627;;;;eng.a627;
gbna6;ENG;A628;;;;eng.a628;
gbna6;ENG;A629;;Rot;Rotherham;eng.a629rot;
gbna6;ENG;A629;;;;eng.a629;
gbna6;ENG;A630;;;;eng.a630;
gbna6;ENG;A631;;;;eng.a631;
gbna6;ENG;A632;;;;eng.a632;
gbna6;ENG;A633;;;;eng.a633;
gbna6;ENG;A634;;;;eng.a634;
gbna6;ENG;A635;;;;eng.a635;
gbna6;ENG;A636;;;;eng.a636;
gbna6;ENG;A637;;;;eng.a637;
gbna6;ENG;A638;;;;eng.a638;
gbna6;ENG;A638;;Dew;Dewsbury;eng.a638dew;
gbna6;ENG;A639;;;;eng.a639;
gbna6;ENG;A640;;;;eng.a640;
gbna6;ENG;A641;;;;eng.a641;
gbna6;ENG;A642;;;;eng.a642;
gbna6;ENG;A643;;;;eng.a643;
gbna6;ENG;A644;;;;eng.a644;
gbna6;ENG;A645;;;;eng.a645;
gbna6;ENG;A646;;;;eng.a646;
gbna6;ENG;A647;;;;eng.a647;
gbna6;ENG;A649;;;;eng.a649;
gbna6;ENG;A650;;;;eng.a650;
gbna6;ENG;A651;;;;eng.a651;
gbna6;ENG;A652;;;;eng.a652;
gbna6;ENG;A653;;;;eng.a653;
gbna6;ENG;A654;;;;eng.a654;
gbna6;ENG;A655;;;;eng.a655;
gbna6;ENG;A656;;;;eng.a656;
gbna6;ENG;A657;;;;eng.a657;
gbna6;ENG;A658;;;;eng.a658;
gbna6;ENG;A659;;;;eng.a659;
gbna6;ENG;A659;;Tad;Tadcaster;eng.a659tad;
gbna6;ENG;A660;;;;eng.a660;
gbna6;ENG;A661;;;;eng.a661;
gbna6;ENG;A662;;;;eng.a662;
gbna6;ENG;A663;;;;eng.a663;
gbna6;ENG;A664;;;;eng.a664;
gbna6;ENG;A664;;Sud;Sudden;eng.a664sud;
gbna6;ENG;A665;;;;eng.a665;
gbna6;ENG;A666;;;;eng.a666;
gbna6;ENG;A667;;;;eng.a667;
gbna6;ENG;A669;;;;eng.a669;
gbna6;ENG;A670;;;;eng.a670;
gbna6;ENG;A671;;;;eng.a671;
gbna6;ENG;A672;;;;eng.a672;
gbna6;ENG;A673;;;;eng.a673;
gbna6;ENG;A674;;;;eng.a674;
gbna6;ENG;A675;;;;eng.a675;
gbna6;ENG;A676;;;;eng.a676;
gbna6;ENG;A677;;;;eng.a677;
gbna6;ENG;A678;;;;eng.a678;
gbna6;ENG;A679;;;;eng.a679;
gbna6;ENG;A680;;;;eng.a680;
gbna6;ENG;A681;;;;eng.a681;
gbna6;ENG;A682;;;;eng.a682;
gbna6;ENG;A683;;;;eng.a683;
gbna6;ENG;A684;;;;eng.a684;
gbna6;ENG;A685;;;;eng.a685;
gbna6;ENG;A686;;;;eng.a686;
gbna6;ENG;A687;;;;eng.a687;
gbna6;ENG;A688;;;;eng.a688;
gbna6;ENG;A689;;;;eng.a689;
gbna6;ENG;A690;;;;eng.a690;
gbna6;ENG;A691;;;;eng.a691;
gbna6;ENG;A692;;;;eng.a692;
gbna6;ENG;A693;;;;eng.a693;
gbna6;ENG;A694;;;;eng.a694;
gbna6;ENG;A695;;;;eng.a695;
gbna6;ENG;A696;;;;eng.a696;
gbna6;ENG;A697;;;;eng.a697;
