system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
frabfcm21;FRA-BFC;M10;-21;;;frabfc.m001021;
frabfcm21;FRA-BFC;M10F;-21;;;frabfc.m0010f21;
frabfcm21;FRA-BFC;M31;-21;;;frabfc.m003121;
frabfcm21;FRA-BFC;M70;-21;;;frabfc.m007021;
frabfcm21;FRA-BFC;M104;-21;;;frabfc.m010421;
frabfcm21;FRA-BFC;M107;-21;Hau;Hauteville-lès-Dijon;frabfc.m010721hau;
frabfcm21;FRA-BFC;M107;-21;;Chevigny-Saint-Sauveur;frabfc.m010721;
frabfcm21;FRA-BFC;M107A;-21;;;frabfc.m0107a21;
frabfcm21;FRA-BFC;M107B;-21;;;frabfc.m0107b21;
frabfcm21;FRA-BFC;M107C;-21;;;frabfc.m0107c21;
frabfcm21;FRA-BFC;M107D;-21;;;frabfc.m0107d21;
frabfcm21;FRA-BFC;M107F;-21;;;frabfc.m0107f21;
frabfcm21;FRA-BFC;M108;-21;;Marsannay-la-Côte;frabfc.m010821;
frabfcm21;FRA-BFC;M108;-21;Que;Quetigny;frabfc.m010821que;
frabfcm21;FRA-BFC;M108G;-21;;;frabfc.m0108g21;
frabfcm21;FRA-BFC;M108H;-21;;;frabfc.m0108h21;
frabfcm21;FRA-BFC;M108K;-21;;;frabfc.m0108k21;
frabfcm21;FRA-BFC;M109;-21;;;frabfc.m010921;
frabfcm21;FRA-BFC;M122;-21;;;frabfc.m012221;
frabfcm21;FRA-BFC;M122A;-21;;;frabfc.m0122a21;
frabfcm21;FRA-BFC;M123;-21;;;frabfc.m012321;
frabfcm21;FRA-BFC;M124;-21;;;frabfc.m012421;
frabfcm21;FRA-BFC;M125;-21;Apo;Saint-Apollinaire;frabfc.m012521apo;
frabfcm21;FRA-BFC;M125;-21;;Quetigny;frabfc.m012521;
frabfcm21;FRA-BFC;M125D;-21;;;frabfc.m0125d21;
frabfcm21;FRA-BFC;M126;-21;;;frabfc.m012621;
frabfcm21;FRA-BFC;M700;-21;;;frabfc.m070021;
frabfcm21;FRA-BFC;M903;-21;;;frabfc.m090321;
frabfcm21;FRA-BFC;M905;-21;;Plombières-lès-Dijon;frabfc.m090521;
frabfcm21;FRA-BFC;M905;-21;Cri;Crimolois;frabfc.m090521cri;
frabfcm21;FRA-BFC;M905B;-21;;;frabfc.m0905b21;
frabfcm21;FRA-BFC;M931;-21;;;frabfc.m093121;
frabfcm21;FRA-BFC;M968;-21;;;frabfc.m096821;
frabfcm21;FRA-BFC;M971;-21;;;frabfc.m097121;
frabfcm21;FRA-BFC;M974;-21;Val;Valmy;frabfc.m097421val;
frabfcm21;FRA-BFC;M974;-21;;Marsannay-la-Côte;frabfc.m097421;
frabfcm21;FRA-BFC;M996;-21;;;frabfc.m099621;
frabfcm21;FRA-BFC;M996A;-21;;;frabfc.m0996a21;
