system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espga;ESP-GA;AC523;;;;espga.ac523;
espga;ESP-GA;AC524;;;;espga.ac524;
espga;ESP-GA;AC527;;;;espga.ac527;
espga;ESP-GA;AC537;;;;espga.ac537;
espga;ESP-GA;AC542;;;;espga.ac542;
espga;ESP-GA;AC543;;;;espga.ac543;
espga;ESP-GA;AC544;;;;espga.ac544;
espga;ESP-GA;AC546;;;;espga.ac546;
espga;ESP-GA;AC549;;;;espga.ac549;
espga;ESP-GA;AC550;;;;espga.ac550;
espga;ESP-GA;AC551;;;;espga.ac551;
espga;ESP-GA;AC552;;;;espga.ac552;
espga;ESP-GA;AC553;;;;espga.ac553;
espga;ESP-GA;AC554;;;;espga.ac554;
espga;ESP-GA;AC563;;;;espga.ac563;
espga;ESP-GA;AC564;;;;espga.ac564;
espga;ESP-GA;AC566;;;;espga.ac566;
espga;ESP-GA;AC840;;;;espga.ac840;
espga;ESP-GA;AC841;;;;espga.ac841;
espga;ESP-GA;AC861;;;;espga.ac861;
espga;ESP-GA;AC862;;;;espga.ac862;
espga;ESP-GA;LU530;;;;espga.lu530;
espga;ESP-GA;LU533;;;;espga.lu533;
espga;ESP-GA;LU536;;;;espga.lu536;
espga;ESP-GA;LU539;;;;espga.lu539;
espga;ESP-GA;LU540;;;;espga.lu540;
espga;ESP-GA;LU541;;;;espga.lu541;
espga;ESP-GA;LU545;;;;espga.lu545;
espga;ESP-GA;LU546;;;;espga.lu546;
espga;ESP-GA;LU861;;;;espga.lu861;
espga;ESP-GA;LU862;;;;espga.lu862;
espga;ESP-GA;OU504;;;;espga.ou504;
espga;ESP-GA;OU510;;;;espga.ou510;
espga;ESP-GA;OU525;;;;espga.ou525;
espga;ESP-GA;OU531;;;;espga.ou531;
espga;ESP-GA;OU533;;;;espga.ou533;
espga;ESP-GA;OU536;;;;espga.ou536;
espga;ESP-GA;OU537;;;;espga.ou537;
espga;ESP-GA;OU538;;;;espga.ou538;
espga;ESP-GA;OU540;;;;espga.ou540;
espga;ESP-GA;OU801;;Pre;Prexigueiro;espga.ou801pre;
espga;ESP-GA;OU801;;;Cortegada;espga.ou801;
espga;ESP-GA;PO504;;;;espga.po504;
espga;ESP-GA;PO505;;;;espga.po505;
espga;ESP-GA;PO510;;;;espga.po510;
espga;ESP-GA;PO511;;;;espga.po511;
espga;ESP-GA;PO528;;;;espga.po528;
espga;ESP-GA;PO529;;;;espga.po529;
espga;ESP-GA;PO530;;;;espga.po530;
espga;ESP-GA;PO531;;;;espga.po531;
espga;ESP-GA;PO532;;;;espga.po532;
espga;ESP-GA;PO533;;;;espga.po533;
espga;ESP-GA;PO534;;;;espga.po534;
espga;ESP-GA;PO535;;;;espga.po535;
espga;ESP-GA;PO536;;;;espga.po536;
espga;ESP-GA;PO542;;;;espga.po542;
espga;ESP-GA;PO546;;;;espga.po546;
espga;ESP-GA;PO548;;;;espga.po548;
espga;ESP-GA;PO549;;;;espga.po549;
espga;ESP-GA;PO550;;;;espga.po550;
espga;ESP-GA;PO551;;;;espga.po551;
espga;ESP-GA;PO552;;;;espga.po552;
espga;ESP-GA;PO553;;;;espga.po553;
espga;ESP-GA;PO554;;;;espga.po554;
espga;ESP-GA;PO801;;;;espga.po801;
espga;ESP-GA;PO840;;;;espga.po840;
espga;ESP-GA;PO841;;;;espga.po841;
