system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espcn;ESP-CN;FV1;;;;espcn.fv001;FV1x
espcn;ESP-CN;FV2;;;;espcn.fv002;FV2x
espcn;ESP-CN;FV3;;;;espcn.fv003;
espcn;ESP-CN;FV4;;;;espcn.fv004;
espcn;ESP-CN;GC1;;;;espcn.gc001;GC1x
espcn;ESP-CN;GC2;;;;espcn.gc002;GC2x,GC2Gal
espcn;ESP-CN;GC2;;Tam;Tamadaba;espcn.gc002tam;
espcn;ESP-CN;GC3;;;;espcn.gc003;GC3x
espcn;ESP-CN;GC4;;;;espcn.gc004;GC4x
espcn;ESP-CN;GC10;;;;espcn.gc010;
espcn;ESP-CN;GC15;;;;espcn.gc015;
espcn;ESP-CN;GC20;;;;espcn.gc020;
espcn;ESP-CN;GC21;;;;espcn.gc021;
espcn;ESP-CN;GC23;;;;espcn.gc023;GC23x
espcn;ESP-CN;GC30;;;;espcn.gc030;
espcn;ESP-CN;GC31;;;;espcn.gc031;GC31x
espcn;ESP-CN;GC41;;;;espcn.gc041;
espcn;ESP-CN;GC42;;;;espcn.gc042;
espcn;ESP-CN;GC43;;;;espcn.gc043;
espcn;ESP-CN;GC60;;;;espcn.gc060;
espcn;ESP-CN;GC65;;;;espcn.gc065;
espcn;ESP-CN;GC70;;;;espcn.gc070;
espcn;ESP-CN;GC75;;;;espcn.gc075;
espcn;ESP-CN;GC80;;;;espcn.gc080;
espcn;ESP-CN;GM1;;;;espcn.gm001;
espcn;ESP-CN;GM2;;;;espcn.gm002;
espcn;ESP-CN;GM3;;;;espcn.gm003;
espcn;ESP-CN;HI1;;;;espcn.hi001;
espcn;ESP-CN;HI2;;;;espcn.hi002;
espcn;ESP-CN;HI3;;;;espcn.hi003;
espcn;ESP-CN;HI4;;;;espcn.hi004;
espcn;ESP-CN;HI5;;;;espcn.hi005;
espcn;ESP-CN;LP1;;;;espcn.lp001;
espcn;ESP-CN;LP2;;;;espcn.lp002;
espcn;ESP-CN;LP3;;;;espcn.lp003;
espcn;ESP-CN;LP4;;;;espcn.lp004;
espcn;ESP-CN;LP5;;;;espcn.lp005;
espcn;ESP-CN;LP20;;;;espcn.lp020;
espcn;ESP-CN;LP21;;;;espcn.lp021;
espcn;ESP-CN;LZ1;;;;espcn.lz001;
espcn;ESP-CN;LZ2;;;;espcn.lz002;
espcn;ESP-CN;LZ3;;;;espcn.lz003;
espcn;ESP-CN;TF1;;;;espcn.tf001;TF1x
espcn;ESP-CN;TF2;;;;espcn.tf002;TF2x
espcn;ESP-CN;TF4;;;;espcn.tf004;TF4x
espcn;ESP-CN;TF5;;;;espcn.tf005;TF5x
espcn;ESP-CN;TF11;;;;espcn.tf011;
espcn;ESP-CN;TF12;;;;espcn.tf012;
espcn;ESP-CN;TF13;;;;espcn.tf013;
espcn;ESP-CN;TF16;;;;espcn.tf016;
espcn;ESP-CN;TF21;;;;espcn.tf021;
espcn;ESP-CN;TF24;;;;espcn.tf024;
espcn;ESP-CN;TF28;;;;espcn.tf028;
espcn;ESP-CN;TF29;;;;espcn.tf029;
espcn;ESP-CN;TF31;;;;espcn.tf031;
espcn;ESP-CN;TF38;;;;espcn.tf038;
espcn;ESP-CN;TF42;;;;espcn.tf042;
espcn;ESP-CN;TF46;;;;espcn.tf046;
espcn;ESP-CN;TF47;;;;espcn.tf047;
espcn;ESP-CN;TF51;;;;espcn.tf051;
espcn;ESP-CN;TF61;;;;espcn.tf061;
espcn;ESP-CN;TF64;;;;espcn.tf064;
espcn;ESP-CN;TF65;;;;espcn.tf065;
espcn;ESP-CN;TF66;;;;espcn.tf066;
espcn;ESP-CN;TF82;;;;espcn.tf082;
