system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
czed;CZE;D0;;;(South) Praha;cze.d000;R1
czed;CZE;D0;;EPr;(East) Praha;cze.d000epr;
czed;CZE;D1;;;;cze.d001;
czed;CZE;D1;;Ost;Ostrava;cze.d001ost;
czed;CZE;D2;;;;cze.d002;
czed;CZE;D3;;;;cze.d003;
czed;CZE;D4;;;Dobříš;cze.d004;R4
czed;CZE;D4;;Pre;Předotice;cze.d004pre;R4Pre
czed;CZE;D5;;;;cze.d005;
czed;CZE;D6;;;Kladno;cze.d006;
czed;CZE;D6;;Bos;Bošov;cze.d006bos;
czed;CZE;D6;;Kar;Karlovy Vary;cze.d006kar;
czed;CZE;D7;;;Slaný;cze.d007;R7
czed;CZE;D7;;Cho;Chomutov;cze.d007cho;
czed;CZE;D8;;;;cze.d008;
czed;CZE;D10;;;;cze.d010;R10
czed;CZE;D11;;;;cze.d011;
czed;CZE;D35;;Opa;Opatovice nad Labem;cze.d035opa;
czed;CZE;D35;;Moh;Mohelnice;cze.d035moh;
czed;CZE;D35;;;Olomouc;cze.d035;R35Olo
czed;CZE;D46;;;;cze.d046;R46
czed;CZE;D48;;Bel;Bělotín;cze.d048bel;
czed;CZE;D48;;Chl;Chlebovice;cze.d048chl;
czed;CZE;D48;;;Frýdek-Místek;cze.d048;R48
czed;CZE;D52;;;;cze.d052;R52
czed;CZE;D55;;;;cze.d055;
czed;CZE;D56;;;;cze.d056;
