system;region;route;banner;abbrev;city;root;altroutenames
nldn1;NLD;N196;;;;nld.n196;
nldn1;NLD;N197;;;;nld.n197;
nldn1;NLD;N198;;;;nld.n198;
nldn1;NLD;N199;;;;nld.n199;
nldn1;NLD;N200;;;;nld.n200;
nldn1;NLD;N201;;;;nld.n201;
nldn1;NLD;N202;;;;nld.n202;
nldn1;NLD;N203;;;;nld.n203;
nldn1;NLD;N204;;;;nld.n204;
nldn1;NLD;N205;;;;nld.n205;
nldn1;NLD;N206;;;;nld.n206;
nldn1;NLD;N207;;;;nld.n207;
nldn1;NLD;N208;;;;nld.n208;
nldn1;NLD;N209;;;;nld.n209;
nldn1;NLD;N210;;;;nld.n210;
nldn1;NLD;N211;;;;nld.n211;
nldn1;NLD;N212;;;;nld.n212;
nldn1;NLD;N213;;;;nld.n213;
nldn1;NLD;N214;;;;nld.n214;
nldn1;NLD;N215;;;;nld.n215;
nldn1;NLD;N216;;Sch;Schoonhoven;nld.n216sch;
nldn1;NLD;N216;;;Nieuwpoort;nld.n216;
nldn1;NLD;N217;;;;nld.n217;
nldn1;NLD;N218;;;;nld.n218;
nldn1;NLD;N219;;;;nld.n219;
nldn1;NLD;N220;;;;nld.n220;
nldn1;NLD;N221;;;;nld.n221;
nldn1;NLD;N222;;;;nld.n222;
nldn1;NLD;N223;;;;nld.n223;
nldn1;NLD;N224;;;;nld.n224;
nldn1;NLD;N225;;;;nld.n225;
nldn1;NLD;N226;;;;nld.n226;
nldn1;NLD;N227;;;;nld.n227;
nldn1;NLD;N228;;;;nld.n228;
nldn1;NLD;N229;;;Wijk bij Duurstede;nld.n229;
nldn1;NLD;N229;;Rij;Rijswijk;nld.n229rij;
nldn1;NLD;N230;;;;nld.n230;
nldn1;NLD;N231;;;;nld.n231;
nldn1;NLD;N232;;;;nld.n232;
nldn1;NLD;N233;;;;nld.n233;
nldn1;NLD;N234;;;;nld.n234;
nldn1;NLD;N235;;;;nld.n235;
nldn1;NLD;N236;;;;nld.n236;
nldn1;NLD;N237;;;;nld.n237;
nldn1;NLD;N238;;;;nld.n238;
nldn1;NLD;N239;;;;nld.n239;
nldn1;NLD;N240;;;;nld.n240;
nldn1;NLD;N241;;;;nld.n241;
nldn1;NLD;N242;;;;nld.n242;
nldn1;NLD;N243;;;;nld.n243;
nldn1;NLD;N244;;;;nld.n244;
nldn1;NLD;N245;;;;nld.n245;
nldn1;NLD;N246;;;;nld.n246;
nldn1;NLD;N247;;;;nld.n247;
nldn1;NLD;N248;;;;nld.n248;
nldn1;NLD;N249;;;;nld.n249;
nldn1;NLD;N250;;;;nld.n250;
nldn1;NLD;N251;;;;nld.n251;
nldn1;NLD;N252;;;;nld.n252;
nldn1;NLD;N253;;;;nld.n253;
nldn1;NLD;N254;;;;nld.n254;
nldn1;NLD;N255;;;;nld.n255;
nldn1;NLD;N256;;;;nld.n256;
nldn1;NLD;N257;;;;nld.n257;
nldn1;NLD;N258;;;;nld.n258;
nldn1;NLD;N260;;;;nld.n260;
nldn1;NLD;N260A;;;;nld.n260a;
nldn1;NLD;N261;;;;nld.n261;
nldn1;NLD;N262;;;;nld.n262;
nldn1;NLD;N263;;;;nld.n263;
nldn1;NLD;N264;;;;nld.n264;
nldn1;NLD;N266;;;;nld.n266;
nldn1;NLD;N267;;;;nld.n267;
nldn1;NLD;N268;;;;nld.n268;
nldn1;NLD;N269;;;;nld.n269;
nldn1;NLD;N270;;;;nld.n270;
nldn1;NLD;N271;;;;nld.n271;
nldn1;NLD;N272;;;;nld.n272;
nldn1;NLD;N273;;;;nld.n273;
nldn1;NLD;N274;;;Posterholt;nld.n274;
nldn1;NLD;N274;;Bru;Brunssum;nld.n274bru;
nldn1;NLD;N275;;;;nld.n275;
nldn1;NLD;N276;;;;nld.n276;
nldn1;NLD;N277;;;;nld.n277;
nldn1;NLD;N278;;;;nld.n278;
nldn1;NLD;N279;;;;nld.n279;
nldn1;NLD;N280;;;;nld.n280;
nldn1;NLD;N281;;;;nld.n281;
nldn1;NLD;N282;;;;nld.n282;
nldn1;NLD;N283;;;;nld.n283;
nldn1;NLD;N284;;;;nld.n284;
nldn1;NLD;N285;;;;nld.n285;
nldn1;NLD;N286;;;;nld.n286;
nldn1;NLD;N287;;;;nld.n287;
nldn1;NLD;N288;;;;nld.n288;
nldn1;NLD;N289;;;;nld.n289;
nldn1;NLD;N290;;;;nld.n290;
nldn1;NLD;N291;;;;nld.n291;
nldn1;NLD;N292;;;;nld.n292;
nldn1;NLD;N293;;;;nld.n293;
nldn1;NLD;N294;;;;nld.n294;
nldn1;NLD;N295;;;;nld.n295;
nldn1;NLD;N296;;;;nld.n296;
nldn1;NLD;N297;;;;nld.n297;
nldn1;NLD;N298;;;;nld.n298;
nldn1;NLD;N299;;;;nld.n299;
