system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
fracvlm37;FRA-CVL;M2;-37;;;fracvl.m000237;
fracvlm37;FRA-CVL;M3;-37;;;fracvl.m000337;
fracvlm37;FRA-CVL;M6;-37;;;fracvl.m000637;
fracvlm37;FRA-CVL;M7;-37;;;fracvl.m000737;
fracvlm37;FRA-CVL;M8;-37;;;fracvl.m000837;
fracvlm37;FRA-CVL;M16;-37;;;fracvl.m001637;
fracvlm37;FRA-CVL;M28;-37;;;fracvl.m002837;
fracvlm37;FRA-CVL;M29;-37;;;fracvl.m002937;
fracvlm37;FRA-CVL;M36;-37;;;fracvl.m003637;
fracvlm37;FRA-CVL;M37;-37;;;fracvl.m003737;D37-37
fracvlm37;FRA-CVL;M48;-37;;;fracvl.m004837;
fracvlm37;FRA-CVL;M49;-37;;;fracvl.m004937;
fracvlm37;FRA-CVL;M76;-37;Fon;Fondettes;fracvl.m007637fon;
fracvlm37;FRA-CVL;M76;-37;;Chanceaux-sur-Choisille;fracvl.m007637;
fracvlm37;FRA-CVL;M77;-37;;;fracvl.m007737;
fracvlm37;FRA-CVL;M86;-37;;;fracvl.m008637;
fracvlm37;FRA-CVL;M88;-37;;;fracvl.m008837;
fracvlm37;FRA-CVL;M121;-37;;;fracvl.m012137;
fracvlm37;FRA-CVL;M126;-37;;;fracvl.m012637;
fracvlm37;FRA-CVL;M127;-37;Bal;Ballan-Miré;fracvl.m012737bal;
fracvlm37;FRA-CVL;M127;-37;;Joué-lès-Tours;fracvl.m012737;
fracvlm37;FRA-CVL;M129;-37;;;fracvl.m012937;
fracvlm37;FRA-CVL;M140;-37;;;fracvl.m014037;
fracvlm37;FRA-CVL;M276;-37;;;fracvl.m027637;
fracvlm37;FRA-CVL;M277;-37;;;fracvl.m027737;
fracvlm37;FRA-CVL;M288;-37;;;fracvl.m028837;
fracvlm37;FRA-CVL;M300;-37;;;fracvl.m030037;
fracvlm37;FRA-CVL;M321;-37;;;fracvl.m032137;
fracvlm37;FRA-CVL;M337;-37;;;fracvl.m033737;
fracvlm37;FRA-CVL;M356;-37;;;fracvl.m035637;
fracvlm37;FRA-CVL;M367;-37;;;fracvl.m036737;
fracvlm37;FRA-CVL;M476;-37;;;fracvl.m047637;
fracvlm37;FRA-CVL;M751;-37;;;fracvl.m075137;
fracvlm37;FRA-CVL;M751C;-37;;;fracvl.m0751c37;
fracvlm37;FRA-CVL;M801;-37;;;fracvl.m080137;D801-37
fracvlm37;FRA-CVL;M910;-37;;Parçay-Meslay;fracvl.m091037;
fracvlm37;FRA-CVL;M910;-37;Cha;Chambray-lès-Tours;fracvl.m091037cha;
fracvlm37;FRA-CVL;M938;-37;;;fracvl.m093837;
fracvlm37;FRA-CVL;M943;-37;;;fracvl.m094337;
fracvlm37;FRA-CVL;M952;-37;;Fondettes;fracvl.m095237;
fracvlm37;FRA-CVL;M952;-37;Roc;Rochecorbon;fracvl.m095237roc;
fracvlm37;FRA-CVL;M959;-37;;;fracvl.m095937;
