system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espvc;ESP-VC;CV10;;;;espvc.cv010;CV10x
espvc;ESP-VC;CV11;;;;espvc.cv011;
espvc;ESP-VC;CV12;;;;espvc.cv012;
espvc;ESP-VC;CV13;;;;espvc.cv013;
espvc;ESP-VC;CV14;;;;espvc.cv014;
espvc;ESP-VC;CV15;;;;espvc.cv015;
espvc;ESP-VC;CV16;;;;espvc.cv016;
espvc;ESP-VC;CV17;;;;espvc.cv017;
espvc;ESP-VC;CV18;;;;espvc.cv018;
espvc;ESP-VC;CV20;;;;espvc.cv020;
espvc;ESP-VC;CV21;;;;espvc.cv021;
espvc;ESP-VC;CV25;;;;espvc.cv025;
espvc;ESP-VC;CV30;;;;espvc.cv030;CV30x
espvc;ESP-VC;CV31;;;;espvc.cv031;CV31x
espvc;ESP-VC;CV32;;;;espvc.cv032;
espvc;ESP-VC;CV33;;;;espvc.cv033;CV33x
espvc;ESP-VC;CV35;;;;espvc.cv035;CV35x
espvc;ESP-VC;CV36;;;;espvc.cv036;CV36x
espvc;ESP-VC;CV37;;;;espvc.cv037;
espvc;ESP-VC;CV41;;;;espvc.cv041;
espvc;ESP-VC;CV42;;;;espvc.cv042;
espvc;ESP-VC;CV43;;;;espvc.cv043;
espvc;ESP-VC;CV50;;;;espvc.cv050;
espvc;ESP-VC;CV58;;;;espvc.cv058;
espvc;ESP-VC;CV60;;;;espvc.cv060;
espvc;ESP-VC;CV62;;;;espvc.cv062;
espvc;ESP-VC;CV70;;;;espvc.cv070;
espvc;ESP-VC;CV80;;;;espvc.cv080;CV80x
espvc;ESP-VC;CV81;;;;espvc.cv081;
espvc;ESP-VC;CV83;;;;espvc.cv083;
espvc;ESP-VC;CV84;;;;espvc.cv084;
espvc;ESP-VC;CV86;;;;espvc.cv086;
espvc;ESP-VC;CV91;;;;espvc.cv091;
espvc;ESP-VC;CV95;;;;espvc.cv095;
