System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
itaa;ITA;A1;;;;ita.a001;
itaa;ITA;A1;;Mil;Milano;ita.a001mil;
itaa;ITA;A1;;NRo;(North) Roma;ita.a001nro;
itaa;ITA;A1;;SRo;(South) Roma;ita.a001sro;
itaa;ITA;A1;;Cap;Capodichino;ita.a001cap;
itaa;ITA;A3;;;;ita.a003;
itaa;ITA;A4;;;;ita.a004;
itaa;ITA;A4;;Chi;Chivasso;ita.a004chi;
itaa;ITA;A4A5;;;;ita.a004a005;
itaa;ITA;A4A26;;;;ita.a004a026;
itaa;ITA;A5;;;;ita.a005;
itaa;ITA;A6;;;;ita.a006;
itaa;ITA;A7;;;;ita.a007;
itaa;ITA;A7A26;;;;ita.a007a026;
itaa;ITA;A8;;;;ita.a008;
itaa;ITA;A8A26;;;;ita.a008a026;
itaa;ITA;A9;;;;ita.a009;
itaa;ITA;A10;;;;ita.a010;
itaa;ITA;A11;;;;ita.a011;
itaa;ITA;A11A12;;;;ita.a011a012;
itaa;ITA;A12;;;;ita.a012;
itaa;ITA;A12;;Liv;Livorno;ita.a012liv;
itaa;ITA;A12;;Cit;Civitavecchia;ita.a012cit;
itaa;ITA;A13;;;;ita.a013;
itaa;ITA;A13;;Fer;Ferrara;ita.a013fer;
itaa;ITA;A13;;Pad;Padova;ita.a013pad;
itaa;ITA;A14;;;;ita.a014;
itaa;ITA;A14;;Cas;Casalecchio;ita.a014cas;
itaa;ITA;A14;;Rav;Ravenna;ita.a014rav;
itaa;ITA;A15;;;;ita.a015;
itaa;ITA;A15;;San;San Stefano di Magra;ita.a015san;
itaa;ITA;A16;;;;ita.a016;
itaa;ITA;A18;;;;ita.a018;
itaa;ITA;A18;;Sir;Siracusa;ita.a018sir;
itaa;ITA;A18;;Cat;Catania;ita.a018cat;
itaa;ITA;A19;;;;ita.a019;
itaa;ITA;A19;;Pal;Palermo;ita.a019pal;
itaa;ITA;A19;;Cal;Caltanissetta;ita.a019cal;
itaa;ITA;A20;;;;ita.a020;
itaa;ITA;A21;;;;ita.a021;
itaa;ITA;A21;;Cor;Cortemaggiore;ita.a021cor;
itaa;ITA;A21;;Bre;Brescia;ita.a021bre;
itaa;ITA;A22;;;;ita.a022;
itaa;ITA;A23;;;;ita.a023;
itaa;ITA;A24;;;;ita.a024;
itaa;ITA;A25;;;;ita.a025;
itaa;ITA;A26;;;;ita.a026;
itaa;ITA;A27;;;;ita.a027;
itaa;ITA;A28;;;;ita.a028;
itaa;ITA;A29;;;;ita.a029;
itaa;ITA;A29;;Pun;Punta Raisi;ita.a029pun;
itaa;ITA;A29;;Tra;Trapani;ita.a029tra;
itaa;ITA;A29;;Bir;Birgi;ita.a029bir;
itaa;ITA;A29;;Pal;Palermo;ita.a029pal;
itaa;ITA;A30;;;;ita.a030;
itaa;ITA;A31;;;;ita.a031;
itaa;ITA;A32;;;;ita.a032;
itaa;ITA;A33;;Ast;Asti;ita.a033ast;
itaa;ITA;A33;;;;ita.a033;
itaa;ITA;A34;;;;ita.a034;RAVilGor
itaa;ITA;A50;;;;ita.a050;
itaa;ITA;A51;;;;ita.a051;
itaa;ITA;A52;;;;ita.a052;
itaa;ITA;A53;;;;ita.a053;
itaa;ITA;A54;;;;ita.a054;
itaa;ITA;A55;;STo;(South) Torino;ita.a055sto;
itaa;ITA;A55;;Mon;Moncalieri;ita.a055mon;
itaa;ITA;A55;;Pin;Pinerolo;ita.a055pin;
itaa;ITA;A55;;;(North) Torino;ita.a055;
itaa;ITA;A55;;Fal;Falchera;ita.a055fal;
itaa;ITA;A56;;;;ita.a056;
itaa;ITA;A57;;;;ita.a057;
itaa;ITA;A57;;Ven;Venezia;ita.a057ven;
itaa;ITA;A91;;;Autostrada Roma-Fiumicino;ita.a091;
itaa;ITA;AGRA;;;;ita.agra;
