systemName;region;route;banner;abbrev;city;root
indah;IND-WB;AH001;;;;indwb.ah001;
indah;IND-WB;AH002;;;;indwb.ah002;
indah;IND-WB;AH045;;;;indwb.ah045;
indah;IND-WB;AH046;;;;indwb.ah046;
indah;IND-WB;AH048;;;;indwb.ah048;
