System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
czer;CZE;R1;;;(South) Praha;cze.r001;
czer;CZE;R1;;EPr;(East) Praha;cze.r001epr;
czer;CZE;R4;;;Dobříš;cze.r004;
czer;CZE;R4;;Pre;Předotice;cze.r004pre;
czer;CZE;R6;;;Kladno;cze.r006;
czer;CZE;R6;;Bos;Bošov;cze.r006bos;
czer;CZE;R6;;Kar;Karlovy Vary;cze.r006kar;
czer;CZE;R7;;;Slaný;cze.r007;
czer;CZE;R7;;Cho;Chomutov;cze.r007cho;R7Vys
czer;CZE;R10;;;;cze.r010;
czer;CZE;R35;;;Liberec;cze.r035;
czer;CZE;R35;;Opa;Opatovice nad Labem;cze.r035opa;
czer;CZE;R35;;Moh;Mohelnice;cze.r035moh;
czer;CZE;R35;;Olo;Olomouc;cze.r035olo;
czer;CZE;R43;;;;cze.r043;
czer;CZE;R46;;;;cze.r046;
czer;CZE;R48;;Bel;Bělotín;cze.r048bel;
czer;CZE;R48;;Chl;Chlebovice;cze.r048chl;
czer;CZE;R48;;;Frýdek-Místek;cze.r048;
czer;CZE;R52;;;;cze.r052;
czer;CZE;R55;;;;cze.r055;
czer;CZE;R56;;;;cze.r056;
czer;CZE;R63;;;;cze.r063;
