System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
irlr6;IRL;R600;;;;irl.r600;
irlr6;IRL;R601;;;;irl.r601;
irlr6;IRL;R602;;;;irl.r602;
irlr6;IRL;R603;;;;irl.r603;
irlr6;IRL;R604;;;;irl.r604;
irlr6;IRL;R605;;;;irl.r605;
irlr6;IRL;R606;;;;irl.r606;
irlr6;IRL;R607;;;;irl.r607;
irlr6;IRL;R608;;;;irl.r608;
irlr6;IRL;R609;;;;irl.r609;
irlr6;IRL;R610;;;;irl.r610;
irlr6;IRL;R611;;;;irl.r611;
irlr6;IRL;R612;;;;irl.r612;
irlr6;IRL;R613;;;;irl.r613;
irlr6;IRL;R614;;;;irl.r614;
irlr6;IRL;R615;;;;irl.r615;
irlr6;IRL;R616;;;;irl.r616;
irlr6;IRL;R617;;;;irl.r617;
irlr6;IRL;R618;;;;irl.r618;
irlr6;IRL;R619;;;;irl.r619;
irlr6;IRL;R620;;;;irl.r620;
irlr6;IRL;R621;;;;irl.r621;
irlr6;IRL;R622;;;;irl.r622;
irlr6;IRL;R623;;;;irl.r623;
irlr6;IRL;R624;;;;irl.r624;
irlr6;IRL;R626;;;;irl.r626;
irlr6;IRL;R627;;;;irl.r627;
irlr6;IRL;R628;;;;irl.r628;
irlr6;IRL;R629;;;;irl.r629;
irlr6;IRL;R630;;;;irl.r630;
irlr6;IRL;R631;;;;irl.r631;
irlr6;IRL;R632;;;;irl.r632;
irlr6;IRL;R633;;;;irl.r633;
irlr6;IRL;R634;;;;irl.r634;
irlr6;IRL;R635;;;;irl.r635;
irlr6;IRL;R636;;;;irl.r636;
irlr6;IRL;R637;;;;irl.r637;
irlr6;IRL;R638;;;;irl.r638;
irlr6;IRL;R639;;;;irl.r639;
irlr6;IRL;R640;;;;irl.r640;
irlr6;IRL;R641;;;;irl.r641;
irlr6;IRL;R659;;;;irl.r659;
irlr6;IRL;R660;;;;irl.r660;
irlr6;IRL;R661;;;;irl.r661;
irlr6;IRL;R662;;;;irl.r662;
irlr6;IRL;R663;;;;irl.r663;
irlr6;IRL;R664;;;;irl.r664;
irlr6;IRL;R665;;;;irl.r665;
irlr6;IRL;R666;;;;irl.r666;
irlr6;IRL;R667;;;;irl.r667;
irlr6;IRL;R668;;;;irl.r668;
irlr6;IRL;R669;;;;irl.r669;
irlr6;IRL;R670;;;;irl.r670;
irlr6;IRL;R671;;;;irl.r671;
irlr6;IRL;R672;;;;irl.r672;
irlr6;IRL;R673;;;;irl.r673;
irlr6;IRL;R674;;;;irl.r674;
irlr6;IRL;R675;;;;irl.r675;
irlr6;IRL;R676;;;;irl.r676;
irlr6;IRL;R677;;;;irl.r677;
irlr6;IRL;R678;;;;irl.r678;
irlr6;IRL;R679;;;;irl.r679;
irlr6;IRL;R680;;;;irl.r680;
irlr6;IRL;R681;;;;irl.r681;
irlr6;IRL;R682;;;;irl.r682;
irlr6;IRL;R683;;;;irl.r683;
irlr6;IRL;R684;;;;irl.r684;
irlr6;IRL;R685;;;;irl.r685;
irlr6;IRL;R686;;;;irl.r686;
irlr6;IRL;R687;;;;irl.r687;
irlr6;IRL;R688;;;;irl.r688;
irlr6;IRL;R689;;;;irl.r689;
irlr6;IRL;R690;;;;irl.r690;
irlr6;IRL;R691;;;;irl.r691;
irlr6;IRL;R692;;;;irl.r692;
irlr6;IRL;R693;;;;irl.r693;
irlr6;IRL;R694;;;;irl.r694;
irlr6;IRL;R695;;;;irl.r695;
irlr6;IRL;R696;;;;irl.r696;
irlr6;IRL;R697;;;;irl.r697;
irlr6;IRL;R698;;;;irl.r698;
irlr6;IRL;R699;;;;irl.r699;
