system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espcl;ESP-CL;CL101;;;;espcl.cl101;
espcl;ESP-CL;CL116;;;;espcl.cl116;
espcl;ESP-CL;CL117;;;;espcl.cl117;
espcl;ESP-CL;CL127;;;;espcl.cl127;
espcl;ESP-CL;CL501;;;Ramacastanas;espcl.cl501;
espcl;ESP-CM;CL501;;;;espcm.cl501;
espcl;ESP-CL;CL501;;Adr;La Adrada;espcl.cl501adr;
espcl;ESP-CL;CL505;;;;espcl.cl505;
espcl;ESP-CL;CL507;;;;espcl.cl507;
espcl;ESP-CL;CL510;;;;espcl.cl510;
espcl;ESP-CL;CL512;;;;espcl.cl512;
espcl;ESP-CL;CL517;;;;espcl.cl517;
espcl;ESP-CL;CL526;;;;espcl.cl526;
espcl;ESP-CL;CL527;;;;espcl.cl527;
espcl;ESP-CL;CL600;;;;espcl.cl600;
espcl;ESP-CL;CL601;;;;espcl.cl601;
espcl;ESP-CL;CL602;;;;espcl.cl602;
espcl;ESP-CL;CL603;;;;espcl.cl603;
espcl;ESP-CL;CL605;;;;espcl.cl605;
espcl;ESP-CL;CL607;;;;espcl.cl607;
espcl;ESP-CL;CL610;;;;espcl.cl610;
espcl;ESP-CL;CL612;;;;espcl.cl612;
espcl;ESP-CL;CL613;;;;espcl.cl613;
espcl;ESP-CL;CL615;;;;espcl.cl615;
espcl;ESP-CL;CL619;;;;espcl.cl619;
espcl;ESP-CL;CL620;;;;espcl.cl620;
espcl;ESP-CL;CL621;;;;espcl.cl621;
espcl;ESP-CL;CL622;;;;espcl.cl622;
espcl;ESP-CL;CL623;;;;espcl.cl623;
espcl;ESP-CL;CL624;;;;espcl.cl624;
espcl;ESP-CL;CL626;;;;espcl.cl626;
espcl;ESP-CL;CL627;;;;espcl.cl627;
espcl;ESP-CL;CL628;;;;espcl.cl628;
espcl;ESP-CL;CL629;;;;espcl.cl629;
espcl;ESP-CL;CL630;;;;espcl.cl630;
espcl;ESP-CL;CL631;;;;espcl.cl631;
espcl;ESP-CL;CL632;;;;espcl.cl632;
espcl;ESP-CL;CL633;;;;espcl.cl633;
espcl;ESP-CL;CL635;;;;espcl.cl635;
