systemName;region;route;banner;abbrev;city;root;altRouteNames;
ausvicmr;AUS-VIC;MR4;;;;ausvic.mr004;
ausvicmr;AUS-VIC;MR5;;;;ausvic.mr005;
ausvicmr;AUS-VIC;MR7;;;;ausvic.mr007;
ausvicmr;AUS-VIC;MR8;;;;ausvic.mr008;
ausvicmr;AUS-VIC;MR9;;;;ausvic.mr009;
ausvicmr;AUS-VIC;MR10;;;;ausvic.mr010;
ausvicmr;AUS-VIC;MR12;;;;ausvic.mr012;
ausvicmr;AUS-VIC;MR13;;;;ausvic.mr013;
ausvicmr;AUS-VIC;MR14;;;;ausvic.mr014;
ausvicmr;AUS-VIC;MR15;;;;ausvic.mr015;
ausvicmr;AUS-VIC;MR16;;;;ausvic.mr016;
ausvicmr;AUS-VIC;MR17;;;;ausvic.mr017;
ausvicmr;AUS-VIC;MR18;;;;ausvic.mr018;
ausvicmr;AUS-VIC;MR19;;;;ausvic.mr019;
ausvicmr;AUS-VIC;MR20;;;;ausvic.mr020;
ausvicmr;AUS-VIC;MR21;;;;ausvic.mr021;
ausvicmr;AUS-VIC;MR22;;;;ausvic.mr022;
ausvicmr;AUS-VIC;MR23;;;;ausvic.mr023;
ausvicmr;AUS-VIC;MR24;;;;ausvic.mr024;
ausvicmr;AUS-VIC;MR25;;;;ausvic.mr025;
ausvicmr;AUS-VIC;MR26;;;;ausvic.mr026;
ausvicmr;AUS-VIC;MR27;;;;ausvic.mr027;
ausvicmr;AUS-VIC;MR28;;;;ausvic.mr028;
ausvicmr;AUS-VIC;MR29;;;;ausvic.mr029;
ausvicmr;AUS-VIC;MR30;;;;ausvic.mr030;
ausvicmr;AUS-VIC;MR32;;;;ausvic.mr032;
ausvicmr;AUS-VIC;MR33;;;;ausvic.mr033;
ausvicmr;AUS-VIC;MR34;;;;ausvic.mr034;
ausvicmr;AUS-VIC;MR35;;;;ausvic.mr035;
ausvicmr;AUS-VIC;MR36;;;;ausvic.mr036;
ausvicmr;AUS-VIC;MR37;;;;ausvic.mr037;
ausvicmr;AUS-VIC;MR38;;;;ausvic.mr038;
ausvicmr;AUS-VIC;MR39;;;;ausvic.mr039;
ausvicmr;AUS-VIC;MR40;;;;ausvic.mr040;
ausvicmr;AUS-VIC;MR41;;;;ausvic.mr041;
ausvicmr;AUS-VIC;MR42;;;;ausvic.mr042;
ausvicmr;AUS-VIC;MR44;;;;ausvic.mr044;
ausvicmr;AUS-VIC;MR45;;;;ausvic.mr045;
ausvicmr;AUS-VIC;MR46;;;;ausvic.mr046;
ausvicmr;AUS-VIC;MR47;;;;ausvic.mr047;
ausvicmr;AUS-VIC;MR48;;;;ausvic.mr048;
ausvicmr;AUS-VIC;MR49;;;;ausvic.mr049;
ausvicmr;AUS-VIC;MR50;;;;ausvic.mr050;
ausvicmr;AUS-VIC;MR52;;;;ausvic.mr052;
ausvicmr;AUS-VIC;MR55;;;;ausvic.mr055;
ausvicmr;AUS-VIC;MR56;;;;ausvic.mr056;
ausvicmr;AUS-VIC;MR57;;;;ausvic.mr057;
ausvicmr;AUS-VIC;MR58;;;;ausvic.mr058;
ausvicmr;AUS-VIC;MR61;;;;ausvic.mr061;
ausvicmr;AUS-VIC;MR62;;;;ausvic.mr062;
ausvicmr;AUS-VIC;MR83;;;;ausvic.mr083;
ausvicmr;AUS-VIC;MR87;;;;ausvic.mr087;
