System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
itass;ITA;SS125;;Fox;Foxi;ita.ss125fox;
itass;ITA;SS125;;Ter;Tertenia;ita.ss125ter;
itass;ITA;SS125;;;Olbia;ita.ss125;
itass;ITA;SS125;Dir;;;ita.ss125dir;
itass;ITA;SS125;Var;;Murera;ita.ss125var;
itass;ITA;SS125;Var;Bar;Bari;ita.ss125varbar;
itass;ITA;SS126;;;;ita.ss126;
itass;ITA;SS126;Dir;;;ita.ss126dir;
itass;ITA;SS127;;;;ita.ss127;
itass;ITA;SS127;Bis;;;ita.ss127bis;
itass;ITA;SS128;;;;ita.ss128;
itass;ITA;SS128;Bis;;;ita.ss128bis;
itass;ITA;SS129;;;;ita.ss129;
itass;ITA;SS129;Bis;;;ita.ss129bis;
itass;ITA;SS130;;;;ita.ss130;
itass;ITA;SS130;Dir;;;ita.ss130dir;
itass;ITA;SS131;;;;ita.ss131;
itass;ITA;SS131;Bis;;;ita.ss131bis;
itass;ITA;SS131;Dir;;Olbia;ita.ss131dir;
itass;ITA;SS131;Dir;Cag;Cagliari;ita.ss131dircag;
itass;ITA;SS132;;;;ita.ss132;
itass;ITA;SS133;;;;ita.ss132dir;
itass;ITA;SS133;Bis;;;ita.ss133bis;
itass;ITA;SS134;;;;ita.ss134;
itass;ITA;SS195;;;;ita.ss195;
itass;ITA;SS195;Rac;;;ita.ss195rac;
itass;ITA;SS196;;;;ita.ss196;
itass;ITA;SS196;Dir;;;ita.ss196dir;
itass;ITA;SS197;;;;ita.ss197;
itass;ITA;SS198;;;;ita.ss198;
itass;ITA;SS199;;;;ita.ss199;
itass;ITA;SS200;;;;ita.ss200;
itass;ITA;SS291;;;;ita.ss291;
itass;ITA;SS291;Dir;;;ita.ss291dir;
itass;ITA;SS291;Var;;;ita.ss291var;
itass;ITA;SS292;;;;ita.ss292;
itass;ITA;SS292;Dir;;;ita.ss292dir;
itass;ITA;SS293;;;;ita.ss293;
itass;ITA;SS295;;;;ita.ss295;
itass;ITA;SS387;;;;ita.ss387;
itass;ITA;SS388;;;;ita.ss388;
itass;ITA;SS389;;;Bitzi;ita.ss389;
itass;ITA;SS389;;Art;Arthana;ita.ss389art;
itass;ITA;SS389;Dir;;Udduso;ita.ss389dir;
itass;ITA;SS389;Dir;Fon;Fonni;ita.ss389dirfon;
itass;ITA;SS389;Var;;;ita.ss389var;
itass;ITA;SS390;;;;ita.ss390;
itass;ITA;SS391;;;;ita.ss391;
itass;ITA;SS392;;;;ita.ss392;
itass;ITA;SS427;;;;ita.ss427;
itass;ITA;SS442;;;;ita.ss442;
itass;ITA;SS446;;;;ita.ss446;
itass;ITA;SS537;;;;ita.ss537;
itass;ITA;SS547;;;;ita.ss547;
itass;ITA;SS554;;;;ita.ss554;
itass;ITA;SS597;;Pia;Piaghe;ita.ss597pia;
itass;ITA;SS597;;Chi;Chilivani;ita.ss597chi;
itass;ITA;SS597;;;Belchidda;ita.ss597;
itass;ITA;SS672;;;;ita.ss672;
itass;ITA;SS729;;;Aldara;ita.ss729;
itass;ITA;SS729;;Osc;Oscheri;ita.ss729osc;
itass;ITA;SS729;;Olb;Olbia;ita.ss729olb;
