System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
usatxr;TX;RM1;;;;tx.rm0001;
usatxr;TX;RM12;;;;tx.rm0012;
usatxr;TX;RM32;;;;tx.rm0032;
usatxr;TX;RM33;;;;tx.rm0033;
usatxr;TX;RM150;;;;tx.rm0150;
usatxr;TX;RM152;;;;tx.rm0152;
usatxr;TX;RM165;;;;tx.rm0165;
usatxr;TX;RM169;;;;tx.rm0169;
usatxr;TX;RM187;;;;tx.rm0187;
usatxr;TX;RM189;;;;tx.rm0189;
usatxr;TX;RM243;;;;tx.rm0243;
usatxr;TX;RM334;;;;tx.rm0334;
usatxr;TX;RM335;;;;tx.rm0335;
usatxr;TX;RM336;;;;tx.rm0336;
usatxr;TX;RM337;;;;tx.rm0337;
usatxr;TX;RM385;;;;tx.rm0385;
usatxr;TX;RM386;;;;tx.rm0386;
usatxr;TX;RM473;;;;tx.rm0473;
usatxr;TX;RM474;;;;tx.rm0474;
usatxr;TX;RM479;;;;tx.rm0479;
usatxr;TX;RM480;;;;tx.rm0480;
usatxr;TX;RM484;;;;tx.rm0484;
usatxr;TX;RM501;;;;tx.rm0501;
usatxr;TX;RM505;;;;tx.rm0505;
usatxr;TX;RM584;;;;tx.rm0584;
usatxr;TX;RM620;;;;tx.rm0620;
usatxr;TX;RM628;;;;tx.rm0628;
usatxr;TX;RM648;;;;tx.rm0648;
usatxr;TX;RM652;;;;tx.rm0652;
usatxr;TX;RM674;;;;tx.rm0674;
usatxr;TX;RM687;;;;tx.rm0687;
usatxr;TX;RM687;Spr;Lak;Lake Meredith;tx.rm0687sprlak;
usatxr;TX;RM690;;;;tx.rm0690;
usatxr;TX;RM693;;;;tx.rm0693;
usatxr;TX;RM783;;;;tx.rm0783;
usatxr;TX;RM853;;;;tx.rm0853;
usatxr;TX;RM864;;;;tx.rm0864;
usatxr;TX;RM915;;;;tx.rm0915;
usatxr;TX;RM962;;;;tx.rm0962;
usatxr;TX;RM962;Spr;Cyp;Cypress Mill;tx.rm0962sprcyp;
usatxr;TX;RM963;;;;tx.rm0963;
usatxr;TX;RM965;;;;tx.rm0965;
usatxr;TX;RM967;;;;tx.rm0967;
usatxr;TX;RM1022;;;;tx.rm1022;
usatxr;TX;RM1024;;;;tx.rm1024;
usatxr;TX;RM1050;;;;tx.rm1050;
usatxr;TX;RM1061;;;;tx.rm1061;
usatxr;TX;RM1077;;;;tx.rm1077;
usatxr;TX;RM1108;;;;tx.rm1108;
usatxr;TX;RM1111;;;;tx.rm1111;
usatxr;TX;RM1165;;;;tx.rm1165;
usatxr;TX;RM1174;;;;tx.rm1174;
usatxr;TX;RM1221;;;;tx.rm1221;
usatxr;TX;RM1222;;;;tx.rm1222;
usatxr;TX;RM1282;;;;tx.rm1282;
usatxr;TX;RM1312;;;;tx.rm1312;
usatxr;TX;RM1319;;;;tx.rm1319;
usatxr;TX;RM1320;;;;tx.rm1320;
usatxr;TX;RM1321;;;;tx.rm1321;
usatxr;TX;RM1323;;;;tx.rm1323;
usatxr;TX;RM1357;;;;tx.rm1357;
usatxr;TX;RM1376;;;;tx.rm1376;
usatxr;TX;RM1431;;;;tx.rm1431;
usatxr;TX;RM1474;;;;tx.rm1474;
usatxr;TX;RM1492;;;;tx.rm1492;
usatxr;TX;RM1526;;;;tx.rm1526;
usatxr;TX;RM1555;;;;tx.rm1555;
usatxr;TX;RM1623;;;;tx.rm1623;
usatxr;TX;RM1631;;;;tx.rm1631;
usatxr;TX;RM1672;;;;tx.rm1672;
usatxr;TX;RM1674;;;;tx.rm1674;
usatxr;TX;RM1675;;;;tx.rm1675;
usatxr;TX;RM1676;;;;tx.rm1676;
usatxr;TX;RM1691;;;;tx.rm1691;
usatxr;TX;RM1723;;;;tx.rm1723;
usatxr;TX;RM1773;;;;tx.rm1773;
usatxr;TX;RM1826;;;;tx.rm1826;
usatxr;TX;RM1832;;;;tx.rm1832;
usatxr;TX;RM1837;;;;tx.rm1837;
usatxr;TX;RM1855;;;;tx.rm1855;
usatxr;TX;RM1865;;;;tx.rm1865;
usatxr;TX;RM1869;;;;tx.rm1869;
usatxr;TX;RM1871;;;;tx.rm1871;
usatxr;TX;RM1888;;;;tx.rm1888;
usatxr;TX;RM1900;;;;tx.rm1900;
usatxr;TX;RM1919;;;;tx.rm1919;
usatxr;TX;RM1919;Spr;Sey;Seymour;tx.rm1919sprsey;
