system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
fragesm57;FRA-GES;M1;-57;;;frages.m000157;
fragesm57;FRA-GES;M1C;-57;;;frages.m0001c57;
fragesm57;FRA-GES;M1D;-57;;;frages.m0001d57;
fragesm57;FRA-GES;M2;-57;;;frages.m000257;
fragesm57;FRA-GES;M3;-57;;;frages.m000357;
fragesm57;FRA-GES;M4;-57;;;frages.m000457;
fragesm57;FRA-GES;M5;-57;;;frages.m000557;
fragesm57;FRA-GES;M5A;-57;;;frages.m0005a57;
fragesm57;FRA-GES;M5B;-57;;;frages.m0005b57;
fragesm57;FRA-GES;M5C;-57;;;frages.m0005c57;
fragesm57;FRA-GES;M6;-57;;;frages.m000657;
fragesm57;FRA-GES;M6A;-57;;;frages.m0006a57;
fragesm57;FRA-GES;M6D;-57;;;frages.m0006d57;
fragesm57;FRA-GES;M7;-57;;;frages.m000757;
fragesm57;FRA-GES;M11;-57;;;frages.m001157;
fragesm57;FRA-GES;M11B;-57;;;frages.m0011b57;
fragesm57;FRA-GES;M50;-57;;;frages.m005057;
fragesm57;FRA-GES;M50A;-57;;;frages.m0050a57;
fragesm57;FRA-GES;M51;-57;;;frages.m005157;
fragesm57;FRA-GES;M54;-57;;;frages.m005457;
fragesm57;FRA-GES;M54A;-57;;;frages.m0054a57;
fragesm57;FRA-GES;M66;-57;;;frages.m006657;
fragesm57;FRA-GES;M67;-57;Laq;Laquenexy;frages.m006757laq;
fragesm57;FRA-GES;M67;-57;;Marieulles;frages.m006757;
fragesm57;FRA-GES;M68;-57;;;frages.m006857;
fragesm57;FRA-GES;M68A;-57;;;frages.m0068a57;
fragesm57;FRA-GES;M69;-57;;;frages.m006957;
fragesm57;FRA-GES;M69C;-57;;;frages.m0069c57;
fragesm57;FRA-GES;M69D;-57;;;frages.m0069d57;
fragesm57;FRA-GES;M69E;-57;;;frages.m0069e57;
fragesm57;FRA-GES;M70;-57;Mec;Mécleuves;frages.m007057mec;
fragesm57;FRA-GES;M70;-57;;Laquenexy;frages.m007057;
fragesm57;FRA-GES;M70E;-57;;;frages.m0070e57;
fragesm57;FRA-GES;M103C;-57;;;frages.m0103c57;
fragesm57;FRA-GES;M103D;-57;;;frages.m0103d57;
fragesm57;FRA-GES;M103E;-57;;;frages.m0103e57;
fragesm57;FRA-GES;M103F;-57;;;frages.m0103f57;
fragesm57;FRA-GES;M103G;-57;;;frages.m0103g57;
fragesm57;FRA-GES;M103H;-57;;;frages.m0103h57;
fragesm57;FRA-GES;M103J;-57;;;frages.m0103j57;
fragesm57;FRA-GES;M103W;-57;;;frages.m0103w57;
fragesm57;FRA-GES;M103Y;-57;;;frages.m0103y57;
fragesm57;FRA-GES;M103YB;-57;;;frages.m0103yb57;
fragesm57;FRA-GES;M112A;-57;;;frages.m0112a57;
fragesm57;FRA-GES;M113A;-57;;;frages.m0113a57;
fragesm57;FRA-GES;M153A;-57;;;frages.m0153a57;D153A-57
fragesm57;FRA-GES;M153B;-57;;;frages.m0153b57;
fragesm57;FRA-GES;M153Z;-57;;;frages.m0153z57;
fragesm57;FRA-GES;M155B;-57;;;frages.m0155b57;
fragesm57;FRA-GES;M155C;-57;;;frages.m0155c57;
fragesm57;FRA-GES;M155D;-57;;;frages.m0155d57;
fragesm57;FRA-GES;M157A;-57;;;frages.m0157a57;
fragesm57;FRA-GES;M157B;-57;;;frages.m0157b57;
fragesm57;FRA-GES;M157C;-57;;;frages.m0157c57;
fragesm57;FRA-GES;M157D;-57;;;frages.m0157d57;
fragesm57;FRA-GES;M199A;-57;;;frages.m0199a57;
fragesm57;FRA-GES;M603;-57;;Gravelotte;frages.m060357;
fragesm57;FRA-GES;M603;-57;Bor;Borny;frages.m060357bor;
fragesm57;FRA-GES;M643;-57;;;frages.m064357;
fragesm57;FRA-GES;M652;-57;;;frages.m065257;
fragesm57;FRA-GES;M657;-57;;;frages.m065757;
fragesm57;FRA-GES;M913;-57;;;frages.m091357;
fragesm57;FRA-GES;M953;-57;;;frages.m095357;
fragesm57;FRA-GES;M954;-57;;;frages.m095457;
fragesm57;FRA-GES;M955;-57;;;frages.m095557;
fragesm57;FRA-GES;M955AN;-57;;;frages.m0955an57;
fragesm57;FRA-GES;M999;-57;;;frages.m099957;
