system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espar;ESP-AR;A116;;;;espar.a116;
espar;ESP-AR;A120;;;;espar.a120;
espar;ESP-AR;A121;;;;espar.a121;
espar;ESP-AR;A122;;;;espar.a122;
espar;ESP-AR;A123;;;;espar.a123;
espar;ESP-AR;A124;;;;espar.a124;
espar;ESP-AR;A125;;;;espar.a125;
espar;ESP-AR;A126;;;;espar.a126;
espar;ESP-AR;A127;;;;espar.a127;
espar;ESP-AR;A129;;;;espar.a129;
espar;ESP-AR;A130;;;;espar.a130;
espar;ESP-AR;A131;;;;espar.a131;
espar;ESP-AR;A132;;;;espar.a132;
espar;ESP-AR;A133;;;;espar.a133;
espar;ESP-AR;A135;;;;espar.a135;
espar;ESP-AR;A136;;;;espar.a136;
espar;ESP-AR;A137;;;;espar.a137;
espar;ESP-AR;A138;;;;espar.a138;
espar;ESP-AR;A139;;;;espar.a139;
espar;ESP-AR;A140;;;;espar.a140;
espar;ESP-AR;A176;;;;espar.a176;
espar;ESP-AR;A202;;;;espar.a202;
espar;ESP-AR;A211;;;;espar.a211;
espar;ESP-AR;A220;;;;espar.a220;
espar;ESP-AR;A220;;Alm;La Almunia de Dona Godina (spur);espar.a220alm;
espar;ESP-AR;A221;;;;espar.a221;
espar;ESP-AR;A222;;;;espar.a222;
espar;ESP-AR;A223;;;;espar.a223;
espar;ESP-AR;A224;;;;espar.a224;
espar;ESP-AR;A225;;;;espar.a225;
espar;ESP-AR;A226;;Mas;Mas de las Matas;espar.a226mas;
espar;ESP-AR;A226;;;Fortanete;espar.a226;
espar;ESP-AR;A227;;;;espar.a227;
espar;ESP-AR;A228;;;;espar.a228;
espar;ESP-AR;A230;;;;espar.a230;
espar;ESP-AR;A231;;;;espar.a231;
espar;ESP-AR;A232;;;;espar.a232;
espar;ESP-AR;A242;;;;espar.a242;
