system;region;route;banner;abbrev;city;fileroot;AltRouteNames
usaky7;KY;KY3001;;;;ky.ky3001;
usaky7;KY;KY3002;;;;ky.ky3002;
usaky7;KY;KY3003;;;;ky.ky3003;
usaky7;KY;KY3004;;;;ky.ky3004;
usaky7;KY;KY3005;;;;ky.ky3005;
usaky7;KY;KY3007;;;;ky.ky3007;
usaky7;KY;KY3008;;;;ky.ky3008;
usaky7;KY;KY3009;;;;ky.ky3009;
usaky7;KY;KY3010;;;;ky.ky3010;
usaky7;KY;KY3012;;;;ky.ky3012;
usaky7;KY;KY3015;;;;ky.ky3015;
usaky7;KY;KY3016;;;;ky.ky3016;
usaky7;KY;KY3017;;;;ky.ky3017;
usaky7;KY;KY3018;;;;ky.ky3018;
usaky7;KY;KY3019;;;;ky.ky3019;
usaky7;KY;KY3020;;;;ky.ky3020;
usaky7;KY;KY3021;;;;ky.ky3021;
usaky7;KY;KY3022;;;;ky.ky3022;
usaky7;KY;KY3024;;;;ky.ky3024;
usaky7;KY;KY3025;;;;ky.ky3025;
usaky7;KY;KY3033;;;;ky.ky3033;
usaky7;KY;KY3035;;;;ky.ky3035;
usaky7;KY;KY3036;;;;ky.ky3036;
usaky7;KY;KY3037;;;;ky.ky3037;
usaky7;KY;KY3038;;;;ky.ky3038;
usaky7;KY;KY3039;;;;ky.ky3039;
usaky7;KY;KY3041;;;;ky.ky3041;
usaky7;KY;KY3044;;;;ky.ky3044;
usaky7;KY;KY3045;;;;ky.ky3045;
usaky7;KY;KY3051;;;;ky.ky3051;
usaky7;KY;KY3054;;;;ky.ky3054;
usaky7;KY;KY3055;;;;ky.ky3055;
usaky7;KY;KY3056;;;;ky.ky3056;
usaky7;KY;KY3057;;;;ky.ky3057;
usaky7;KY;KY3059;;;;ky.ky3059;
usaky7;KY;KY3060;;;;ky.ky3060;
usaky7;KY;KY3061;;;;ky.ky3061;
usaky7;KY;KY3062;;;;ky.ky3062;
usaky7;KY;KY3063;;;;ky.ky3063;
usaky7;KY;KY3065;;;;ky.ky3065;
usaky7;KY;KY3066;;;;ky.ky3066;
usaky7;KY;KY3067;;;;ky.ky3067;
usaky7;KY;KY3068;;;;ky.ky3068;
usaky7;KY;KY3070;;;;ky.ky3070;
usaky7;KY;KY3072;;;;ky.ky3072;
usaky7;KY;KY3073;;;;ky.ky3073;
usaky7;KY;KY3074;;;;ky.ky3074;
usaky7;KY;KY3075;;;;ky.ky3075;
usaky7;KY;KY3076;;;;ky.ky3076;
usaky7;KY;KY3083;;;;ky.ky3083;
usaky7;KY;KY3084;;;;ky.ky3084;
usaky7;KY;KY3085;;;;ky.ky3085;
usaky7;KY;KY3086;;;;ky.ky3086;
usaky7;KY;KY3087;;;;ky.ky3087;
usaky7;KY;KY3089;;;;ky.ky3089;
usaky7;KY;KY3091;;;;ky.ky3091;
usaky7;KY;KY3092;;;;ky.ky3092;
usaky7;KY;KY3094;;;;ky.ky3094;
usaky7;KY;KY3095;;;;ky.ky3095;
usaky7;KY;KY3096;;;;ky.ky3096;
usaky7;KY;KY3098;;;;ky.ky3098;
usaky7;KY;KY3099;;;;ky.ky3099;
usaky7;KY;KY3101;;;;ky.ky3101;
usaky7;KY;KY3102;;;;ky.ky3102;
usaky7;KY;KY3103;;;;ky.ky3103;
usaky7;KY;KY3104;;;;ky.ky3104;
usaky7;KY;KY3105;;;;ky.ky3105;
usaky7;KY;KY3106;;;;ky.ky3106;
usaky7;KY;KY3108;;;;ky.ky3108;
usaky7;KY;KY3109;;;;ky.ky3109;
usaky7;KY;KY3115;;;;ky.ky3115;
usaky7;KY;KY3116;;;;ky.ky3116;
usaky7;KY;KY3117;;;;ky.ky3117;
usaky7;KY;KY3139;;;;ky.ky3139;
usaky7;KY;KY3140;;;;ky.ky3140;
usaky7;KY;KY3141;;;;ky.ky3141;
usaky7;KY;KY3143;;;;ky.ky3143;
usaky7;KY;KY3144;;;;ky.ky3144;
usaky7;KY;KY3146;;;;ky.ky3146;
usaky7;KY;KY3147;;;;ky.ky3147;
usaky7;KY;KY3149;;;;ky.ky3149;
usaky7;KY;KY3150;;;;ky.ky3150;
usaky7;KY;KY3153;;;;ky.ky3153;
usaky7;KY;KY3154;;;;ky.ky3154;
usaky7;KY;KY3155;;;;ky.ky3155;
usaky7;KY;KY3156;;;;ky.ky3156;
usaky7;KY;KY3159;;;;ky.ky3159;
usaky7;KY;KY3161;;;;ky.ky3161;
usaky7;KY;KY3162;;;;ky.ky3162;
usaky7;KY;KY3163;;;;ky.ky3163;
usaky7;KY;KY3164;;;;ky.ky3164;
usaky7;KY;KY3165;;;;ky.ky3165;
usaky7;KY;KY3169;;;;ky.ky3169;
usaky7;KY;KY3170;;;;ky.ky3170;
usaky7;KY;KY3171;;;;ky.ky3171;
usaky7;KY;KY3172;;;;ky.ky3172;
usaky7;KY;KY3173;;;;ky.ky3173;
usaky7;KY;KY3174;;;;ky.ky3174;
usaky7;KY;KY3175;;;;ky.ky3175;
usaky7;KY;KY3176;;;;ky.ky3176;
usaky7;KY;KY3177;;;;ky.ky3177;
usaky7;KY;KY3178;;;;ky.ky3178;
usaky7;KY;KY3179;;;;ky.ky3179;
usaky7;KY;KY3180;;;;ky.ky3180;
usaky7;KY;KY3182;;;;ky.ky3182;
usaky7;KY;KY3183;;;;ky.ky3183;
usaky7;KY;KY3184;;;;ky.ky3184;
usaky7;KY;KY3185;;;;ky.ky3185;
usaky7;KY;KY3186;;;;ky.ky3186;
usaky7;KY;KY3187;;;;ky.ky3187;
usaky7;KY;KY3188;;;;ky.ky3188;
usaky7;KY;KY3189;;;;ky.ky3189;
usaky7;KY;KY3190;;;;ky.ky3190;
usaky7;KY;KY3191;;;;ky.ky3191;
usaky7;KY;KY3192;;;;ky.ky3192;
usaky7;KY;KY3193;;;;ky.ky3193;
usaky7;KY;KY3196;;;;ky.ky3196;
usaky7;KY;KY3198;;;;ky.ky3198;
usaky7;KY;KY3199;;;;ky.ky3199;
usaky7;KY;KY3200;;;;ky.ky3200;
usaky7;KY;KY3201;;;;ky.ky3201;
usaky7;KY;KY3204;;;;ky.ky3204;
usaky7;KY;KY3205;;;;ky.ky3205;
usaky7;KY;KY3207;;;;ky.ky3207;
usaky7;KY;KY3209;;;;ky.ky3209;
usaky7;KY;KY3210;;;;ky.ky3210;
usaky7;KY;KY3211;;;;ky.ky3211;
usaky7;KY;KY3212;;;;ky.ky3212;
usaky7;KY;KY3214;;;;ky.ky3214;
usaky7;KY;KY3215;;bus;Busseyville;ky.ky3215bus;
usaky7;KY;KY3215;;;Cull;ky.ky3215;
usaky7;KY;KY3218;;;;ky.ky3218;
usaky7;KY;KY3219;;;;ky.ky3219;
usaky7;KY;KY3220;;;;ky.ky3220;
usaky7;KY;KY3221;;;;ky.ky3221;
usaky7;KY;KY3222;;;;ky.ky3222;
usaky7;KY;KY3223;;;;ky.ky3223;
usaky7;KY;KY3224;;;;ky.ky3224;
usaky7;KY;KY3225;;;;ky.ky3225;
usaky7;KY;KY3226;;;;ky.ky3226;
usaky7;KY;KY3227;;;;ky.ky3227;
usaky7;KY;KY3228;;;;ky.ky3228;
usaky7;KY;KY3230;;;;ky.ky3230;
usaky7;KY;KY3233;;;;ky.ky3233;
usaky7;KY;KY3234;;;;ky.ky3234;
usaky7;KY;KY3236;;;;ky.ky3236;
usaky7;KY;KY3237;;;;ky.ky3237;
usaky7;KY;KY3240;;;;ky.ky3240;
usaky7;KY;KY3241;;;;ky.ky3241;
usaky7;KY;KY3242;;;;ky.ky3242;
usaky7;KY;KY3244;;;;ky.ky3244;
usaky7;KY;KY3245;;;;ky.ky3245;
usaky7;KY;KY3246;;;;ky.ky3246;
usaky7;KY;KY3247;;;;ky.ky3247;
usaky7;KY;KY3248;;;;ky.ky3248;
usaky7;KY;KY3249;;;;ky.ky3249;
usaky7;KY;KY3251;;;;ky.ky3251;
usaky7;KY;KY3252;;;;ky.ky3252;
usaky7;KY;KY3254;;;;ky.ky3254;
usaky7;KY;KY3255;;;;ky.ky3255;
usaky7;KY;KY3256;;;;ky.ky3256;
usaky7;KY;KY3257;;;;ky.ky3257;
usaky7;KY;KY3258;;;;ky.ky3258;
usaky7;KY;KY3259;;;;ky.ky3259;
usaky7;KY;KY3260;;;;ky.ky3260;
usaky7;KY;KY3261;;;;ky.ky3261;
usaky7;KY;KY3262;;;;ky.ky3262;
usaky7;KY;KY3263;;;;ky.ky3263;
usaky7;KY;KY3264;;;;ky.ky3264;
usaky7;KY;KY3265;;;;ky.ky3265;
usaky7;KY;KY3266;;;;ky.ky3266;
usaky7;KY;KY3267;;;;ky.ky3267;
usaky7;KY;KY3268;;;;ky.ky3268;
usaky7;KY;KY3269;;;;ky.ky3269;
usaky7;KY;KY3270;;;;ky.ky3270;
usaky7;KY;KY3271;;;;ky.ky3271;
usaky7;KY;KY3272;;;;ky.ky3272;
usaky7;KY;KY3273;;;;ky.ky3273;
usaky7;KY;KY3274;;;;ky.ky3274;
usaky7;KY;KY3275;;;;ky.ky3275;
usaky7;KY;KY3276;;;;ky.ky3276;
usaky7;KY;KY3277;;;;ky.ky3277;
usaky7;KY;KY3278;;;;ky.ky3278;
usaky7;KY;KY3280;;;;ky.ky3280;
usaky7;KY;KY3281;;;;ky.ky3281;
usaky7;KY;KY3282;;;;ky.ky3282;
usaky7;KY;KY3283;;;;ky.ky3283;
usaky7;KY;KY3284;;;;ky.ky3284;
usaky7;KY;KY3285;;;;ky.ky3285;
usaky7;KY;KY3286;;;;ky.ky3286;
usaky7;KY;KY3287;;;;ky.ky3287;
usaky7;KY;KY3288;;;;ky.ky3288;
usaky7;KY;KY3289;;;;ky.ky3289;
usaky7;KY;KY3290;;;;ky.ky3290;
usaky7;KY;KY3291;;;;ky.ky3291;
usaky7;KY;KY3292;;;;ky.ky3292;
usaky7;KY;KY3293;;;;ky.ky3293;
usaky7;KY;KY3294;;;;ky.ky3294;
usaky7;KY;KY3295;;;;ky.ky3295;
usaky7;KY;KY3296;;;;ky.ky3296;
usaky7;KY;KY3297;;;;ky.ky3297;
usaky7;KY;KY3298;;;;ky.ky3298;
usaky7;KY;KY3299;;;;ky.ky3299;
usaky7;KY;KY3301;;;;ky.ky3301;
usaky7;KY;KY3302;;;;ky.ky3302;
usaky7;KY;KY3303;;;;ky.ky3303;
usaky7;KY;KY3304;;;;ky.ky3304;
usaky7;KY;KY3305;;;;ky.ky3305;
usaky7;KY;KY3306;;;;ky.ky3306;
usaky7;KY;KY3307;;;;ky.ky3307;
usaky7;KY;KY3308;;;;ky.ky3308;
usaky7;KY;KY3309;;;;ky.ky3309;
usaky7;KY;KY3310;;;;ky.ky3310;
usaky7;KY;KY3311;;;;ky.ky3311;
usaky7;KY;KY3312;;;;ky.ky3312;
usaky7;KY;KY3313;;;;ky.ky3313;
usaky7;KY;KY3314;;;;ky.ky3314;
usaky7;KY;KY3315;;;;ky.ky3315;
usaky7;KY;KY3316;;;;ky.ky3316;
usaky7;KY;KY3317;;;;ky.ky3317;
usaky7;KY;KY3318;;;;ky.ky3318;
usaky7;KY;KY3319;;;;ky.ky3319;
usaky7;KY;KY3320;;;;ky.ky3320;
usaky7;KY;KY3321;;;;ky.ky3321;
usaky7;KY;KY3322;;;;ky.ky3322;
usaky7;KY;KY3323;;;;ky.ky3323;
usaky7;KY;KY3324;;;;ky.ky3324;
usaky7;KY;KY3325;;;;ky.ky3325;
usaky7;KY;KY3326;;;;ky.ky3326;
usaky7;KY;KY3327;;;;ky.ky3327;
usaky7;KY;KY3328;;;;ky.ky3328;
usaky7;KY;KY3329;;;;ky.ky3329;
usaky7;KY;KY3330;;;;ky.ky3330;
usaky7;KY;KY3331;;;;ky.ky3331;
usaky7;KY;KY3332;;;;ky.ky3332;
usaky7;KY;KY3333;;;;ky.ky3333;
usaky7;KY;KY3334;;;;ky.ky3334;
usaky7;KY;KY3335;;;;ky.ky3335;
usaky7;KY;KY3336;;;;ky.ky3336;
usaky7;KY;KY3337;;;;ky.ky3337;
usaky7;KY;KY3338;;;;ky.ky3338;
usaky7;KY;KY3339;;;;ky.ky3339;
usaky7;KY;KY3340;;;;ky.ky3340;
usaky7;KY;KY3341;;;;ky.ky3341;
usaky7;KY;KY3342;;;;ky.ky3342;
usaky7;KY;KY3343;;;;ky.ky3343;
usaky7;KY;KY3344;;;;ky.ky3344;
usaky7;KY;KY3345;;;;ky.ky3345;
usaky7;KY;KY3346;;;;ky.ky3346;
usaky7;KY;KY3347;;;;ky.ky3347;
usaky7;KY;KY3348;;;;ky.ky3348;
usaky7;KY;KY3349;;;;ky.ky3349;
usaky7;KY;KY3350;;;;ky.ky3350;
usaky7;KY;KY3351;;;;ky.ky3351;
usaky7;KY;KY3352;;;;ky.ky3352;
usaky7;KY;KY3353;;;;ky.ky3353;
usaky7;KY;KY3354;;;;ky.ky3354;
usaky7;KY;KY3355;;;;ky.ky3355;
usaky7;KY;KY3356;;;;ky.ky3356;
usaky7;KY;KY3357;;;;ky.ky3357;
usaky7;KY;KY3358;;;;ky.ky3358;
usaky7;KY;KY3359;;;;ky.ky3359;
usaky7;KY;KY3360;;;;ky.ky3360;
usaky7;KY;KY3362;;;;ky.ky3362;
usaky7;KY;KY3363;;;;ky.ky3363;
usaky7;KY;KY3364;;;;ky.ky3364;
usaky7;KY;KY3365;;;;ky.ky3365;
usaky7;KY;KY3366;;;;ky.ky3366;
usaky7;KY;KY3367;;;;ky.ky3367;
usaky7;KY;KY3368;;;;ky.ky3368;
usaky7;KY;KY3369;;;;ky.ky3369;
usaky7;KY;KY3370;;;;ky.ky3370;
usaky7;KY;KY3371;;;;ky.ky3371;
usaky7;KY;KY3374;;;;ky.ky3374;
usaky7;KY;KY3375;;;;ky.ky3375;
usaky7;KY;KY3376;;;;ky.ky3376;
usaky7;KY;KY3377;;;;ky.ky3377;
usaky7;KY;KY3378;;;;ky.ky3378;
usaky7;KY;KY3379;;;;ky.ky3379;
usaky7;KY;KY3380;;;;ky.ky3380;
usaky7;KY;KY3381;;;;ky.ky3381;
usaky7;KY;KY3382;;;;ky.ky3382;
usaky7;KY;KY3383;;;;ky.ky3383;
usaky7;KY;KY3384;;;;ky.ky3384;
usaky7;KY;KY3385;;;;ky.ky3385;
usaky7;KY;KY3386;;;;ky.ky3386;
usaky7;KY;KY3387;;;;ky.ky3387;
usaky7;KY;KY3388;;;;ky.ky3388;
usaky7;KY;KY3389;;;;ky.ky3389;
usaky7;KY;KY3390;;;;ky.ky3390;
usaky7;KY;KY3391;;;;ky.ky3391;
usaky7;KY;KY3392;;;;ky.ky3392;
usaky7;KY;KY3393;;;;ky.ky3393;
usaky7;KY;KY3394;;;;ky.ky3394;
usaky7;KY;KY3395;;;;ky.ky3395;
usaky7;KY;KY3396;;;;ky.ky3396;
usaky7;KY;KY3397;;;;ky.ky3397;
usaky7;KY;KY3398;;;;ky.ky3398;
usaky7;KY;KY3399;;;;ky.ky3399;
usaky7;KY;KY3400;;;;ky.ky3400;
usaky7;KY;KY3401;;;;ky.ky3401;
usaky7;KY;KY3402;;;;ky.ky3402;
usaky7;KY;KY3403;;;;ky.ky3403;
usaky7;KY;KY3404;;;;ky.ky3404;
usaky7;KY;KY3405;;;;ky.ky3405;
usaky7;KY;KY3406;;;;ky.ky3406;
usaky7;KY;KY3407;;;;ky.ky3407;
usaky7;KY;KY3408;;;;ky.ky3408;
usaky7;KY;KY3409;;;;ky.ky3409;
usaky7;KY;KY3410;;;;ky.ky3410;
usaky7;KY;KY3411;;;;ky.ky3411;
usaky7;KY;KY3412;;;;ky.ky3412;
usaky7;KY;KY3413;;;;ky.ky3413;
usaky7;KY;KY3414;;;;ky.ky3414;
usaky7;KY;KY3415;;;;ky.ky3415;
usaky7;KY;KY3416;;;;ky.ky3416;
usaky7;KY;KY3417;;;;ky.ky3417;
usaky7;KY;KY3418;;;;ky.ky3418;
usaky7;KY;KY3419;;;;ky.ky3419;
usaky7;KY;KY3420;;;;ky.ky3420;
usaky7;KY;KY3421;;;;ky.ky3421;
usaky7;KY;KY3422;;;;ky.ky3422;
usaky7;KY;KY3423;;;;ky.ky3423;
usaky7;KY;KY3424;;;;ky.ky3424;
usaky7;KY;KY3426;;;;ky.ky3426;
usaky7;KY;KY3427;;;;ky.ky3427;
usaky7;KY;KY3428;;;;ky.ky3428;
usaky7;KY;KY3429;;;;ky.ky3429;
usaky7;KY;KY3430;;;;ky.ky3430;
usaky7;KY;KY3431;;;;ky.ky3431;
usaky7;KY;KY3432;;;;ky.ky3432;
usaky7;KY;KY3433;;;;ky.ky3433;
usaky7;KY;KY3434;;;;ky.ky3434;
usaky7;KY;KY3435;;;;ky.ky3435;
usaky7;KY;KY3436;;;;ky.ky3436;
usaky7;KY;KY3437;;;;ky.ky3437;
usaky7;KY;KY3438;;;;ky.ky3438;
usaky7;KY;KY3439;;;;ky.ky3439;
usaky7;KY;KY3440;;;;ky.ky3440;
usaky7;KY;KY3441;;;;ky.ky3441;
usaky7;KY;KY3442;;;;ky.ky3442;
usaky7;KY;KY3443;;;;ky.ky3443;
usaky7;KY;KY3444;;;;ky.ky3444;
usaky7;KY;KY3445;;;;ky.ky3445;
usaky7;KY;KY3446;;;;ky.ky3446;
usaky7;KY;KY3447;;;;ky.ky3447;
usaky7;KY;KY3448;;;;ky.ky3448;
usaky7;KY;KY3449;;;;ky.ky3449;
usaky7;KY;KY3451;;;;ky.ky3451;
usaky7;KY;KY3452;;;;ky.ky3452;
usaky7;KY;KY3454;;;;ky.ky3454;
usaky7;KY;KY3455;;;;ky.ky3455;
usaky7;KY;KY3456;;;;ky.ky3456;
usaky7;KY;KY3459;;;;ky.ky3459;
usaky7;KY;KY3460;;;;ky.ky3460;
usaky7;KY;KY3461;;;;ky.ky3461;
usaky7;KY;KY3462;;;;ky.ky3462;
usaky7;KY;KY3463;;;;ky.ky3463;
usaky7;KY;KY3466;;;;ky.ky3466;
usaky7;KY;KY3467;;;;ky.ky3467;
usaky7;KY;KY3468;;;;ky.ky3468;
usaky7;KY;KY3470;;;;ky.ky3470;
usaky7;KY;KY3472;;;;ky.ky3472;
usaky7;KY;KY3473;;;;ky.ky3473;
usaky7;KY;KY3476;;;;ky.ky3476;
usaky7;KY;KY3477;;;;ky.ky3477;
usaky7;KY;KY3478;;;;ky.ky3478;
usaky7;KY;KY3480;;;;ky.ky3480;
usaky7;KY;KY3482;;;;ky.ky3482;
usaky7;KY;KY3483;;;;ky.ky3483;
usaky7;KY;KY3484;;;;ky.ky3484;
usaky7;KY;KY3485;;;;ky.ky3485;
usaky7;KY;KY3486;;;;ky.ky3486;
usaky7;KY;KY3487;;;;ky.ky3487;
usaky7;KY;KY3488;;;;ky.ky3488;
usaky7;KY;KY3489;;;;ky.ky3489;
usaky7;KY;KY3491;;;;ky.ky3491;
usaky7;KY;KY3492;;;;ky.ky3492;
usaky7;KY;KY3495;;;;ky.ky3495;
usaky7;KY;KY3496;;;;ky.ky3496;
usaky7;KY;KY3497;;;;ky.ky3497;
usaky7;KY;KY3498;;;;ky.ky3498;
usaky7;KY;KY3499;;;;ky.ky3499;
