system;route;banner;name;roots
fraoccm31;M1;-31;Blagnac;fraocc.m000131
fraoccm31;M1;-31;Drémil-Lafage;fraocc.m000131dre
fraoccm31;M1C;-31;;fraocc.m0001c31
fraoccm31;M1D;-31;;fraocc.m0001d31
fraoccm31;M1E;-31;;fraocc.m0001e31
fraoccm31;M2;-31;Blagnac;fraocc.m000231
fraoccm31;M2;-31;Saint-Orens-de-Gameville;fraocc.m000231ore
fraoccm31;M2A;-31;;fraocc.m0002a31
fraoccm31;M2B;-31;;fraocc.m0002b31
fraoccm31;M2C;-31;;fraocc.m0002c31
fraoccm31;M4;-31;Castelginest;fraocc.m000431
fraoccm31;M4;-31;Toulouse-South;fraocc.m000431tos
fraoccm31;M4D;-31;;fraocc.m0004d31
fraoccm31;M14;-31;;fraocc.m01431
fraoccm31;M14A;-31;;fraocc.m014a31
fraoccm31;M15;-31;Castelginest;fraocc.m01531
fraoccm31;M15;-31;Monlong;fraocc.m01531mon
fraoccm31;M15;-31;Cugnaux;fraocc.m01531cug
fraoccm31;M15C;-31;;fraocc.m015c31
fraoccm31;M16;-31;;fraocc.m01631
fraoccm31;M16F;-31;;fraocc.m016f31
fraoccm31;M18;-31;;fraocc.m01831
fraoccm31;M18D;-31;;fraocc.m018d31
fraoccm31;M20;-31;;fraocc.m02031
fraoccm31;M23;-31;;fraocc.m02331
fraoccm31;M24;-31;Pibrac;fraocc.m02431
fraoccm31;M24;-31;Cugnaux-West;fraocc.m02431cuw
fraoccm31;M24;-31;Cugnaux-East;fraocc.m02431cue
fraoccm31;M24C;-31;;fraocc.m024c31
fraoccm31;M24D;-31;;fraocc.m024d31
fraoccm31;M35A;-31;;fraocc.m035a31
fraoccm31;M37;-31;;fraocc.m03731
fraoccm31;M37F;-31;;fraocc.m037f31
fraoccm31;M50;-31;Tournefeuille;fraocc.m05031tou
fraoccm31;M50;-31;Balma;fraocc.m05031
fraoccm31;M50D;-31;;fraocc.m050d31
fraoccm31;M50E;-31;;fraocc.m050e31
fraoccm31;M54;-31;;fraocc.m05431
fraoccm31;M57;-31;Mons;fraocc.m05731
fraoccm31;M57;-31;Saint-Orens-de-Gameville;fraocc.m05731ore
fraoccm31;M59;-31;;fraocc.m05931
fraoccm31;M59A;-31;;fraocc.m059a31
fraoccm31;M59B;-31;;fraocc.m059b31
fraoccm31;M59E;-31;;fraocc.m059e31
fraoccm31;M61;-31;;fraocc.m06131
fraoccm31;M63;-31;;fraocc.m06331
fraoccm31;M63A;-31;;fraocc.m063a31
fraoccm31;M63B;-31;;fraocc.m063b31
fraoccm31;M63E;-31;;fraocc.m063e31
fraoccm31;M63G;-31;;fraocc.m063g31
fraoccm31;M63H;-31;;fraocc.m063h31
fraoccm31;M63J;-31;;fraocc.m063j31
fraoccm31;M63W;-31;Lespinasse;fraocc.m063w31
fraoccm31;M63W;-31;Tournefeuille;fraocc.m063w31tou
fraoccm31;M64;-31;Aussonne;fraocc.m06431aus
fraoccm31;M64;-31;Aucamville;fraocc.m06431
fraoccm31;M64;-31;Balma;fraocc.m06431bal
fraoccm31;M64C;-31;;fraocc.m064c31
fraoccm31;M64D;-31;;fraocc.m064d31
fraoccm31;M64F;-31;;fraocc.m064f31
fraoccm31;M65;-31;;fraocc.m06531
fraoccm31;M65B;-31;;fraocc.m065b31
fraoccm31;M66;-31;;fraocc.m06631
fraoccm31;M66D;-31;;fraocc.m066d31
fraoccm31;M66H;-31;;fraocc.m066h31
fraoccm31;M68;-31;;fraocc.m06831
fraoccm31;M70;-31;;fraocc.m07031
fraoccm31;M70A;-31;;fraocc.m070a31
fraoccm31;M70B;-31;;fraocc.m070b31
fraoccm31;M70E;-31;;fraocc.m070e31
fraoccm31;M70G;-31;;fraocc.m070g31
fraoccm31;M70W;-31;;fraocc.m070w31
fraoccm31;M77;-31;Gratentour;fraocc.m07731
fraoccm31;M77;-31;Beaupuy;fraocc.m07731bea
fraoccm31;M77A;-31;;fraocc.m077a31
fraoccm31;M77C;-31;;fraocc.m077c31
fraoccm31;M77F;-31;;fraocc.m077f31
fraoccm31;M77G;-31;;fraocc.m077g31
fraoccm31;M82;-31;;fraocc.m08231
fraoccm31;M82C;-31;;fraocc.m082c31
fraoccm31;M94;-31;;fraocc.m09431
fraoccm31;M112;-31;;fraocc.m011231
fraoccm31;M113;-31;;fraocc.m011331
fraoccm31;M113A;-31;Toulouse-West;fraocc.m0113a31tow
fraoccm31;M113A;-31;Toulouse-East;fraocc.m0113a31
fraoccm31;M120;-31;;fraocc.m012031
fraoccm31;M120A;-31;;fraocc.m0120a31
fraoccm31;M120N;-31;;fraocc.m0120n31
fraoccm31;M126;-31;;fraocc.m012631
fraoccm31;M188;-31;;fraocc.m018831
fraoccm31;M632;-31;;fraocc.m063231
fraoccm31;M632W;-31;;fraocc.m0632w31
fraoccm31;M820;-31;;fraocc.m082031
fraoccm31;M824;-31;;fraocc.m082431
fraoccm31;M826;-31;;fraocc.m082631
fraoccm31;M888;-31;;fraocc.m088831
fraoccm31;M901;-31;;fraocc.m090131
fraoccm31;M902;-31;;fraocc.m090231
fraoccm31;M904B;-31;;fraocc.m0904b31
fraoccm31;M914;-31;;fraocc.m091431
fraoccm31;M916;-31;;fraocc.m091631
fraoccm31;M923;-31;;fraocc.m092331
fraoccm31;M924;-31;;fraocc.m092431
fraoccm31;M924A;-31;;fraocc.m0924a31
fraoccm31;M964;-31;;fraocc.m096431
fraoccm31;M980;-31;;fraocc.m098031
